,Code,Name,Close,Stocks,Marcap,Assets,Liabilities,Equity,Profit,P/E,PER
952,138250,엔에스쇼핑,13150.0,33696000.0,443102400000.0,1113938547433,718641042198,395297505235,17854329650,1.120933965258851,24.817644161734183
1601,012450,한화에어로스페이스,42150.0,50630000.0,2134054500000.0,10957363821358,7192748538823,3764615282535,85962467611,0.5668718686609007,24.825421597447495
182,002140,고려산업,3335.0,24939425.0,83172982375.0,236071587127,128964657899,107106929228,3339973915,0.7765415643459306,24.902285015300787
1401,015890,태경산업,6470.0,29228750.0,189110012500.0,544355515674,192110860983,352244654691,7591383225,0.5368712057984051,24.91114028827072
991,000670,영풍,684000.0,1842040.0,1259955360000.0,5089293568067,1270093041782,3819200526285,50542245825,0.32990028968852797,24.928756912831545
36,083450,GST,28750.0,9317745.0,267885168750.0,181653550257,50150263681,131503286576,10721466638,2.0370986590907787,24.985869731715336
300,007720,대명소노시즌,1400.0,100800450.0,141120630000.0,218072069492,66865675223,151206394269,5643110880,0.9332980306966571,25.00759474710162
1162,092130,이크레더블,20000.0,12043600.0,240872000000.0,76655442670,15099682118,61555760552,9626228129,3.913070000922503,25.022469525145407
1522,034950,한국기업평가,82500.0,4540514.0,374592405000.0,162583946238,45294871978,117289074260,14924967401,3.193753615700164,25.098373412520928
419,127120,디엔에이링크,3195.0,16393692.0,52377845940.0,47181402606,12995888524,34185514082,2064620215,1.5321649343743222,25.369240095326685
1414,095610,테스,26650.0,19768226.0,526823222900.0,327582138614,50257795072,277324343542,20752961661,1.8996645450283527,25.385447701666237
1215,174880,장원테크,3855.0,19129453.0,73744041315.0,189764912598,90782675257,98982237341,2903684783,0.7450229788294961,25.396710327079603
1461,004720,팜젠사이언스,12000.0,14712933.0,176555196000.0,195379945980,92571158676,102808787304,6935785158,1.7173162005883396,25.455689871874778
1103,078070,유비쿼스홀딩스,16300.0,18696628.0,304755036400.0,333520985540,43422709203,290098276337,11957066905,1.0505234303632112,25.48744092688507
341,005880,대한해운,2715.0,319177460.0,866566803900.0,3564532634966,2405322338328,1159210296638,33939503965,0.7475492638507962,25.53268912809227
1061,240810,원익IPS,39550.0,49083901.0,1941268284550.0,1273449219207,517659144351,755790074856,75994761917,2.568528416994452,25.544764344024333
1505,039130,하나투어,77600.0,13939185.0,1081680756000.0,619258646587,581638838909,37619807678,42293828618,28.75295815593882,25.57538041234799
38,001250,GS글로벌,2615.0,82533764.0,215825792860.0,1136030910961,832580344212,303450566749,8427391996,0.7112387206003175,25.61003368093476
93,108320,LX세미콘,115100.0,16264300.0,1872020930000.0,920984042208,286758530012,634225512196,72894878482,2.9516645010355145,25.681103652052315
1105,024800,유성티엔에스,3610.0,31278618.0,112915810980.0,500123027047,203647378143,296475648904,4349635598,0.3808603215725235,25.959832366628522
391,032960,동일기연,13850.0,3503285.0,48520497250.0,63775792691,5288836631,58486956060,1867374133,0.8295951870058734,25.983275869870905
1576,045100,한양이엔지,15000.0,18000000.0,270000000000.0,534939929466,150986571075,383953358391,10368761906,0.703210413711357,26.039753101453847
162,078890,가온미디어,15500.0,15851946.0,245705163000.0,383881003506,208217023004,175663980502,9403219345,1.398722505876511,26.129898068436475
908,003800,에이스침대,47850.0,11090000.0,530656500000.0,604829658891,72448619486,532381039405,20298220717,0.9967607046882673,26.14300570471031
390,109860,동일금속,13750.0,7000000.0,96250000000.0,147879652544,15337065618,132542586926,3676630930,0.7261816917285419,26.178858262501752
1222,072520,제넨바이오,1040.0,209192843.0,217560556720.0,128107859044,34269507607,93838351437,8295598303,2.318460985176866,26.22602358184604
989,111770,영원무역,43550.0,44311468.0,1929764431400.0,3246572888193,1091448656703,2155124231490,73429011148,0.8954307149457497,26.280681180772802
618,145990,삼양사,67700.0,10313449.0,698220497300.0,2738589000000,1338176000000,1400413000000,26553000000,0.49858184499858255,26.2953525891613
484,267980,매일유업,69700.0,7843638.0,546701568600.0,942123785755,470286414108,471837371647,20780972721,1.158665255131611,26.3077949208574
1212,043910,자연과환경,2060.0,61776042.0,127258646520.0,78237209214,29880286448,48356922766,4825984844,2.631653116882702,26.369466675432434
672,008490,서흥,46200.0,11569113.0,534493020600.0,805150939823,397177919858,407973019965,20244875592,1.3101185481477529,26.401398130162438
517,033920,무학,8550.0,28500000.0,243675000000.0,667749993880,142276860725,525473133155,9220287916,0.46372494543526477,26.428133505153333
307,025440,대성엘텍,969.0,100971343.0,97841231367.0,119514629382,83684383814,35830245568,3695684029,2.7306882723232584,26.474457935050918
223,000270,기아,88000.0,405363347.0,35671974536000.0,63905732000000,31590718000000,32315014000000,1342909000000,1.1038823791318797,26.563210564528198
1243,089790,제이티,9350.0,10315513.0,96450046550.0,76450839737,39103583309,37347256428,3618753489,2.582520264532455,26.65283690728899
1547,053590,한국테크놀로지,1150.0,123957822.0,142551495300.0,221507022957,178953750526,42553272431,5344871449,3.3499537675074653,26.67070605162463
1313,221980,케이디켐,16050.0,4034800.0,64758540000.0,102312572435,17467216658,84845355777,2427210954,0.7632537975349599,26.680227317398636
817,143160,아이디스,25900.0,10716390.0,277554501000.0,281272093410,50193317866,231078775544,10377163832,1.2011250291013875,26.74666271954836
815,020560,아시아나항공,21950.0,74411764.0,1633338219800.0,13385332395182,12752781738284,632550656898,60844506890,2.582146112707901,26.844464739485705
583,083650,비에이치아이,4880.0,26000000.0,126880000000.0,389876021051,301090107846,88785913205,4720877459,1.4290555271650314,26.87635955432666
885,109610,에스와이,3715.0,46945284.0,174401730060.0,348062994117,181768558900,166294435217,6464103092,1.0487526526814963,26.980035370388862
457,071280,로체시스템즈,5020.0,15296603.0,76788947060.0,120931263223,42835035731,78096227492,2844445643,0.9832606455653199,26.99610282550933
1280,035000,지투알,6440.0,16567409.0,106694113960.0,433901083302,291565711163,142335372139,3944106306,0.7495966206896629,27.0515309888303
1143,080010,이상네트웍스,8250.0,9015000.0,74373750000.0,153750835863,40696606532,113054229331,2747352346,0.6578590685205473,27.071063567177415
1635,057050,현대홈쇼핑,69400.0,12000000.0,832800000000.0,2622581376338,771948466495,1850632909843,30738373828,0.45000820831109684,27.09317040192254
231,190510,나무가,8800.0,13742180.0,120931184000.0,171489123065,117864750816,53624372249,4462031361,2.255153373888776,27.102271189079616
1544,024720,한국콜마홀딩스,22200.0,18576719.0,412403161800.0,1185286136696,364178871762,821107264934,15162274775,0.5022524819983765,27.199293504427338
303,001680,대상,23800.0,34648025.0,824622995000.0,2706966465023,1551507322455,1155459142568,30288885588,0.7136755984008929,27.225266925195267
294,006370,대구백화점,10300.0,10821611.0,111462593300.0,525362284179,267827958029,257534326150,4080144733,0.4328067445078331,27.318293980724825
1319,025880,케이씨피드,3115.0,16715858.0,52069897670.0,104305603236,49091361387,55214241849,1905989133,0.9430519359914574,27.319094725394745
786,066790,씨씨에스,805.0,56005065.0,45084077325.0,33235807763,4829305140,28406502623,1648216151,1.5871041191989825,27.35325539532345
1095,077500,유니퀘스트,10450.0,27335475.0,285655713750.0,429417304635,168472332046,260944972589,10439867184,1.0946971344794618,27.36200650021603
719,032680,소프트센,2210.0,35775801.0,79064520210.0,67337482084,17969898082,49367584002,2875889732,1.6015472867134213,27.49219461728653
1121,072770,율호,2430.0,38967004.0,94689819720.0,67309384225,32728068100,34581316125,3439745526,2.7381785984584184,27.52814677837886
108,010950,S-Oil,100500.0,112582792.0,11314570596000.0,18009989000000,11572073000000,6437916000000,410737000000,1.7574896280100578,27.546996243338196
1553,092460,한라IMS,5740.0,17617467.0,101124260580.0,176526451279,85748970054,90777481225,3670285384,1.113979581889418,27.552151944596577
392,004890,동일산업,141000.0,2425215.0,341955315000.0,445520280084,68385881960,377134398124,12387447644,0.9067200358837773,27.604985694178083
863,092600,앤씨앤,3740.0,22472740.0,84048047600.0,98218034813,78960906635,19257128178,3036216834,4.364516184506647,27.681833082149364
1667,065510,휴비츠,9660.0,11882871.0,114788533860.0,157974499556,67695905288,90278594268,4143340318,1.271492260050484,27.704346022778232
652,075180,새론오토모티브,5450.0,19200000.0,104640000000.0,254057049346,27167229828,226889819518,3767871120,0.46119301528069895,27.771650533524618
870,038680,에스넷,6350.0,16075215.0,102077615250.0,216763668095,145313084652,71450583443,3671637085,1.4286463501229887,27.80166255184232
730,004430,송원산업,17400.0,24000000.0,417600000000.0,959841000000,478880000000,480961000000,14973000000,0.8682616677859535,27.89020236425566
153,048770,TPC,3630.0,14773572.0,53628066360.0,108678320916,70580531517,38097789399,1914442616,1.40764246970738,28.012365537521028
546,003610,방림,2680.0,42314090.0,113401761200.0,242252172061,47938302476,194313869585,4042423715,0.5836009618983679,28.05291310240594
1027,232140,와이아이케이,5150.0,82045350.0,422533552500.0,380494557794,71709758132,308784799662,15034585381,1.3683754931023513,28.104104090158547
409,066670,디스플레이텍,8390.0,18691918.0,156825192020.0,177198664426,33629621101,143569043325,5577780217,1.0923329179326757,28.11605798701552
581,141000,비아트론,10700.0,12114710.0,129627397000.0,184608135629,34202995657,150405139972,4601306276,0.8618548343768833,28.17186886170235
381,079960,동양이엔피,18450.0,7860000.0,145017000000.0,341185916630,87867371704,253318544926,5119616367,0.5724689443576375,28.32575521375975
475,277070,린드먼아시아,6320.0,13657000.0,86312240000.0,71024000417,18658698395,52365302022,3038274230,1.648271597168255,28.408311253721163
838,119830,아이텍,10000.0,16626692.0,166266920000.0,147981007829,76132278519,71848729310,5848661597,2.314124711692831,28.42819972440953
802,002790,아모레G,49400.0,82458180.0,4073434092000.0,7995345594190,1452720090123,6542625504067,142848743797,0.6225993050447238,28.51571518044772
526,107590,미원홀딩스,142500.0,2320000.0,330600000000.0,404213217934,175190823440,229022394494,11572089141,1.4435269560883977,28.568739487901254
1613,086280,현대글로비스,163500.0,37500000.0,6131250000000.0,11578661454349,6218671847245,5359989607104,214317859090,1.1438921433492688,28.60820850877043
534,206640,바디텍메드,16700.0,23486560.0,392225552000.0,173979378958,28436219976,145543158982,13697822882,2.69490888299675,28.634152695565568
597,008040,사조동아원,1220.0,141144600.0,172196412000.0,459075614942,242799294389,216276320553,6011448108,0.7961870793793262,28.64474730653368
542,038460,바이오스마트,5150.0,20087800.0,103452170000.0,171420393933,77679555162,93740838771,3609441288,1.1035976566491352,28.661546689771228
1231,137950,제이씨케미칼,9290.0,22267814.0,206867992060.0,279613610245,170837425340,108776184905,7205211541,1.9017764986027847,28.710883904359193
1504,067310,하나마이크론,22400.0,31934879.0,715341289600.0,841587462552,550162720256,291424742296,24891973638,2.4546347162020585,28.73782931008582
1426,117730,티로보틱스,6900.0,14117333.0,97409597700.0,87810973609,51897480770,35913492839,3375733065,2.7123398477749494,28.855835406523767
24,155660,DSR,5600.0,16000000.0,89600000000.0,271998800618,100510541173,171488259445,3098139120,0.5224847478770793,28.920586367987244
1655,298050,효성첨단소재,650000.0,4479948.0,2911966200000.0,2617752010983,2078711341330,539040669653,100631893161,5.402127082311875,28.936812262303096
530,201490,미투온,6930.0,31257770.0,216616346100.0,215598873769,45827889589,169770984180,7481181943,1.275932675694052,28.95482929708504
887,306040,에스제이그룹,22500.0,9865828.0,221981130000.0,138112202462,43706339357,94405863105,7666254801,2.351348980868999,28.955615977053668
458,032350,롯데관광개발,18550.0,69275662.0,1285063530100.0,1103675597297,961940902092,141734695205,44302857326,9.06668284883479,29.00633520415929
1363,120110,코오롱인더,81900.0,27519091.0,2253813552900.0,5292131842449,2833639989801,2458491852648,77660249216,0.9167463990057382,29.021456609434324
1643,002460,화성산업,12650.0,12450800.0,157502620000.0,707738723696,310057806047,397680917649,5408263961,0.3960527473410593,29.1225837229434
172,009450,경동나비엔,69000.0,14568592.0,1005232848000.0,818097443265,414023558299,404073884966,34488733245,2.4877451510744955,29.146702514675095
824,068940,아이씨케이,2480.0,34679722.0,86005710560.0,38115679200,20702786628,17412892572,2950494120,4.939197218634285,29.149595648067248
1545,021650,한국큐빅,4200.0,16350563.0,68672364600.0,135174092439,63974129517,71199962922,2353943148,0.9645000050804943,29.173331844631278
437,026890,디피씨,15000.0,41678175.0,625172625000.0,293578889233,96916660429,196662228804,21390241521,3.1789155894448213,29.227001686083486
942,950130,엑세스바이오,17550.0,36315527.0,637337498850.0,298139241629,104031057659,194108183970,21790446742,3.2834138459020483,29.248482438020133
670,140070,서플러스글로벌,4120.0,36988000.0,152390560000.0,254859936459,109754530943,145105405516,5192404269,1.0502059482766595,29.348747151644407
84,032640,LG유플러스,14150.0,436611361.0,6178050758150.0,18634341000000,10783532000000,7850809000000,210491000000,0.7869317363535401,29.350664675211767
1584,123840,한일진공,776.0,78305977.0,60765438152.0,148342018778,20702554668,127639464110,2068837738,0.4760709281859112,29.37177577335937
696,011560,세보엠이씨,6570.0,10530000.0,69182100000.0,255850944938,102380187944,153470756994,2353491092,0.45078359783359057,29.395522351949484
1106,000700,유수홀딩스,5850.0,26041812.0,152344600200.0,467571468437,90351113822,377220354615,5176577307,0.4038610280070557,29.42960013250315
134,285130,SK케미칼,174000.0,11751396.0,2044742904000.0,3691446720613,1266560618697,2424886101916,69343008335,0.8432325552875932,29.487369427667907
44,089470,HDC현대EP,5650.0,31900000.0,180235000000.0,587278989535,284030106941,303248882594,6103456758,0.5943467901951177,29.529987209913482
1518,004590,한국가구,6990.0,15000000.0,104850000000.0,161711590094,39406135574,122305454520,3544122872,0.8572798360587786,29.58418875044014
166,217730,강스템바이오텍,3365.0,37937925.0,127661117625.0,75769382543,36392307058,39377075485,4309830817,3.242016225243295,29.620911596214984
783,099320,쎄트렉아이,45550.0,9085607.0,413849398850.0,223669468248,106409504160,117259964088,13908373509,3.5293324713916743,29.755413066970146
13,051500,CJ프레시웨이,33000.0,11871586.0,391762338000.0,1111661392517,830891476186,280769916331,13166066275,1.3953145091874832,29.755458450325932
550,035150,백산,8000.0,24200000.0,193600000000.0,306714293707,163736123069,142978170638,6454731600,1.3540528539154912,29.993501201506195
207,014530,극동유화,4270.0,34869420.0,148892423400.0,317125060030,139130347087,177994712943,4939921993,0.8364991349359936,30.140642627754954
1594,005110,한창,1050.0,66790269.0,70129782450.0,127578657068,86507610557,41071046511,2321293417,1.7075236305755501,30.21151136534671
1134,258610,이더블유케이,5280.0,17633573.0,93105265440.0,131608481072,72450817854,59157663218,3080678842,1.5738496143247036,30.22232118800003
594,072950,빛샘전자,7320.0,6230859.0,45609887880.0,80758027376,16260392056,64497635320,1505091084,0.7071559701950326,30.30373933169881
873,097780,에스맥,1140.0,283520250.0,323213085000.0,468053821196,84254188927,383799632269,10654850990,0.8421401633169474,30.334829206278744
493,086900,메디톡스,153700.0,6254384.0,961298820800.0,647665107780,218411531204,429253576576,31664392324,2.239466071472093,30.35898529059673
1028,067900,와이엔텍,11900.0,18199659.0,216575942100.0,271347825676,99518235114,171829590562,7133763622,1.260411209685415,30.359282081073697
1646,006060,화승인더,6540.0,55320000.0,361792800000.0,1528001716480,876542793553,651458922927,11915344525,0.5553578088614823,30.36360377502387
1195,000230,일동홀딩스,13400.0,11540400.0,154641360000.0,900128581104,613790830633,286337750471,5092835872,0.5400662670068085,30.36448923284681
410,003160,디아이,8620.0,31496785.0,271502286700.0,256806384120,106868454015,149937930105,8939787617,1.8107645377648587,30.370104786796972
962,004250,NPC,5910.0,36720000.0,217015200000.0,487505468847,181250517656,306254951191,7108104956,0.7086096050236771,30.530669052208633
107,091340,S&K폴리텍,5720.0,11703721.0,66945284120.0,269958808412,145930972221,124027836191,2192642280,0.5397601552679336,30.53178565908161
1416,089030,테크윙,20450.0,19388368.0,396492125600.0,489361559984,266573609383,222787950601,12953920662,1.7796838856428725,30.607885901532473
41,078150,HB테크놀러지,2470.0,78990426.0,195106352220.0,273718382303,61860643855,211857738448,6366315676,0.9209309683435916,30.64666632154607
1194,249420,일동제약,14950.0,23803285.0,355859110750.0,691562866088,440838185250,250724680838,11609968469,1.4193222205353218,30.65116944117344
1346,123410,코리아에프티,3795.0,27841064.0,105656837880.0,398269010378,257198043947,141070966431,3440555734,0.7489623170028994,30.70923596321547
1575,078350,한양디지텍,9290.0,15244382.0,141620308780.0,122641551355,53508791473,69132759882,4600757621,2.0485267624455634,30.781953853334713
149,089230,THE E&M,783.0,173450191.0,135811499553.0,127182051424,42232598783,84949452641,4410208161,1.5987330739721795,30.794804824406565
345,192080,더블유게임즈,66000.0,18374502.0,1212717132000.0,1127732821888,95700019559,1032032802329,39212270830,1.1750761499665976,30.92698041532934
833,114810,아이원스,8390.0,25503174.0,213971629860.0,219001599579,90694203379,128307396200,6917869603,1.6676484458189014,30.930277981419188
177,012610,경인양행,6710.0,41546365.0,278776109150.0,544784465725,304082988312,240701477413,8999057202,1.1581819611005995,30.978368388195516
435,007340,디티알오토모티브,62800.0,9994005.0,627623514000.0,1050943893313,356410822383,694533070930,20197086327,0.9036625328144473,31.07495327981919
490,133750,메가엠디,4795.0,23407077.0,112236934215.0,111759774142,46724786214,65034987928,3609752132,1.7257931121515253,31.09269836563947
338,001790,대한제당,3310.0,89696580.0,296895679800.0,1158158401000,655481475000,502676926000,9538052000,0.5906292181789939,31.127496453154166
953,031860,엔에스엔,1205.0,57693009.0,69520075845.0,77607320035,32788281948,44819038087,2233354053,1.5511282439853316,31.128103379585376
1391,045520,크린앤사이언스,20450.0,6500000.0,132925000000.0,117316083445,70154932918,47161150527,4267137146,2.8185275065310327,31.150861913262723
328,015230,대창단조,7640.0,14286115.0,109145918600.0,272993376332,61786306628,211207069704,3497990192,0.5167720888934473,31.20246558998928
1089,036200,유니셈,12050.0,30664223.0,369503887150.0,223410802194,53958769943,169452032251,11823637780,2.180581030758452,31.251286112217148
1113,023410,유진기업,4895.0,77310863.0,378436674385.0,4881984541459,4041535980994,840448560465,12094231117,0.45027940100893277,31.290676581585952
504,080420,모다이노칩,3725.0,79721622.0,296963041950.0,917688647527,541238219894,376450427633,9470546588,0.7888503243765951,31.35648393581399
1457,032800,판타지오,109.0,646808660.0,70502143940.0,56499485834,8558449093,47941036741,2246036987,1.470601153681463,31.389573879711
302,078140,대봉엘에스,8380.0,11086579.0,92905532020.0,153182487124,20529651374,132652835750,2956324807,0.7003659702766664,31.426023216399578
849,096610,알에프세미,4645.0,10248666.0,47605053570.0,94186807379,54224839510,39961967869,1511363124,1.191258992201158,31.49809123568374
1497,057880,피에이치씨,1065.0,118807375.0,126529854375.0,80088681325,6480280179,73608401146,4016861343,1.7189594177440688,31.499681858697407
1049,046940,우원개발,5290.0,18074350.0,95613311500.0,163819655400,61637255171,102182400229,3033066098,0.9357121313036484,31.523649142709846
1562,105630,한세실업,23900.0,40000000.0,956000000000.0,1135751828742,686717846058,449033982684,30288269218,2.129014811497616,31.563375018862395
73,052900,KMH하이텍,1580.0,46885499.0,74079088420.0,137638582482,48962777962,88675804520,2345618829,0.8353923465480615,31.581895363443127
1599,009830,한화솔루션,36850.0,191278497.0,7048612614450.0,17218515334852,9147904293731,8070611041121,222779489597,0.8733678997211287,31.63941450445319
1530,000240,한국앤컴퍼니,17300.0,94935240.0,1642379652000.0,3935941154579,314326684668,3621614469911,51818157203,0.4534937845110722,31.695060971888726
1307,071850,캐스텍코리아,3480.0,16569188.0,57660774240.0,258155294361,155101576689,103053717672,1818864465,0.5595215344246295,31.701523312788453
1032,019210,와이지-원,8220.0,30573819.0,251316792180.0,877439324739,567604750489,309834574250,7923759376,0.8111321752530334,31.716863202737418
3,265520,AP시스템,23550.0,15281421.0,359877464550.0,382682581201,221683489455,160999091746,11321929497,2.235276364898755,31.785877543695854
910,241840,에이스토리,31250.0,9531760.0,297867500000.0,98530105741,52390807661,46139298080,9351808239,6.455830764558523,31.851326758155526
281,214870,뉴지랩파마,12850.0,30666778.0,394068097300.0,131204396782,71567019054,59637377728,12347335396,6.607736830705475,31.91523390768675
1546,161390,한국타이어앤테크놀로지,41900.0,123875069.0,5190365391100.0,11362654085814,3529774659489,7832879426325,161558098599,0.6626382341155475,32.12692793558371
127,001740,SK네트웍스,5120.0,248187647.0,1270720752640.0,9407103000000,7069504000000,2337599000000,39473000000,0.5436008283028868,32.19215039748689
425,079810,디이엔티,4290.0,13036859.0,55928125110.0,53965425424,29156560658,24808864766,1736586956,2.2543605133697313,32.20577289076447
476,042500,링네트,6520.0,15356878.0,100126844560.0,130827081034,57216147206,73610933828,3089218108,1.360217013330619,32.411711008913976
1206,015860,일진홀딩스,6290.0,49347483.0,310395668070.0,1290634824319,757822473476,532812350843,9551693931,0.5825609477312249,32.49640014768601
148,002710,TCC스틸,8170.0,23500000.0,191995000000.0,341138129431,207730759732,133407369699,5901153112,1.4391633718076309,32.53516666252533
274,072710,농심홀딩스,77900.0,4637790.0,361283841000.0,1312318777357,315431678497,996887098860,11101418245,0.36241199370836447,32.54393565098943
825,052860,아이앤씨,3930.0,17862854.0,70201016220.0,59482243872,15495392709,43986851163,2153238570,1.5959545719665045,32.60252588731958
1566,213500,한솔제지,13900.0,23800576.0,330828006400.0,1847305450713,1206031149835,641274300878,10124370204,0.5158915708099439,32.676403542542765
1219,040420,정상제이엘에스,7580.0,15677552.0,118835844160.0,102965500141,37869668008,65095832133,3618306024,1.825552270646169,32.84295009094565
639,009470,삼화전기,28400.0,6613820.0,187832488000.0,157155305558,80036257828,77119047730,5717073599,2.4356173154214336,32.85465627604561
1605,101530,해태제과식품,8260.0,29116822.0,240504949720.0,630625764016,361801016446,268824747570,7301093318,0.8946533081273489,32.94094997074793
383,092780,동양피스톤,7470.0,13168460.0,98368396200.0,348705126862,244276657809,104428469053,2985946647,0.9419691497160189,32.94378896516164
923,007460,에이프로젠 MED,1790.0,199155230.0,356487861700.0,839340832125,150682612637,688658219488,10799461723,0.5176557131127248,33.009780565338275
877,031330,에스에이엠티,4915.0,99995067.0,491475754305.0,547234709528,274333008025,272901701503,14861813673,1.8009259436573986,33.06970233369847
1639,111110,호전실업,12400.0,8000000.0,99200000000.0,332708744544,227912691659,104796052885,2993512567,0.9466005376066889,33.13832755992569
1583,300720,한일시멘트,20150.0,69261540.0,1395620031000.0,2347455179967,913657989222,1433797190745,42067459168,0.9733733892133216,33.175762420698426
1001,045060,오공,4385.0,16941974.0,74290555990.0,129803782993,39140977230,90662805763,2239019462,0.8194160258419709,33.1799509789165
982,259630,엠플러스,12400.0,11402436.0,141390206400.0,126549247197,70305296859,56243950338,4254718634,2.513874035346212,33.231388151059576
874,042110,에스씨디,1820.0,48329564.0,87959806480.0,160208216088,51772627886,108435588202,2644087268,0.8111710180991821,33.26660490541721
112,036120,SCI평가정보,3515.0,35500000.0,124782500000.0,38283640803,7946455531,30337185272,3749100593,4.113186470043719,33.28331606598746
64,046440,KG모빌리언스,9290.0,38825568.0,360689526720.0,479770897872,191714382738,288056515134,10820539024,1.2521484770174773,33.33378549072178
147,002820,SUN&L,5620.0,12607989.0,70856898180.0,566134099879,356544271230,209589828649,2124821519,0.3380741261956181,33.34722354155526
1673,010240,흥국,7820.0,12322696.0,96363482720.0,115341383393,34903276473,80438106920,2888326073,1.197982976101596,33.363089999014804
202,043650,국순당,8390.0,17858304.0,149831170560.0,247878141555,19920350678,227957790877,4481464518,0.6572759368458915,33.43352824912403
1591,097230,한진중공업,8870.0,83274281.0,738642872470.0,2139346000000,1882983000000,256363000000,22021000000,2.881238214835994,33.5426580296081
366,004140,동방,5050.0,39971766.0,201857418300.0,526821049507,402383764557,124437284950,6004642129,1.6221618655623038,33.61689405686811
969,156100,엘앤케이바이오,12300.0,13392743.0,164730738900.0,52923461690,19629977862,33293483828,4898159989,4.947837232986131,33.6311470572506
466,002270,롯데푸드,377500.0,1209055.0,456418262500.0,1236657303341,467234854040,769422449301,13551785837,0.5931959262621515,33.679565777512224
1051,105840,우진,10350.0,20323614.0,210349404900.0,220397098252,67371109657,153025988595,6245054319,1.3745992222060572,33.68255809401551
170,053950,경남제약,6050.0,20049565.0,121299868250.0,130484336799,50434573799,80049763000,3597506968,1.515305776108294,33.71775769413882
749,269620,시스웍,1150.0,108508809.0,124785130350.0,123552945312,70556586939,52996358373,3700682579,2.354598206007569,33.71949030649353
706,036630,세종텔레콤,581.0,596000000.0,346276000000.0,527457525889,125706934140,401750591749,10245196555,0.8619178343770589,33.79886351043267
1463,028670,팬오션,5760.0,534569512.0,3079120389120.0,5494503000000,2457373000000,3037130000000,91097000000,1.0138256805339252,33.80045873212071
850,061040,알에프텍,5690.0,32089259.0,182587883710.0,250971968713,51097966909,199874001804,5370409242,0.9135149247126644,33.99887708408647
689,000180,성창기업지주,2525.0,69751600.0,176122790000.0,725921436720,180589915256,545331521464,5180207110,0.322964624394313,33.9991792335886
1242,036420,제이콘텐트리,62000.0,17640846.0,1093732452000.0,1894459593072,1227041458313,667418134759,32050374970,1.638751473834224,34.12541828367882
711,234340,세틀뱅크,32050.0,9453000.0,302968650000.0,235525017099,102983049810,132541967289,8861207358,2.285831847805568,34.19044806873596
531,950190,미투젠,22750.0,13579892.0,308942543000.0,124344305760,10070874586,114273431174,9028073613,2.703537819999335,34.220206462997524
212,053260,금강철강,5690.0,18720000.0,106516800000.0,149278383641,33611301663,115667081978,3111037256,0.9208912179548163,34.23835564635874
1318,009070,KCTC,7300.0,30000000.0,219000000000.0,470489066209,253155276260,217333789949,6386466102,1.007666594556654,34.29126476243528
1449,047310,파워로직스,7650.0,34420982.0,263320512300.0,368947912055,160891529020,208056383035,7673591463,1.2656209266874705,34.31515914935802
625,005680,삼영전자,11650.0,20000000.0,233000000000.0,528344929708,27091800644,501253129064,6782093115,0.46483500349431345,34.35517561454182
161,079940,가비아,13050.0,13535684.0,176640676200.0,265897460524,82291994832,183605465692,5130020514,0.9620665459726373,34.43274266017877
85,011070,LG이노텍,214500.0,23667107.0,5076594451500.0,6549493318159,3705227415941,2844265902218,147287376746,1.7848522698040283,34.4672745462409
1176,083640,인콘,1855.0,44658769.0,82842016495.0,98485557771,12894206140,85591351631,2399482350,0.9678783535531383,34.52495347381905
1131,088390,이녹스,27800.0,9350844.0,259953463200.0,243532682919,86220691111,157311991808,7486841599,1.6524707380049855,34.72137880340909
939,173940,에프엔씨엔터,10900.0,14364880.0,156577192000.0,142177688201,91478696918,50698991283,4507434387,3.0883689800846645,34.73754214849761
1551,030520,한글과컴퓨터,19600.0,25203830.0,493995068000.0,761710028834,239131664431,522578364403,14195751427,0.9453033298926298,34.79879670620553
1400,014580,태경비케이,5380.0,27583100.0,148397078000.0,306141456643,87197711463,218943745180,4253158526,0.6777863321831754,34.891029124081136
1180,017250,인터엠,1345.0,21045467.0,28306153115.0,86298302018,41765735703,44532566315,808751724,0.6356281583858682,34.9998055954685
367,007590,동방아그로,7550.0,13617577.0,102812706350.0,200890412362,46016104253,154874308109,2934932480,0.663846105950903,35.03068879799238
264,090350,노루페인트,10650.0,20000000.0,213000000000.0,710766099189,370127379800,340638719389,6053444436,0.6252959158079734,35.18657885637525
1373,126600,코프라,11900.0,21115634.0,251276044600.0,162749561024,33498574919,129250986105,7117167600,1.9440938299369734,35.30562419241048
88,051910,LG화학,786000.0,70592343.0,55485581598000.0,46735009000000,25243950000000,21491059000000,1566269000000,2.581798393369075,35.425320681185674
1608,084990,헬릭스미스,24200.0,34265714.0,829230278800.0,373222973823,121802719131,251420254692,23311797358,3.298184069600282,35.57127174989919
1355,241710,코스메카코리아,15200.0,10680000.0,162336000000.0,386156576804,203863910853,182292665951,4561915170,0.8905240326214532,35.58505451121749
888,123700,SJM,4670.0,15604898.0,72874873660.0,233063170200,47684981110,185378189090,2040707351,0.39311460543300314,35.710594968107216
1616,012330,현대모비스,252500.0,94793094.0,23935256235000.0,49525787000000,15311295000000,34214492000000,669611000000,0.6995648579262845,35.74501648718435
593,005180,빙그레,55900.0,9851241.0,550684371900.0,812278565801,216710121590,595568444211,15404237075,0.9246365841788986,35.748889686573456
