,0,1,2,3,4,5,6,7,8,C/M
239,049520,유아이엘,3485.0,9360.835992357288,5646.8671975785965,1122.7754731518014,3635.0,1.553471030970728,0.03657693119566744,0.6437197604998937
347,069410,엔텔스,4890.0,25500.0,13283.86304234187,2928.016589178544,8060.0,1.6481219655511006,0.037204023653255626,0.6067512119260051
27,016250,SGC이테크건설,49350.0,422996.83251938334,181828.39258758415,75420.2652936018,53400.0,3.405026078419179,0.04429932016470692,0.2936835069598824
488,006620,동구바이오제약,10900.0,43850.0,22393.1488801054,6673.293203680696,11450.0,1.95573352664676,0.05051897395725099,0.5113171024452237
244,099440,스맥,1082.5093818502783,5725.745852175963,2865.840383891026,680.2097837032717,1760.0,1.6283183999380828,0.05200309388096237,0.6141305042294094
349,076610,해성옵틱스,792.1549589597273,4917.393931521807,2439.696357023173,764.6969587304227,1220.0,1.999751112314076,0.05535542953667639,0.5000622296655797
219,026040,제이에스티나,1390.0,21550.0,8634.299728138583,4475.211062316017,2045.0,4.222151456302486,0.07045647794690671,0.23684607488612966
315,046070,코다코,974.0,3840.0,2282.820343808407,762.5560152521471,1170.0,1.9511284989815445,0.07223724595399342,0.5125239063044709
222,093190,빅솔론,3504.4614025590336,8694.881543414243,6305.145359476134,1035.2479370500535,4845.0,1.3013715912231443,0.07920628896840431,0.7684200321755229
442,225190,삼양옵틱스,7497.993599334172,19717.221358011237,13524.860851306239,3105.0730534900877,9260.0,1.4605681264909545,0.08479632892818045,0.6846650846766874
346,039980,리노스,731.200363350501,4696.588905323143,2217.999770475684,762.9438427963909,1175.0,1.8876593791282414,0.08580124499027636,0.529756592241668
146,114120,크루셜텍,618.1040990987445,22931.382072164844,9312.365650882874,6029.285177373134,1100.0,8.465786955348067,0.08658640088544028,0.11812250949313967
159,013030,하이록코리아,6800.0,38900.0,23290.14121338912,6517.722370501751,14900.0,1.5630967257308135,0.09899815389361194,0.6397556744496781
189,065510,휴비츠,5400.0,23368.102704304372,12531.351232151144,3462.5770003794933,8080.0,1.5509098059593,0.09929829461070122,0.6447828211270221
429,255440,야스,7510.0,31141.713891867053,19474.850736781842,5025.069164138451,13350.0,1.4587903173619357,0.1114488582332328,0.6854994772712721
395,234920,자이글,1650.0,13050.0,6863.595859585958,2373.8190823275645,3995.0,1.7180465230503024,0.11344081815659651,0.5820564149942529
149,102940,코오롱생명과학,11200.0,163983.83760548654,60399.5342246979,34456.912187492184,18950.0,3.18731051317667,0.11450012778479207,0.3137441412958973
277,053980,오상자이엘,5350.0,23734.17327769026,10455.885115956147,3036.587640242358,6840.0,1.52863817484739,0.11687144982301528,0.654177042320583
18,036000,예림당,1485.0,15300.0,5905.716152639833,2411.7724442059653,3055.0,1.9331313101930714,0.11860275800201092,0.5172954339558677
128,005990,매일홀딩스,6210.0,53684.462452501415,25798.96670781957,14382.212533150814,8800.0,2.9317007622522238,0.11861400365794039,0.34109893235889766
494,227610,아우딘퓨쳐스,1165.0,13850.0,5444.005420182724,2924.7411843896257,2070.0,2.6299543092670166,0.12433041701538039,0.38023474266315516
371,228850,레이언스,7210.0,23850.0,16044.991749174918,3461.0056986148315,12150.0,1.3205754526069893,0.13021125804800288,0.7572456371393764
136,052790,액토즈소프트,3930.0,68982.02922024338,22076.34466690794,11985.131928399325,8690.0,2.5404309167903265,0.13201585184836984,0.3936340064950228
175,115160,휴맥스,1853.9162027759426,16190.8681709099,8400.345408925094,3435.2644520677,4575.0,1.8361410729890915,0.13273572617962287,0.5446204622894687
423,049960,쎌바이오텍,10050.0,72000.0,36741.082635983264,16867.937508236155,18800.0,1.9543129061693225,0.14375034594525093,0.5116887868074896
263,039310,세중,1100.0,6673.814564631389,3794.192703819014,863.4651709216394,2885.0,1.3151447846859667,0.14618008257517362,0.7603725549037419
237,054800,아이디스홀딩스,7620.0,18400.0,14406.072175732217,1504.8154350217578,12850.0,1.1210951109519236,0.1505536336757256,0.8919849798924718
14,123330,제닉,2010.0,41490.0,14432.369360017923,8153.50768740857,6010.0,2.40139257238235,0.15080780610345867,0.41642504082867626
366,222040,코스맥스엔비티,2860.0,40650.0,18213.56754658385,9601.011493758439,8320.0,2.189130714733636,0.15139439068310573,0.45680232489985223
334,014100,메디앙스,4195.0,33955.93220338983,11849.9791558896,5213.704826451469,6500.0,1.8230737162907076,0.15241333759521547,0.5485241716032397
16,101390,아이엠,509.10215222687003,3246.2827647828803,1542.9408457417837,507.6718654143088,1030.0,1.4980008211085278,0.15615694138025843,0.6675563764110591
282,171120,라이온켐텍,5956.407508033419,19526.866036371302,11328.27343805376,3253.614115562498,8050.0,1.4072389364041937,0.15682829392625136,0.7106113781609972
324,086900,메디톡스,89899.69215964871,807677.760613265,362126.247368937,164478.566788621,196600.0,1.8419442897707885,0.15711887959829135,0.5429045848745186
223,060590,씨티씨바이오,3376.554728929485,25087.113292140246,10961.979139860172,4355.805056152461,6620.0,1.6558880875921709,0.1594245207864574,0.6039055462100107
424,217480,에스디생명공학,2360.0,22098.787485167344,9160.255842012006,4239.377882468111,4980.0,1.8394088036168685,0.16205328872320984,0.5436529378535532
209,036190,금화피에스시,19800.0,54100.0,35973.640167364014,6955.252861512272,29150.0,1.234087141247479,0.1632773306382445,0.8103155495074265
437,241710,코스메카코리아,5990.0,41400.0,23216.42061281337,9248.17363042947,14200.0,1.6349591980854485,0.1647948448932387,0.6116360586680136
3,052330,코텍,6900.0,18300.0,12452.856296876736,2276.2886656565925,10250.0,1.214912809451389,0.16658704071031039,0.8231043349123663
