,Code,Name,Marcap,Assets,Liabilities,Equity,Profit,P/E,PER
1571,005110,한창,70129782450.0,131278772188,86457142934,44821629254,2454908297.0,1.564641527254198,28.56716991657143
1521,021650,한국큐빅,68672364600.0,135113191462,66225701688,68887489774,2399668858.0,0.996877151791918,28.617433764271485
1302,083550,케이엠,86901321120.0,170771523922,51656117408,119115406514,3033149756.0,0.7295556776678273,28.65052111195528
962,123040,엠에스오토텍,207863327210.0,1128830348802,882718025485,246112323317,7239132333.0,0.8445872372764766,28.713845478752074
1160,129260,인터지스,109769655060.0,393070092113,200375545366,192694546747,3818937199.0,0.5696562612336042,28.743508819349927
266,072710,농심홀딩스,361283841000.0,1307835962363,322992718539,984843243824,12540463987.0,0.3668440061559325,28.80944767071799
273,270870,뉴트리,251069321200.0,112429261108,34236367096,78192894012,8703339812.0,3.2108969027475722,28.847468514768362
839,123750,알톤스포츠,61564614510.0,36956552403,13164511874,23792040529,2133375595.0,2.587613888559041,28.85784137321586
1586,000720,현대건설,5634601709000.0,18246552000000,9357554000000,8888998000000,194434000000.0,0.6338849113252135,28.979508259872244
604,145990,삼양사,698220497300.0,2690590000000,1311435000000,1379155000000,24017000000.0,0.5062668788497304,29.071928105092226
33,083450,GST,267885168750.0,164186507638,44127370099,120059137539,9207709629.0,2.2312768044246547,29.093572619436912
569,083650,비에이치아이,126880000000.0,377089623144,283138924893,93950698251,4359925889.0,1.3504955509859609,29.101412095126555
1072,036200,유니셈,369503887150.0,213602344447,56028801007,157573543440,12658783769.0,2.3449614642365244,29.189525146552807
1185,015860,일진홀딩스,310395668070.0,1216067612276,692961999160,523105613116,10509822049.0,0.5933709375073537,29.533865237949854
979,250930,예선테크,69630928400.0,71019447623,32095110780,38924336843,2356872692.0,1.7888789905619715,29.54378004223573
616,032750,삼진,59700000000.0,101802845792,18817329782,82985516010,2015428103.0,0.7194026484429641,29.621498237091913
1522,161390,한국타이어앤테크놀로지,5190365391100.0,11061634128452,3474866741096,7586767387356,174881000000.0,0.6841339830387037,29.67941280699447
574,042370,비츠로테크,238944228000.0,427377197521,138822372977,288554824544,8042545688.0,0.8280721986804446,29.710024321841317
1233,041590,젬백스지오,98412434925.0,123189045710,44409465288,78779580422,3299547058.0,1.249212478637641,29.826043755427477
704,208370,셀바스헬스케어,52575367700.0,43525559116,20397804947,23127754169,1756510243.0,2.2732586707649727,29.93171711324885
120,034730,SK,17414173507500.0,145265253000000,91691070000000,53574183000000,579674000000.0,0.325047859479257,30.0413223768877
111,040610,SG&G,77889242860.0,337198549974,55494613170,281703936804,2592408782.0,0.2764932707141849,30.045123824919987
194,001140,국보,129458946920.0,97494840739,65349551624,32145289115,4298978915.0,4.027306970450933,30.113882733476956
867,005850,에스엘,1609989451800.0,2484851284494,1013885538368,1470965746126,53446544833.0,1.0945118579682354,30.123358896830485
725,236200,슈프리마,174077206600.0,159616430946,8007316357,151609114589,5778270766.0,1.1481975016601684,30.126176783595884
1434,091700,파트론,555103202500.0,667833232388,259431867819,408401364569,18404726613.0,1.359209960245406,30.16090454220104
556,018290,브이티지엠피,283802439390.0,229082438358,123641074046,105441364312,9399021610.0,2.6915664572608455,30.194891677666863
515,059090,미코,450817468750.0,563568247503,313247784040,250320463463,14928778445.0,1.8009613058128409,30.197880584194042
62,226360,KH E&T,93348697300.0,300466640941,144231063016,156235577925,3087051510.0,0.5974868115174862,30.2387883705899
1058,069080,웹젠,949862779600.0,562496076821,96245714604,466250362217,31388799451.0,2.037237622901662,30.261201327014717
1588,170030,현대공업,117657800000.0,175438797423,59583681894,115855115529,3884190882.0,1.0155598176461078,30.29145672146192
1520,024720,한국콜마홀딩스,412403161800.0,1232915403413,426051403915,806863999498,13591833620.0,0.5111185553656893,30.341981319809594
984,045060,오공,74290555990.0,131659944651,43281386125,88378558526,2445034573.0,0.8405947916444523,30.38425583440615
87,006260,LS,1938440000000.0,12081263000000,7618151000000,4463112000000,63631000000.0,0.43432474918845865,30.46376766041709
654,093920,서원인텍,116808000000.0,207531918862,37553035024,169978883838,3831891350.0,0.6871912402444352,30.483118995532063
334,192080,더블유게임즈,1212717132000.0,1105848356071,110577773695,995270582376,39719517375.0,1.218479831991911,30.532020833750124
921,036810,에프에스티,550446761700.0,297443282740,101935376646,195507906094,18004003859.0,2.815470600126758,30.573574967594656
972,111770,영원무역,1929764431400.0,3102116321104,1041720089950,2060396231154,63032504527.0,0.936598699910825,30.615385599558156
630,038540,상상인,483569455620.0,4461651570426,3750241041150,711410529276,15753502123.0,0.679733340624192,30.695997108731273
80,032640,LG유플러스,6178050758150.0,18297158000000,10643004000000,7654154000000,200890000000.0,0.8071500466478725,30.753401155607545
173,024910,경창산업,126261992625.0,529825501389,423933025043,105892476346,4091982984.0,1.1923603732945418,30.855942734536065
155,079940,가비아,176640676200.0,261560377615,84887321056,176673056559,5704811495.0,0.9998167215780909,30.96345538407663
850,092600,앤씨앤,84048047600.0,102229389434,80588933391,21640456043,2698635484.0,3.883839020443697,31.144646284507242
811,052860,아이앤씨,70201016220.0,60425804006,14963458038,45462345968,2245883809.0,1.5441573619938802,31.257634940276645
518,950190,미투젠,308942543000.0,116629324890,8406305546,108223019344,9878607699.0,2.854684196326002,31.27389531130727
1336,166480,코아스템,277685957500.0,140830651924,64178906600,76651745324,8870804890.0,3.6226958215530063,31.303355326080226
718,304100,솔트룩스,71919376500.0,61886184671,4751876148,57134308523,2295369294.0,1.2587774029162901,31.332377185664313
1478,163730,핑거,155215435200.0,53309469543,14419660264,38889809279,4950146881.0,3.991159588530416,31.355723159601332
742,029530,신도리코,332136955550.0,927224881959,65302560815,861922321144,10540056191.0,0.3853444184032338,31.51187712202207
632,041650,상신브레이크,94474380000.0,460075728716,284947146548,175128582168,2990378181.0,0.5394572309697065,31.59278669175121
1449,058430,포스코강판,340200000000.0,491644989131,256076619065,235568370066,10657255235.0,1.4441667185823164,31.921915399260868
1291,221980,케이디켐,64758540000.0,104227875339,21750725700,82477149639,2027214700.0,0.7851694715863264,31.944588799597792
521,206640,바디텍메드,392225552000.0,169643382140,35479751335,134163630805,12272303845.0,2.923486414660914,31.96022172803366
1620,002460,화성산업,157502620000.0,575020187336,182963150301,392057037035,4923207023.0,0.40173394460954237,31.991874252735442
539,206400,베노홀딩스,133724149520.0,76152632302,18316594254,57836038048,4153256274.0,2.312125000834566,32.197423105608244
1055,065950,웰크론,115183712160.0,254881418480,133825368575,121056049905,3573286032.0,0.9514907536665175,32.234674506459996
1141,035810,이지홀딩스,279801404275.0,1872245276255,1102722103715,769523172540,8674461924.0,0.3636036109886683,32.25576487930181
878,069510,에스텍,107354400000.0,236074805356,75972062948,160102742408,3318149321.0,0.6705344229920931,32.353697683396085
1538,020000,한섬,1059090000000.0,1442168073970,293606584320,0,32526216585.0,inf,32.56111872809753
1135,091120,이엠텍,396404003200.0,296855384002,102291474628,194563909374,12161044259.0,2.037397400552912,32.59621417022918
1551,078350,한양디지텍,141620308780.0,125113566843,68914327035,56199239808,4320983877.0,2.519968406402541,32.77501439749066
961,009780,엠에스씨,107536000000.0,167275966376,64165955397,103110010979,3280766762.0,1.0429249204706361,32.77770344589952
103,010950,S-Oil,11314570596000.0,17855775000000,11828594000000,6027181000000,344709000000.0,1.877257476754058,32.82354274474992
114,005090,SGC에너지,683214536200.0,2658128174081,1994413364470,663714809611,20779804629.0,1.0293796767928514,32.878775734325984
1627,016580,환인제약,328291235500.0,334318970482,33856657287,300462313195,9923522672.0,1.09262034232872,33.082126816347134
478,041920,메디아나,83200000000.0,81488682533,11026565998,70462116535,2514359488.0,1.180776338994484,33.0899381719596
1443,251970,펌텍코리아,254200000000.0,301352594917,72313549092,229039045825,7670834627.0,1.1098544315200498,33.13850608971028
1153,037330,인지디스플레,140652142920.0,479004370544,274810360959,204194009585,4240446540.0,0.6888162057538256,33.1691819701611
195,066620,국보디자인,181875000000.0,261058409848,95151629119,165906780729,5480719698.0,1.0962481412805136,33.18451043325004
1598,069960,현대백화점,1855813571300.0,9062363387000,4018721012000,0,55848425000.0,inf,33.22947014709904
562,082800,비보존 헬스케어,210684474160.0,241469381256,107184439983,134284941273,6328009281.0,1.5689359667788847,33.293957831665196
437,228850,레이언스,212364979200.0,232428175596,40243594672,192184580924,6375926223.0,1.1050052932393177,33.30731438421162
1211,137950,제이씨케미칼,206867992060.0,257230359078,155604070344,101626288734,6188620413.0,2.0355755842020673,33.427157953563764
1621,378850,화승알앤에이,108643523560.0,446169336771,391391683611,54777653160,3236727225.0,1.983354840753459,33.56585711667439
945,004250,NPC,217015200000.0,422519266888,123147531079,299371735809,6433247153.0,0.7249021001049221,33.733384531760116
329,001130,대한제분,272935000000.0,1125199964449,338110444135,787089520314,8090917618.0,0.3467648761110627,33.733503773761946
1412,363280,티와이홀딩스,1046470570750.0,1975831697656,582113251001,1393718446655,30913999592.0,0.7508479013545284,33.85102492596293
471,267980,매일유업,546701568600.0,773194105160,321600816372,451593288788,16053531363.0,1.2106060523336264,34.05491017758446
699,145210,다이나믹디자인,77403441294.0,148152675950,79944469445,68208206505,2270181230.0,1.13481126773691,34.09571018874119
672,004980,성신양회,307676716150.0,1103272031455,708018367169,395253664286,9023813049.0,0.7784284978250561,34.096087150663664
1338,196450,코아시아옵틱스,91536429720.0,110793377703,25375470116,85417907587,2677407412.0,1.0716304379941426,34.18845757643701
1271,004650,창해에탄올,132808288250.0,196742591790,63757851038,132984740752,3882049329.0,0.9986731372261043,34.21087085573198
458,016100,리더스코스메틱,76881098350.0,134525056650,68303785348,66221271302,2240991111.0,1.160972854166242,34.306739537085114
1555,014130,한익스프레스,74280000000.0,317336325519,246432824009,70903501510,2165155630.0,1.0476210401192074,34.30700267952563
499,118990,모트렉스,222706695120.0,434553935515,319995988824,114557946691,6483568829.0,1.9440527833543693,34.34939938076502
385,241560,두산밥캣,3964854515300.0,7470881092000,3196813178000,4274067914000,115426000000.0,0.9276536066057466,34.34975235475543
1556,046110,한일네트웍스,81408285870.0,140750889001,62238563665,78512325336,2367283289.0,1.036885425588995,34.388907423238265
734,033170,시그네틱스,146595425490.0,157746766828,47116038662,110630728166,4256244082.0,1.3250877755232293,34.4424386068374
216,000270,기아,35671974536000.0,63968993000000,33143952000000,30825041000000,1035040000000.0,1.1572401326570823,34.464343924872466
105,101060,SBS미디어홀딩스,282590303800.0,587794561711,55924607299,531869954412,8196027493.0,0.5313146596378301,34.4789355625457
541,177350,베셀,53210254230.0,54584634081,35283728581,19300905500,1540745937.0,2.756878646444852,34.53538507043293
1292,001620,케이비아이동국실업,82682642196.0,587232722121,409679220013,177553502108,2393452255.0,0.4656773378973221,34.54534847029986
650,046890,서울반도체,874581000000.0,1404040578649,588848270720,815192307929,25302931777.0,1.0728523705306754,34.56441363032016
1384,053620,태양,77400000000.0,209920814079,44629076162,165291737917,2236188580.0,0.4682629693134803,34.6124654656809
138,011810,STX,123072252200.0,621581000000,544431000000,77150000000,3539000000.0,1.5952333402462735,34.77599666572478
1647,084110,휴온스글로벌,547378149500.0,979223323244,319850848466,659372474778,15723924613.0,0.830150135830728,34.81180194971468
827,013310,아진산업,139509662290.0,642953638881,432658249335,210295389546,3997408562.0,0.6633985775493365,34.90002588582038
1380,006890,태경케미컬,143840000000.0,157656891172,21067768115,136589123057,4113296007.0,1.0530853173423929,34.96952316468675
1131,074610,이엔플러스,180249538950.0,103605785647,34225559030,69380226617,5152012007.0,2.5979958230034677,34.98624201672983
1294,029460,케이씨,312420714200.0,973737528401,231262351820,742475176581,8920396008.0,0.4207827063507444,35.02318887186337
467,098120,마이크로컨텍솔,62844510960.0,42096810505,6008667934,36088142571,1790157922.0,1.741417165939183,35.10556816673965
985,080520,오디텍,77527619400.0,137135950166,14286740500,122849209666,2207612172.0,0.6310795129311825,35.11831488488459
1217,322510,제이엘케이,94149741690.0,44623154610,15962745681,28660408929,2675390402.0,3.2850104101178648,35.19102917451522
347,067990,도이치모터스,228102536200.0,1064986222806,761317001027,303669221779,6452958988.0,0.7511546111380533,35.34851788523408
1046,104830,원익머트리얼즈,398412800000.0,409615683720,61242861390,348372822330,11268223099.0,1.1436391545566638,35.35719842424465
475,072870,메가스터디,172853905500.0,408813293911,98541861951,310271431960,4888336505.0,0.5571054492773418,35.360475966251016
104,034120,SBS,934532198400.0,1227645381240,632393580670,595251800570,26423418058.0,1.5699779446363917,35.3675741854699
519,214180,민앤지,261166544500.0,365761164292,121743607760,244017556532,7362538232.0,1.070277680883798,35.47235155464249
506,025560,미래산업,62105497650.0,107287452840,41509962495,65777490345,1748557152.0,0.9441755427922142,35.51813995840154
40,089470,HDC현대EP,180235000000.0,579766633360,283099669432,296666963928,5050354601.0,0.6075330991142728,35.68759309778216
1242,036930,주성엔지니어링,569340701600.0,560477363110,317170637146,243306725964,15944365154.0,2.3400121774037617,35.707956767232474
682,004490,세방전지,1118600000000.0,1575559982135,412630242168,1162929739967,31310186473.0,0.9618809817622705,35.72639214284503
1542,009180,한솔로지스틱스,132853349875.0,201538048951,143888102834,57649946117,3717908289.0,2.304483504726534,35.733358530673534
1022,118000,우리들휴브레인,120765268305.0,142945987066,69985720514,72960266552,3379425632.0,1.6552196697215817,35.73544189328088
770,037760,쎄니트,67496677395.0,173098169659,89477480951,83620688708,1886801702.0,0.8071767697428996,35.773063657645565
1155,034590,인천도시가스,124024275900.0,402922183406,212941541816,189980641590,3461787054.0,0.6528258608982835,35.82666234674757
676,000180,성창기업지주,176122790000.0,721753587671,182603989491,539149598180,4913331377.0,0.3266677571392714,35.845900975549036
117,004060,SG세계물산,142507171840.0,277643593850,79334654692,198308939158,3971877873.0,0.7186119417766604,35.87904170184439
1068,192390,윈하이텍,42307877120.0,99799229662,48102258892,51696970770,1176880163.0,0.8183821312902044,35.94918025651181
1431,131760,파인텍,66751163115.0,97878597301,61906894524,35971702777,1849794285.0,1.8556575853195396,36.08572242669676
686,019440,세아특수강,136691500000.0,575170298782,260306290553,314864008229,3783376291.0,0.4341286918401437,36.129501663676834
1254,065060,지엔코,81248668476.0,241644310166,98911298465,142733011701,2239731138.0,0.5692352981817644,36.27608113202023
1258,035000,지투알,106694113960.0,444876810238,306536391499,138340418739,2940294098.0,0.771243248593128,36.286885054312684
143,089230,THE E&M,135811499553.0,122878508860,34388754059,88489754801,3740150018.0,1.5347708879792854,36.311778645077865
1086,078070,유비쿼스홀딩스,304755036400.0,320878137510,42811447586,278066689924,8388375164.0,1.095978221926885,36.33063977728405
359,033500,동성화인텍,355837979100.0,253588152982,137978923314,115609229668,9786105690.0,3.0779374633139174,36.361550791712325
59,046440,KG모빌리언스,360689526720.0,481487938951,204407572522,277080366429,9890089677.0,1.3017505764430417,36.469793348669555
860,042110,에스씨디,87959806480.0,159902092492,54462238188,105439854304,2410039530.0,0.8342178302560792,36.497246366743205
461,029480,릭스솔루션,77835135315.0,48998945216,26614187614,22384757602,2120384216.0,3.477148901895891,36.708033726940364
1148,079950,인베니아,50460000000.0,138450978892,96197347009,42253631883,1374497826.0,1.1942168696817204,36.71158953146281
1025,072470,우리산업홀딩스,144488158650.0,458184048931,232278358804,225905690127,3930327539.0,0.6395950388357701,36.76237087526867
298,016710,대성홀딩스,718394344350.0,1184194460035,588950520911,595243939124,19527566630.0,1.2068906495834903,36.78872836343767
761,108320,LX세미콘,1872020930000.0,833741055981,272461647070,561279408911,50819813863.0,3.335274553599096,36.83643814687303
1476,161580,필옵틱스,209054900500.0,305656599394,200907029981,104749569413,5674687338.0,1.995759043894028,36.83989760987956
1482,136480,하림,296856117090.0,788708207811,495738963072,292969244739,8040856979.0,1.0132671685536914,36.9184675048055
1147,041830,인바디,369462114000.0,179249823405,20491560844,158758262561,9994525478.0,2.3271992779464994,36.96644876370188
646,019770,서연탑메탈,89821500000.0,144428172577,72355760017,72072412560,2428195336.0,1.2462674247961931,36.99105202465474
1098,084370,유진테크,980806597600.0,334795035251,62979993939,271815041312,26474876126.0,3.608360276406454,37.046692605174684
1139,088290,이원컴포텍,186070427100.0,74926277467,32450506295,42475771172,5022436744.0,4.380625047313032,37.047838844817115
242,092730,네오팜,212570649900.0,141121324587,22581022273,118540302314,5732149465.0,1.7932352605017332,37.08393355720008
1102,191410,육일씨엔에쓰,33940954750.0,69146482419,53681903748,15464578671,913327751.0,2.194754572502378,37.161856423215156
175,012200,계양전기,144744000000.0,295681419140,99047031724,196634387416,3881135455.0,0.7361072592749476,37.294240739144726
1432,065690,파커스,39689360075.0,110353877702,38500564700,71853313002,1063927023.0,0.5523664590649462,37.30458877065293
232,003920,남양유업,316440000000.0,989373093674,137864800102,851508293572,8453130108.0,0.37162292180685985,37.43465390418193
896,072990,에이치시티,106683067750.0,84527182360,23539075000,60988107360,2844195638.0,1.749243784862387,37.50904696029212
527,208710,바이오로그디바이스,138795230200.0,98601819282,63896326415,34705492867,3697273086.0,3.999229480240996,37.53989142039804
631,101000,상상인인더스트리,72468299920.0,45543857264,17006131517,28537725747,1927240608.0,2.5393859539636985,37.6021030374636
1019,114630,폴라리스우노,69770180100.0,81779745387,8253442581,73526302806,1854461280.0,0.9489145712125554,37.62288318039188
377,163560,동일고무벨트,113007000000.0,292716314527,91261834409,201454480118,2995631523.0,0.5609555068410852,37.72393204316003
1011,067900,와이엔텍,216575942100.0,260625102992,97384013501,163241089491,5738159624.0,1.3267244342420326,37.7431016722096
1199,040420,정상제이엘에스,118835844160.0,103482172462,41857457150,61624715312,3148483193.0,1.9283796048118935,37.743839453933525
413,227100,에이치앤비디자인,48743990000.0,21480677275,19234809580,2245867695,1291007117.0,21.70385642418709,37.756561802129866
1570,180640,한진칼,3770746324500.0,3564263278889,1997443409943,1566819868946,99832557263.0,2.406624015456596,37.77070755150851
64,033180,KH 필룩스,425914772360.0,437627212847,50833708546,386793504301,11273950234.0,1.1011425156420314,37.778663513656944
388,016740,두올,138714722600.0,407553483304,226206432491,181347050813,3670331859.0,0.7649130326527269,37.79350966857626
1560,123840,한일진공,60765438152.0,153838843509,24146829294,129692014215,1605332834.0,0.46853646710478764,37.852236536264606
1484,172580,하이골드12호,35220150000.0,35113057517,5498300898,29614756619,928980088.0,1.1892770368878782,37.91270712359983
980,053280,예스24,237500000000.0,350945498987,181616844215,169328654772,6263259477.0,1.40259780791262,37.91955304935868
342,263600,덕우전자,120592446700.0,166889603714,65461836600,101427767114,3178831997.0,1.1889490435539196,37.93608684378673
439,277810,레인보우로보틱스,308989348100.0,35544344990,2164931808,33379413182,8102586024.0,9.25688376890412,38.13465814306299
554,288330,브릿지바이오테라퓨틱스,250520083500.0,64198606935,5376348813,58822258122,6562100560.0,4.258933463254847,38.176812624157655
1004,244460,올리패스,267305020200.0,62692606703,18756930234,43935676469,6994144334.0,6.08400829764404,38.218402056785465
247,002350,넥센타이어,731532398730.0,3478465046984,1911969279137,1566495767847,19103567329.0,0.46698651457923945,38.29297356517826
819,114810,아이원스,213971629860.0,214003369587,92468835527,121534534060,5571280182.0,1.760582961171884,38.406187244237216
58,016380,KG동부제철,1075095642750.0,2327716613276,1337087844191,990628769085,27940361042.0,1.085265920293248,38.47823015364455
270,060260,뉴보텍,40789175000.0,50568621684,30623138427,19945483257,1058366922.0,2.0450331774079613,38.53972960806498
1218,033050,제이엠아이,39909693950.0,78295696890,40829085909,37466610981,1034666211.0,1.06520693772487,38.57253046992563
203,204620,글로벌텍스프리,164486332125.0,126105374732,23705162583,102400212149,4255608925.0,1.606308509260313,38.65165597306383
144,161570,THE MIDONG,23140502550.0,25672862934,4408295958,21264566975,597402654.0,1.0882188467418814,38.735185381349176
745,065350,신성델타테크,432872181000.0,510348259341,326926343771,183421915570,11166292474.0,2.359980701623418,38.76597196499333
563,318410,비비씨,78051164150.0,87541784395,18912564623,68629219772,2013385665.0,1.1372876510807144,38.76612688111098
267,054050,농우바이오,189160619800.0,301268606001,62064673813,239203932188,4861221571.0,0.790792266957096,38.91215757957888
406,127120,디엔에이링크,52377845940.0,48876255916,12699476964,36176778952,1345178947.0,1.447830554773709,38.93745591009461
578,093190,빅솔론,110238925650.0,199915962455,21720992972,178194969483,2819643376.0,0.6186421870933732,39.09676187716585
1060,044340,위닉스,363724198750.0,406164529030,217065313979,189099215051,9280304289.0,1.923456946407227,39.193132835215806
1379,015890,태경산업,189110012500.0,541536332895,198031396664,343504936231,4819056057.0,0.550530698554001,39.24212755842612
313,290120,대유에이피,73289369590.0,173685160218,122092757577,51592402641,1865167040.0,1.4205457749269002,39.293729740152386
865,056190,에스에프에이,1265783790000.0,1816296695016,531971346221,1284325348795,32120500742.0,0.9855631917470161,39.40734922431926
1169,115310,인포바인,83972822900.0,93767655964,4423907964,89343748000,2120255305.0,0.9398847124703119,39.6050526094545
6,001460,BYC,271395217500.0,685624365710,226989026947,458635338763,6844849685.0,0.5917451067595199,39.64955112085855
1168,175140,인포마크,37498988320.0,46687312519,35093083753,11594228766,945602482.0,3.234280526701831,39.656186435432815
1593,012330,현대모비스,23935256235000.0,49267088000000,15693422000000,33573666000000,603333000000.0,0.7129175656599431,39.67171733520295
292,078140,대봉엘에스,92905532020.0,150605312902,20811311157,129794001745,2339612960.0,0.7157921843147036,39.70978687859551
425,131180,딜리,59580500000.0,63739220244,8124130619,55615089625,1499629564.0,1.0713009796754418,39.73014498399153
835,096610,알에프세미,47605053570.0,87376235298,51228131856,36148103442,1195364763.0,1.3169447090462931,39.824708778035145
1261,088790,진도,41450987520.0,126453222460,28264794839,98188427621,1038630662.0,0.42215756504419966,39.90926614873998
873,306040,에스제이그룹,221981130000.0,129522144136,42782535832,86739608304,5561648522.0,2.559166848229396,39.91282964428941
435,038390,레드캡투어,193692774000.0,474627427086,306003759133,168623667953,4848360832.0,1.1486689641574364,39.950156498582984
533,043150,바텍,589713963200.0,370240553878,127488625045,242751928833,14741002207.0,2.429286416116145,40.00501152628313
378,109860,동일금속,96250000000.0,145210304872,15456496322,129753808550,2401759134.0,0.7417894016028865,40.07479294549442
649,092190,서울바이오시스,548509420550.0,660388163173,412070060476,248318102697,13678414208.0,2.2088982421845262,40.10036632968733
206,053260,금강철강,106516800000.0,147871448732,35664105664,112207343068,2653688758.0,0.9492854664195068,40.13914581312026
1543,213500,한솔제지,330828006400.0,1814780926144,1183557357656,631223568488,8228443563.0,0.5241059157414673,40.20541720521733
75,093050,LF,558484000000.0,2399654470153,1005250757168,1394403712985,13864276337.0,0.400518153243047,40.282232294343224
854,238120,얼라인드,63339036880.0,29316730178,6325900606,22990829572,1571372645.0,2.7549696143691635,40.30809437948438
534,267790,배럴,72152325000.0,47005758453,8608906987,38396851466,1786014395.0,1.8791208717696581,40.39851257749801
1494,004590,한국가구,104850000000.0,162436813907,44109731016,118327082891,2594435162.0,0.886103142562766,40.41342082304079
85,051910,LG화학,55485581598000.0,44712807000000,25064731000000,19648076000000,1370970000000.0,2.8239702247690817,40.47176932974463
129,285130,SK케미칼,2044742904000.0,3692815234758,1338909564870,2353905669888,50502858149.0,0.8686596621763903,40.48766701415864
1234,044060,조광ILI,124796690090.0,139157182163,56752444246,82404737917,3082058390.0,1.514435859448982,40.4913451655924
922,173940,에프엔씨엔터,156577192000.0,118918672200,63763851520,55154820680,3840439935.0,2.838866849163329,40.77063947102196
1197,208140,정다운,95962980800.0,156085449062,83109504375,72975944687,2352007826.0,1.3149947042356676,40.800451316185374
1255,204840,지엘팜텍,57594396840.0,34128253382,21224132072,12904121310,1410452190.0,4.46325599832725,40.83399440855914
156,078890,가온미디어,245705163000.0,354857179809,187425774730,167431405079,6013810375.0,1.46749746789778,40.85681916766456
914,038870,에코바이오,94397381220.0,74758653538,4400228502,70358425036,2303862851.0,1.3416642167828527,40.97352460847505
22,004840,DRB동일,112205900000.0,791768183362,322925253817,468842929545,2731561640.0,0.23932514053031137,41.077564700315534
228,036800,나이스정보통신,330500000000.0,700868245027,457225708087,243642536940,8026201656.0,1.3564954796107287,41.17763472251338
434,217500,러셀,117863460000.0,54852076230,11477451125,43374625105,2861632108.0,2.7173366850936382,41.187495649947465
894,003800,에이스침대,530656500000.0,598922994945,86743776509,512179218436,12882754651.0,1.036075812721224,41.191229234409796
166,009450,경동나비엔,1005232848000.0,757090328207,387779711753,369310616454,24382640357.0,2.7219170075637624,41.22739921853493
1274,096240,청담러닝,286621227100.0,219426853101,113756895061,105669958040,6932785848.0,2.7124192383184558,41.34286467000646
501,009580,무림P&P,267560109960.0,1446686303800,859770157428,586916146372,6467511253.0,0.45587450884408737,41.36987157709086
1051,008370,원풍,58800000000.0,92554845144,13965178304,78589666840,1420959120.0,0.7481899639517545,41.380500798643666
1619,064240,홈캐스트,99615215560.0,94463123315,14682935707,79780187608,2406071920.0,1.2486209740375571,41.4015951609626
345,261200,덴티스,143741848600.0,96330121618,65443849909,30886271709,3471070959.0,4.653907404373278,41.41138291261305
863,031330,에스에이엠티,491475754305.0,545750299337,287677434963,258072864374,11861952666.0,1.9044069414161724,41.43295527672442
508,007120,미래아이앤지,68497114292.0,94802200805,3822851984,90979348821,1650399246.0,0.7528863987229307,41.50336014634849
817,101390,아이엠,62352211424.0,83667627135,60267277050,23400350085,1502325051.0,2.6645845552528193,41.50380863481987
944,198080,엔피디,77849693775.0,208067386389,121896439489,86170946900,1874502552.0,0.9034331938506295,41.53085504841713
213,036190,금화피에스시,203700000000.0,309367747298,54335017064,255032730234,4897991177.0,0.7987210104879452,41.58847834527245
46,234080,JW생명과학,241476948500.0,218538648525,89153348228,129385300297,5794462306.0,1.8663399006355208,41.673745681278746
201,014530,극동유화,148892423400.0,301201755394,128103484590,173098270804,3571739127.0,0.8601612408282899,41.68625370046517
119,009160,SIMPAC,458660907160.0,803238047177,336611903799,466626143378,10998325306.0,0.9829301544051131,41.702795143710034
622,010960,삼호개발,128750000000.0,311234914767,101466725298,209768189469,3081447586.0,0.6137727570892104,41.78231055590637
256,090350,노루페인트,213000000000.0,683769617927,349193418153,334576199774,5077247564.0,0.6366262757000574,41.951864138015864
959,058630,엠게임,205210708500.0,63596965634,12256921762,51340043872,4874344607.0,3.99708868600945,42.1001642365004
1358,317690,퀀타매트릭스,188139958600.0,57613957483,4429425520,53184531963,4458277596.0,3.537493922685778,42.20014446134996
750,006880,신송홀딩스,64467276100.0,196007413319,104827068596,91180344723,1526848757.0,0.7070304054656453,42.22243742508414
1009,122990,와이솔,293144186400.0,408301156377,68556022632,339745133745,6939802303.0,0.8628355707959104,42.24099961367444
229,001260,남광토건,144484844700.0,249077093008,179356419839,69720673169,3418717232.0,2.0723386354829763,42.26288250680336
831,053800,안랩,737019728000.0,301617092028,74681924169,226935167859,17425998232.0,3.2477105023137143,42.29426160772722
1100,263050,유틸렉스,400918635600.0,96721202466,46789797131,49931405335,9472433329.0,8.029388175841536,42.32477777094313
52,024120,KB오토시스,74520000000.0,148739116959,45788713844,102950403115,1756917196.0,0.7238436931301568,42.41520327176535
895,088800,에이스테크,620875134200.0,361392558099,303433289781,57959268318,14616109919.0,10.712266600632347,42.47882217914237
196,043650,국순당,149831170560.0,248314108836,24606122832,223707986004,3522440861.0,0.6697622791048727,42.53617774507187
164,053950,경남제약,121299868250.0,124013090786,62866413747,61146677039,2850729585.0,1.983752415076189,42.55046458571763
1010,232140,와이아이케이,422533552500.0,348807631831,123437008541,225370623290,9929707557.0,1.8748386383805524,42.552466935658416
420,263020,디케이앤디,68393809620.0,68401034834,12818275239,55582759595,1602873805.0,1.2304860377272888,42.66949113938511
1286,050110,캠시스,135098135940.0,335597312990,207222630092,128374682898,3155832560.0,1.0523736681580909,42.80903164900485
1232,064800,젬백스링크,127551983925.0,199623653571,47648855542,151974798029,2972212610.0,0.8392969464625338,42.91482496771992
1045,074600,원익QnC,644056000000.0,762984407994,441166629787,321817778207,14985215516.0,2.0013064647588537,42.97942857827631
