,0,1,2,3,4,5,6,7,8,C/M,Max/Current
458,000210,DL,61000.0,273824.768985851,186571.4602268371,27776.28240683897,82000.0,2.275261710083379,8.334947952345571e-05,0.4395098794869422,3.3393264510469636
160,096300,베트남개발1,227.0,709.5635775863243,409.0126126971652,75.07320687401156,231.0,1.7706173709833992,0.0088655286339622,0.5647747595769949,3.071703799074997
894,326030,SK바이오팜,104000.0,217000.0,163008.57142857142,22416.606265293634,110500.0,1.4751906916612798,0.009580183615708211,0.6778784638844584,1.9638009049773755
62,000215,DL우,37000.0,127559.50809998132,74430.03469468882,14454.755631678876,41000.0,1.815366699870459,0.010368577365413157,0.5508528938375691,3.1112075146336906
675,000155,두산우,25800.0,92604.18555212085,69583.0435453413,14766.781848528939,38600.0,1.8026695219000335,0.017945588993186143,0.5547328491724811,2.399072164562716
135,019685,대교우B,2175.0,6000.0,4410.290120230005,888.8201519675127,2610.0,1.6897663295900405,0.021408895460081137,0.5917978021509123,2.2988505747126435
558,003920,남양유업,255000.0,963000.0,658005.7531380753,181874.41820164846,297500.0,2.2117840441615977,0.023730189266784496,0.4521237064891937,3.2369747899159664
560,019680,대교,3075.0,11000.0,7087.57060669456,1542.4437769523988,4140.0,1.7119735764962707,0.028003933931626205,0.5841211650279103,2.657004830917874
414,000810,삼성화재,126000.0,328000.0,258981.17154811716,37430.08359062421,188000.0,1.3775594231282828,0.028955772853841027,0.7259214979845386,1.7446808510638299
461,000150,두산,26050.0,192080.106827501,123282.48450723288,39480.86697139695,48450.0,2.5445301239882947,0.02901896117747733,0.39299986688017696,3.9645016889061093
596,002960,한국쉘석유,206000.0,595000.0,389605.910041841,82256.90061766077,249500.0,1.5615467336346331,0.044258549866338724,0.6403906962633227,2.3847695390781563
582,017940,E1,22400.0,77400.0,60157.74058577406,10606.604072090566,42150.0,1.4272299071358021,0.044774109103557745,0.7006579633738359,1.8362989323843417
594,005720,넥센,2985.0,9264.9385662929,6930.122841465503,1365.228470144568,4625.0,1.498404938695244,0.04566224077835664,0.6673763374477151,2.003229960279546
525,071320,지역난방공사,26000.0,105000.0,62989.14748953975,15108.227947252008,37950.0,1.65979308272832,0.04872753738076392,0.6024847376494838,2.766798418972332
589,078520,에이블씨엔씨,5790.0,21617.331544587025,12670.335333146573,3025.0572680429414,7820.0,1.6202474850571065,0.05442469862210019,0.617189663444998,2.7643646476453996
70,000850,화천기공,23950.0,79400.0,50631.96549921589,11565.71993070667,32200.0,1.5724212887955245,0.05550474498381262,0.6359618806522268,2.4658385093167703
550,029530,신도리코,19500.0,76900.0,52487.26464435147,14219.130865544339,30300.0,1.7322529585594544,0.05933491108429937,0.5772828933896597,2.537953795379538
20,035000,지투알,3400.0,11600.0,8013.280188186095,1490.514875135984,5690.0,1.408309347660122,0.05953253701741379,0.7100712649969129,2.038664323374341
691,015360,예스코홀딩스,26300.0,48800.0,37856.30230125523,2511.419919939704,34050.0,1.1117856769825325,0.06481055214119819,0.8994539331663932,1.433186490455213
442,021240,코웨이,48250.0,118091.42196249007,86399.15529397986,12795.57604097834,67200.0,1.285701715684224,0.06674860195824764,0.7777853819443808,1.757312826822769
309,008500,일정실업,8560.0,32350.0,22632.73392577104,5464.7428709109145,14550.0,1.5555143591595217,0.06956088457898472,0.6428741683492538,2.223367697594502
531,002270,롯데푸드,211500.0,1438556.9049449142,735363.9444203814,246678.57500528722,376500.0,1.9531578869067237,0.07286459044753807,0.5119913790398843,3.8208682734260666
53,009770,삼정펄프,18000.0,49400.0,37647.99821586974,5722.957117291477,29500.0,1.2762033293515165,0.07726099519828378,0.7835741977793891,1.6745762711864407
454,002380,KCC,107000.0,863006.2484871666,436208.79452045413,163118.14528428507,204500.0,2.133050339953321,0.07773155768852141,0.46881218941222164,4.220079454704971
674,007660,이수페타시스,1785.0,8230.0,4940.716527196652,1056.9173277788345,3455.0,1.430019255339118,0.07990551175336863,0.6992912831532871,2.38205499276411
214,000157,두산2우B,25800.0,126378.64514164011,73097.84719125424,11429.31680112761,57100.0,1.2801724551883404,0.08079854031387584,0.7811447558859395,2.213286254669704
294,002355,넥센타이어1우B,1730.0,8000.0,4727.203567681007,1273.8044665119917,2950.0,1.602441887349494,0.08147876537374682,0.6240475913008251,2.711864406779661
455,005830,DB손해보험,23800.0,83800.0,58799.686192468616,10398.583378031202,44500.0,1.3213412627521037,0.08454136614252444,0.7568067600622638,1.8831460674157303
583,008060,대덕,4833.881505688231,29117.25666012101,13629.524270622649,5027.451874368146,6800.0,2.0043418045033308,0.08716102806749537,0.49891690017800966,4.281949508841325
142,069640,한세엠케이,1925.0,19646.483041479638,9711.586578298684,4495.764741663734,3680.0,2.6390180919289903,0.08986038801511315,0.3789288156296988,5.33871821779338
495,057050,현대홈쇼핑,45050.0,189500.0,117128.24267782427,29152.817463091193,78300.0,1.495890711083324,0.09144875146094927,0.668498034375653,2.420178799489144
535,093050,LF,8940.0,36900.0,25068.97489539749,6224.879513367039,16850.0,1.4877729908247768,0.09336029460703299,0.6721455532309603,2.1899109792284865
608,037710,광주신세계,119000.0,365000.0,230986.66317991633,52380.43328036699,162000.0,1.4258435998760268,0.09391408881311869,0.7013391932235395,2.253086419753086
505,002350,넥센타이어,3890.0,17250.652586622724,11644.074637040207,3054.335203030018,7650.0,1.522101259743818,0.0954919581161614,0.6569865136096846,2.254987266225193
43,007980,태평양물산,1129.8912860872513,6000.880501010321,3184.3765876511015,955.7595067647904,1935.0,1.6456726551168483,0.0955710193282886,0.6076542603358726,3.101230233080269
