,0,1,2,3,4,5,6,7,8,C/M
336,043200,파루,1403.4900085075724,4759.954343700099,2522.230242520331,466.4999590825729,1500.0,1.6814868283468873,0.014215906807631793,0.5947117652911534
54,016250,SGC이테크건설,49350.0,279755.1257348789,179493.6165135115,60876.79639789384,52900.0,3.39307403617224,0.018785468784550542,0.29471800182942953
154,014100,메디앙스,4195.0,15950.0,10526.913669560425,2155.096609532784,6700.0,1.571181144710511,0.03788703299997898,0.6364638497391396
214,069410,엔텔스,4890.0,18650.0,11894.187946884576,2314.4986757522834,7900.0,1.5055934109980476,0.042198460004463534,0.6641899417832248
189,046070,코다코,974.0,3840.0,2416.8734006748155,807.9467855026403,1115.0,2.167599462488624,0.0535533001056048,0.46133984497850844
438,006620,동구바이오제약,10900.0,43850.0,22407.58575197889,6665.828381216278,11700.0,1.9151782693999053,0.05409962971173278,0.522144604488091
310,060560,홈센타홀딩스,896.0,3085.3531287699507,1521.2160385855634,376.1714178922762,933.0,1.6304566329963166,0.05894502059501563,0.613325113813229
184,040420,정상제이엘에스,5440.0,8160.0,7136.82328907048,595.9886533116947,6270.0,1.1382493284003956,0.07291367722218972,0.8785421392739321
173,026040,제이에스티나,1390.0,11150.0,5377.374872318693,2315.31227127558,2060.0,2.6103761516110158,0.07595778155737787,0.3830865522514223
179,049520,유아이엘,3485.0,8200.0,5272.4479207051045,1180.2654661864365,3600.0,1.464568866862529,0.07824000778550029,0.6827947955375079
206,099440,스맥,1082.5093818502783,3853.9137125512157,2627.952807851073,620.5536997402024,1750.0,1.5016873187720416,0.0785651237911711,0.6659175898333609
381,225190,삼양옵틱스,7497.993599334172,19717.221358011237,13529.451659542307,3103.5861252996824,9240.0,1.4642263700803362,0.08347122750562957,0.682954507877859
222,076610,해성옵틱스,792.1549589597273,3706.162491716418,1974.430299342569,603.3564600977943,1190.0,1.659185125497957,0.09678148430705469,0.6027054996047403
304,037950,엘컴텍,1225.0,3015.0,1953.9325842696628,355.6940557545809,1500.0,1.3026217228464418,0.10094448577834486,0.7676825761932146
365,255440,야스,7510.0,31141.713891867053,19482.090513066454,5023.619792693675,13250.0,1.4703464538163362,0.10738458227348424,0.6801118181395035
2,086900,메디톡스,104900.0,807677.760613265,413811.7014839088,172831.45576759093,199800.0,2.071129637056601,0.10780830915723111,0.48282829916004505
65,014620,성광벤드,4095.0,14150.0,9801.348314606741,1963.8158960147991,7390.0,1.3262988247099785,0.10974428356789245,0.7539778980190756
476,021045,대호피앤씨우,1000.0,2880.0,1561.0572012257405,247.32356872105737,1265.0,1.2340373132219293,0.11564469694161728,0.8103482684726243
358,016100,리더스코스메틱,2128.0709659937515,24407.733263803435,10620.490865135756,5985.651273251388,3480.0,3.0518651911309647,0.1164474819014562,0.32766847071296046
77,007820,에스엠코어,6200.0,18318.907318608126,11195.340732232384,3241.1182393729705,7370.0,1.5190421617683016,0.11894972856967412,0.6583095750521566
17,102940,코오롱생명과학,11200.0,127177.65928437564,55553.97190738384,30959.031582464973,19050.0,2.916218997762931,0.11917803621660467,0.34290977487188473
320,234920,자이글,1650.0,13050.0,6518.804902962206,2277.836430794913,3910.0,1.6672135301693622,0.12604255854517726,0.5998031937147343
445,227610,아우딘퓨쳐스,1165.0,13850.0,5447.74600268847,2924.201814838577,2100.0,2.5941647631849856,0.12613752297245828,0.3854805269855913
61,014200,광림,1425.0,6808.929324109788,2866.3991788423396,1142.635223950178,1640.0,1.74780437734289,0.1415665418113347,0.5721464100692184
356,067080,대화제약,5815.028244071839,33431.51759849382,18505.839520771555,5825.45038263846,12350.0,1.4984485441920288,0.14532088871614302,0.6673569165094055
295,064240,홈캐스트,1985.0,18498.30731491116,6640.4153403125965,3543.9287010566723,2935.0,2.2624924498509698,0.14788046725871262,0.4419904252347317
166,039980,리노스,731.200363350501,3721.7434222071774,1824.1884676916504,628.4622379685972,1170.0,1.559135442471496,0.1489528109597839,0.6413810967024322
