,Code,Name,IP
383,079980,휴비스,0.30434782608695654
380,002780,진흥기업,0.30434782608695654
301,001360,삼성제약,0.30434782608695654
433,002150,도화엔지니어링,0.30434782608695654
418,077500,유니퀘스트,0.30434782608695654
413,00088K,한화3우B,0.30434782608695654
311,002270,롯데푸드,0.30434782608695654
409,322000,현대에너지솔루션,0.30434782608695654
284,002320,한진,0.30434782608695654
401,009580,무림P&P,0.30434782608695654
455,012610,경인양행,0.30434782608695654
399,900140,엘브이엠씨홀딩스,0.30434782608695654
460,004710,한솔테크닉스,0.30434782608695654
321,071055,한국금융지주우,0.30434782608695654
472,015020,이스타코,0.30434782608695654
479,023800,인지컨트롤스,0.30434782608695654
265,097230,한진중공업,0.30434782608695654
391,004690,삼천리,0.30434782608695654
496,004140,동방,0.30434782608695654
499,028100,동아지질,0.30434782608695654
505,001250,GS글로벌,0.30434782608695654
509,010955,S-Oil우,0.30434782608695654
252,012630,HDC,0.30434782608695654
388,002390,한독,0.30434782608695654
520,016880,웅진,0.30434782608695654
524,004310,현대약품,0.30434782608695654
332,009290,광동제약,0.30434782608695654
387,082740,HSD엔진,0.30434782608695654
1,000660,SK하이닉스,0.30434782608695654
534,074610,이엔플러스,0.30434782608695654
382,031440,신세계푸드,0.30434782608695654
225,003470,유안타증권,0.30434782608695654
624,002795,아모레G우,0.30434782608695654
905,014915,성문전자우,0.30434782608695654
0,005930,삼성전자,0.30434782608695654
664,024900,덕양산업,0.30434782608695654
40,326030,SK바이오팜,0.30434782608695654
861,008500,일정실업,0.30434782608695654
859,000087,하이트진로2우B,0.30434782608695654
675,021050,서원,0.30434782608695654
828,001210,금호전기,0.30434782608695654
677,023350,한국종합기술,0.30434782608695654
688,000910,유니온,0.30434782608695654
822,014910,성문전자,0.30434782608695654
61,071050,한국금융지주,0.30434782608695654
814,003475,유안타증권우,0.30434782608695654
67,271560,오리온,0.30434782608695654
692,034590,인천도시가스,0.30434782608695654
877,005965,동부건설우,0.30434782608695654
709,155660,DSR,0.30434782608695654
119,004170,신세계,0.30434782608695654
716,005800,신영와코루,0.30434782608695654
718,085310,엔케이,0.30434782608695654
789,084670,동양고속,0.30434782608695654
720,010100,한국프랜지,0.30434782608695654
82,000120,CJ대한통운,0.30434782608695654
725,000157,두산2우B,0.30434782608695654
728,000650,천일고속,0.30434782608695654
732,008420,문배철강,0.30434782608695654
83,016360,삼성증권,0.30434782608695654
766,001560,제일연마,0.30434782608695654
625,006370,대구백화점,0.30434782608695654
758,007120,미래아이앤지,0.30434782608695654
714,004870,티웨이홀딩스,0.30434782608695654
26,090430,아모레퍼시픽,0.30434782608695654
135,073240,금호타이어,0.30434782608695654
647,019440,세아특수강,0.30434782608695654
149,111770,영원무역,0.30434782608695654
150,000240,한국앤컴퍼니,0.30434782608695654
151,052690,한전기술,0.30434782608695654
20,034730,SK,0.30434782608695654
894,000227,유유제약2우B,0.30434782608695654
634,002720,국제약품,0.30434782608695654
636,027740,마니커,0.30434782608695654
639,009200,무림페이퍼,0.30434782608695654
650,001045,CJ우,0.30434782608695654
651,267290,경동도시가스,0.30434782608695654
630,008260,NI스틸,0.30434782608695654
144,069960,현대백화점,0.30434782608695654
880,000995,DB하이텍1우,0.30434782608695654
366,136490,선진,0.34782608695652173
79,003410,쌍용C&E,0.34782608695652173
9,068270,셀트리온,0.34782608695652173
424,00279K,아모레G3우(전환),0.34782608695652173
902,001525,동양우,0.34782608695652173
358,001500,현대차증권,0.34782608695652173
419,005950,이수화학,0.34782608695652173
435,092220,KEC,0.34782608695652173
302,084010,대한제강,0.34782608695652173
27,018260,삼성에스디에스,0.34782608695652173
436,007210,벽산,0.34782608695652173
12,012330,현대모비스,0.34782608695652173
456,229640,LS전선아시아,0.34782608695652173
92,005940,NH투자증권,0.34782608695652173
452,001340,백광산업,0.34782608695652173
763,009770,삼정펄프,0.34782608695652173
285,027410,BGF,0.34782608695652173
764,000850,화천기공,0.34782608695652173
75,078930,GS,0.34782608695652173
287,000400,롯데손해보험,0.34782608695652173
448,000540,흥국화재,0.34782608695652173
446,016610,DB금융투자,0.34782608695652173
360,001780,알루코,0.34782608695652173
767,001140,국보,0.34782608695652173
438,037710,광주신세계,0.34782608695652173
437,102260,동성케미컬,0.34782608695652173
449,001130,대한제분,0.34782608695652173
793,025560,미래산업,0.34782608695652173
897,011155,CJ씨푸드1우,0.34782608695652173
799,078935,GS우,0.34782608695652173
50,024110,기업은행,0.34782608695652173
394,00104K,CJ4우(전환),0.34782608695652173
346,003545,대신증권우,0.34782608695652173
328,009410,태영건설,0.34782608695652173
22,003550,LG,0.34782608695652173
863,007815,코리아써우,0.34782608695652173
324,183190,아세아시멘트,0.34782608695652173
41,009540,한국조선해양,0.34782608695652173
39,034020,두산중공업,0.34782608695652173
866,000885,한화우,0.34782608695652173
867,000725,현대건설우,0.34782608695652173
33,010950,S-Oil,0.34782608695652173
32,033780,KT&G,0.34782608695652173
875,26490K,크라운제과우,0.34782608695652173
885,004415,서울식품우,0.34782608695652173
355,006840,AK홀딩스,0.34782608695652173
56,161390,한국타이어앤테크놀로지,0.34782608695652173
322,339770,교촌에프앤비,0.34782608695652173
898,000545,흥국화재우,0.34782608695652173
342,016800,퍼시스,0.34782608695652173
802,33626L,두산퓨얼셀2우B,0.34782608695652173
804,004100,태양금속,0.34782608695652173
352,002020,코오롱,0.34782608695652173
895,001065,JW중외제약우,0.34782608695652173
373,033240,자화전자,0.34782608695652173
811,006880,신송홀딩스,0.34782608695652173
406,004830,덕성,0.34782608695652173
317,060980,한라홀딩스,0.34782608695652173
60,035250,강원랜드,0.34782608695652173
889,005745,크라운해태홀딩스우,0.34782608695652173
398,002960,한국쉘석유,0.34782608695652173
759,006805,미래에셋증권우,0.34782608695652173
407,036530,SNT홀딩스,0.34782608695652173
278,009970,영원무역홀딩스,0.34782608695652173
164,005250,녹십자홀딩스,0.34782608695652173
470,004360,세방,0.34782608695652173
201,005690,파미셀,0.34782608695652173
203,365550,ESR켄달스퀘어리츠,0.34782608695652173
204,002840,미원상사,0.34782608695652173
205,003520,영진약품,0.34782608695652173
571,000700,유수홀딩스,0.34782608695652173
208,241590,화승엔터프라이즈,0.34782608695652173
209,001800,오리온홀딩스,0.34782608695652173
210,020000,한섬,0.34782608695652173
565,044820,코스맥스비티아이,0.34782608695652173
212,005440,현대그린푸드,0.34782608695652173
667,013870,지엠비코리아,0.34782608695652173
214,002350,넥센타이어,0.34782608695652173
215,114090,GKL,0.34782608695652173
672,001290,상상인증권,0.34782608695652173
558,017180,명문제약,0.34782608695652173
556,117580,대성에너지,0.34782608695652173
676,030790,비케이탑스,0.34782608695652173
573,034300,신세계건설,0.34782608695652173
549,004090,한국석유,0.34782608695652173
143,294870,HDC현대산업개발,0.34782608695652173
576,004440,삼일씨엔에스,0.34782608695652173
621,010960,삼호개발,0.34782608695652173
618,013570,디와이,0.34782608695652173
644,004410,서울식품,0.34782608695652173
613,214420,토니모리,0.34782608695652173
178,004490,세방전지,0.34782608695652173
656,002700,신일전자,0.34782608695652173
182,192820,코스맥스,0.34782608695652173
4,005935,삼성전자우,0.34782608695652173
588,093240,형지엘리트,0.34782608695652173
152,051600,한전KPS,0.34782608695652173
906,002785,진흥기업우B,0.34782608695652173
586,002460,화성산업,0.34782608695652173
581,282690,동아타이어,0.34782608695652173
909,000547,흥국화재2우B,0.34782608695652173
193,009420,한올바이오파마,0.34782608695652173
145,007310,오뚜기,0.34782608695652173
195,005880,대한해운,0.34782608695652173
575,008600,윌비스,0.34782608695652173
95,039490,키움증권,0.34782608695652173
223,089590,제주항공,0.34782608695652173
541,012030,DB,0.34782608695652173
255,085620,미래에셋생명,0.34782608695652173
258,018250,애경산업,0.34782608695652173
907,001529,동양3우B,0.34782608695652173
494,033920,무학,0.34782608695652173
738,002920,유성기업,0.34782608695652173
740,017370,우신시스템,0.34782608695652173
491,036580,팜스코,0.34782608695652173
112,026960,동서,0.34782608695652173
101,023530,롯데쇼핑,0.34782608695652173
746,090080,평화산업,0.34782608695652173
269,033660,우리금융캐피탈,0.34782608695652173
98,047040,대우건설,0.34782608695652173
752,123700,SJM,0.34782608695652173
475,003560,IHQ,0.34782608695652173
273,003230,삼양식품,0.34782608695652173
275,015350,부산가스,0.34782608695652173
486,011760,현대코퍼레이션,0.34782608695652173
543,012690,모나리자,0.34782608695652173
113,007070,GS리테일,0.34782608695652173
249,001880,DL건설,0.34782608695652173
540,001750,한양증권,0.34782608695652173
229,272450,진에어,0.34782608695652173
691,012280,영화금속,0.34782608695652173
536,006340,대원전선,0.34782608695652173
232,090435,아모레퍼시픽우,0.34782608695652173
535,014790,한라,0.34782608695652173
234,082640,동양생명,0.34782608695652173
128,001440,대한전선,0.34782608695652173
719,006980,우성사료,0.34782608695652173
700,002070,비비안,0.34782608695652173
530,011500,한농화성,0.34782608695652173
242,383800,LX홀딩스,0.34782608695652173
243,348950,제이알글로벌리츠,0.34782608695652173
908,002787,진흥기업2우B,0.34782608695652173
523,017550,수산중공업,0.34782608695652173
519,001070,대한방직,0.34782608695652173
744,069730,DSR제강,0.34782608695652173
77,010140,삼성중공업,0.35294117647058826
912,137310,에스디바이오센서,0.36363636363636365
915,267850,아시아나IDT,0.36363636363636365
914,298690,에어부산,0.36363636363636365
916,042670,두산인프라코어,0.375
359,084690,대상홀딩스,0.391304347826087
500,003200,일신방직,0.391304347826087
89,008770,호텔신라,0.391304347826087
94,010620,현대미포조선,0.391304347826087
256,005610,SPC삼립,0.391304347826087
506,004540,깨끗한나라,0.391304347826087
757,001020,페이퍼코리아,0.391304347826087
254,005090,SGC에너지,0.391304347826087
755,009310,참엔지니어링,0.391304347826087
754,003010,혜인,0.391304347826087
87,042660,대우조선해양,0.391304347826087
511,014280,금강공업,0.391304347826087
251,017810,풀무원,0.391304347826087
747,118000,우리들휴브레인,0.391304347826087
516,006220,제주은행,0.391304347826087
739,120115,코오롱인더우,0.391304347826087
104,272210,한화시스템,0.391304347826087
247,034120,SBS,0.391304347826087
736,041650,상신브레이크,0.391304347826087
522,008700,아남전자,0.391304347826087
246,353200,대덕전자,0.391304347826087
749,012320,경동인베스트,0.391304347826087
735,350520,이지스레지던스리츠,0.391304347826087
765,014990,인디에프,0.391304347826087
771,008870,금비,0.391304347826087
66,241560,두산밥캣,0.391304347826087
70,028670,팬오션,0.391304347826087
468,008060,대덕,0.391304347826087
469,214330,금호에이치티,0.391304347826087
276,006390,한일현대시멘트,0.391304347826087
471,083420,그린케미칼,0.391304347826087
274,298040,효성중공업,0.391304347826087
798,006570,대림통상,0.391304347826087
72,139480,이마트,0.391304347826087
259,115390,락앤락,0.391304347826087
74,180640,한진칼,0.391304347826087
788,002690,동일제강,0.391304347826087
482,078520,에이블씨엔씨,0.391304347826087
81,128940,한미약품,0.391304347826087
177,032350,롯데관광개발,0.391304347826087
784,003535,한화투자증권우,0.391304347826087
778,000215,DL우,0.391304347826087
488,035150,백산,0.391304347826087
777,092780,동양피스톤,0.391304347826087
493,000430,대원강업,0.391304347826087
78,004990,롯데지주,0.391304347826087
462,015860,일진홀딩스,0.391304347826087
733,004910,조광페인트,0.391304347826087
731,005010,휴스틸,0.391304347826087
665,163560,동일고무벨트,0.391304347826087
199,192080,더블유게임즈,0.391304347826087
142,001230,동국제강,0.391304347826087
194,018670,SK가스,0.391304347826087
652,025820,이구산업,0.391304347826087
582,014530,극동유화,0.391304347826087
155,016380,KG동부제철,0.391304347826087
156,005850,에스엘,0.391304347826087
646,058850,KTcs,0.391304347826087
670,007980,태평양물산,0.391304347826087
187,001120,LX인터내셔널,0.391304347826087
163,051905,LG생활건강우,0.391304347826087
626,009460,한창제지,0.391304347826087
593,010600,웰바이오텍,0.391304347826087
594,007660,이수페타시스,0.391304347826087
596,009190,대양금속,0.391304347826087
175,003000,부광약품,0.391304347826087
601,37550K,DL이앤씨우,0.391304347826087
603,047400,유니온머티리얼,0.391304347826087
180,161890,한국콜마,0.391304347826087
632,023000,삼원강재,0.391304347826087
106,204320,만도,0.391304347826087
671,334890,이지스밸류리츠,0.391304347826087
211,025540,한국단자,0.391304347826087
529,33626K,두산퓨얼셀1우,0.391304347826087
730,014440,영보화학,0.391304347826087
237,280360,롯데제과,0.391304347826087
723,058860,KTis,0.391304347826087
715,002200,한국수출포장,0.391304347826087
708,111110,호전실업,0.391304347826087
544,089470,HDC현대EP,0.391304347826087
707,005870,휴니드,0.391304347826087
546,144620,코오롱머티리얼,0.391304347826087
673,145210,세화아이엠씨,0.391304347826087
547,011090,에넥스,0.391304347826087
551,007280,한국특강,0.391304347826087
699,024890,대원화성,0.391304347826087
553,005320,국동,0.391304347826087
127,000080,하이트진로,0.391304347826087
555,000300,대유플러스,0.391304347826087
218,006120,SK디스커버리,0.391304347826087
689,000520,삼일제약,0.391304347826087
216,003530,한화투자증권,0.391304347826087
680,015230,대창단조,0.391304347826087
125,003090,대웅,0.391304347826087
809,019490,하이트론,0.391304347826087
485,194370,제이에스코퍼레이션,0.391304347826087
608,000890,보해양조,0.391304347826087
51,004020,현대제철,0.391304347826087
853,153360,하이골드3호,0.391304347826087
850,000225,유유제약1우,0.391304347826087
415,011280,태림포장,0.391304347826087
308,003920,남양유업,0.391304347826087
305,000370,한화손해보험,0.391304347826087
55,000720,현대건설,0.391304347826087
411,010690,화신,0.391304347826087
422,025000,KPX케미칼,0.391304347826087
57,011790,SKC,0.391304347826087
842,005030,부산주공,0.391304347826087
429,096760,JW홀딩스,0.391304347826087
16,028260,삼성물산,0.391304347826087
900,00781K,코리아써키트2우B,0.391304347826087
341,001725,신영증권우,0.391304347826087
834,001420,태원물산,0.391304347826087
18,017670,SK텔레콤,0.391304347826087
375,272550,삼양패키징,0.391304347826087
410,003220,대원제약,0.391304347826087
44,034220,LG디스플레이,0.391304347826087
28,086790,하나금융지주,0.391304347826087
320,071320,지역난방공사,0.391304347826087
883,084695,대상홀딩스우,0.391304347826087
873,00806K,대덕1우,0.391304347826087
23,032830,삼성생명,0.391304347826087
402,029460,케이씨,0.391304347826087
403,003570,SNT중공업,0.391304347826087
49,086280,현대글로비스,0.391304347826087
886,004105,태양금속우,0.391304347826087
865,009415,태영건설우,0.391304347826087
333,104700,한국철강,0.391304347826087
864,000075,삼양홀딩스우,0.391304347826087
386,249420,일동제약,0.391304347826087
314,000815,삼성화재우,0.391304347826087
385,213500,한솔제지,0.391304347826087
42,011170,롯데케미칼,0.391304347826087
887,004545,깨끗한나라우,0.391304347826087
300,011930,신성이엔지,0.391304347826087
17,105560,KB금융,0.391304347826087
62,267250,현대중공업지주,0.391304347826087
821,006125,SK디스커버리우,0.391304347826087
445,138490,코오롱플라스틱,0.391304347826087
299,123890,한국자산신탁,0.391304347826087
289,005180,빙그레,0.391304347826087
10,000270,기아,0.391304347826087
286,286940,롯데정보통신,0.391304347826087
443,009155,삼성전기우,0.391304347826087
451,004960,한신공영,0.391304347826087
453,004980,성신양회,0.391304347826087
454,019175,신풍제약우,0.391304347826087
356,293940,신한알파리츠,0.391304347826087
815,005305,롯데칠성우,0.391304347826087
281,001060,JW중외제약,0.391304347826087
64,002790,아모레G,0.391304347826087
283,008490,서흥,0.391304347826087
349,000020,동화약품,0.391304347826087
24,015760,한국전력,0.391304347826087
826,051630,진양화학,0.391304347826087
297,034830,한국토지신탁,0.391304347826087
827,018500,동원금속,0.391304347826087
439,003030,세아제강지주,0.391304347826087
13,051900,LG생활건강,0.391304347826087
345,019680,대교,0.391304347826087
348,001200,유진투자증권,0.391304347826087
296,226320,잇츠한불,0.391304347826087
663,016090,대현,0.43478260869565216
896,000145,하이트진로홀딩스우,0.43478260869565216
14,096770,SK이노베이션,0.43478260869565216
611,264900,크라운제과,0.43478260869565216
683,004770,써니전자,0.43478260869565216
159,000210,DL,0.43478260869565216
133,000880,한화,0.43478260869565216
2,035720,카카오,0.43478260869565216
610,003460,유화증권,0.43478260869565216
693,075180,새론오토모티브,0.43478260869565216
694,078000,텔코웨어,0.43478260869565216
679,053690,한미글로벌,0.43478260869565216
674,010820,퍼스텍,0.43478260869565216
627,002880,대유에이텍,0.43478260869565216
653,134790,시디즈,0.43478260869565216
661,002760,보락,0.43478260869565216
3,035420,NAVER,0.43478260869565216
616,001260,남광토건,0.43478260869565216
668,129260,인터지스,0.43478260869565216
666,000500,가온전선,0.43478260869565216
174,330590,롯데리츠,0.43478260869565216
619,000220,유유제약,0.43478260869565216
654,091090,세원이앤씨,0.43478260869565216
903,016385,KG동부제철우,0.43478260869565216
890,002995,금호건설우,0.43478260869565216
893,003075,코오롱글로벌우,0.43478260869565216
620,004840,DRB동일,0.43478260869565216
19,055550,신한지주,0.43478260869565216
695,012160,영흥,0.43478260869565216
643,032560,황금에스티,0.43478260869565216
810,011420,갤럭시아에스엠,0.43478260869565216
879,004985,성신양회우,0.43478260869565216
837,030720,동원수산,0.43478260869565216
91,006360,GS건설,0.43478260869565216
833,003495,대한항공우,0.43478260869565216
768,133820,화인베스틸,0.43478260869565216
770,023150,MH에탄올,0.43478260869565216
829,004835,덕성우,0.43478260869565216
772,090370,메타랩스,0.43478260869565216
773,000590,CS홀딩스,0.43478260869565216
776,014130,한익스프레스,0.43478260869565216
58,006800,미래에셋증권,0.43478260869565216
96,036460,한국가스공사,0.43478260869565216
59,021240,코웨이,0.43478260869565216
819,004920,씨아이테크,0.43478260869565216
73,000100,유한양행,0.43478260869565216
796,001275,부국증권우,0.43478260869565216
797,008775,호텔신라우,0.43478260869565216
816,005820,원림,0.43478260869565216
71,019170,신풍제약,0.43478260869565216
800,010400,우진아이엔에스,0.43478260869565216
801,044380,주연테크,0.43478260869565216
808,003925,남양유업우,0.43478260869565216
63,011070,LG이노텍,0.43478260869565216
786,071090,하이스틸,0.43478260869565216
881,001745,SK네트웍스우,0.43478260869565216
839,155900,바다로19호,0.43478260869565216
841,001465,BYC우,0.43478260869565216
25,011200,HMM,0.43478260869565216
29,009150,삼성전기,0.43478260869565216
123,011210,현대위아,0.43478260869565216
706,000040,KR모터스,0.43478260869565216
37,003490,대한항공,0.43478260869565216
38,000810,삼성화재,0.43478260869565216
122,000990,DB하이텍,0.43478260869565216
710,005360,모나미,0.43478260869565216
712,003720,삼영화학,0.43478260869565216
120,010060,OCI,0.43478260869565216
840,010640,진양폴리,0.43478260869565216
115,030000,제일기획,0.43478260869565216
65,008930,한미사이언스,0.43478260869565216
726,014710,사조씨푸드,0.43478260869565216
729,006090,사조오양,0.43478260869565216
734,003080,성보화학,0.43478260869565216
849,172580,하이골드12호,0.43478260869565216
848,35320K,대덕전자1우,0.43478260869565216
742,026940,부국철강,0.43478260869565216
845,015260,에이엔피,0.43478260869565216
99,336260,두산퓨얼셀,0.43478260869565216
844,001770,SHD,0.43478260869565216
724,003610,방림,0.43478260869565216
109,282330,BGF리테일,0.43478260869565216
458,005720,넥센,0.43478260869565216
542,005945,NH투자증권우,0.43478260869565216
294,081000,일진다이아,0.43478260869565216
400,004700,조광피혁,0.43478260869565216
512,009070,KCTC,0.43478260869565216
510,092200,디아이씨,0.43478260869565216
397,161000,애경유화,0.43478260869565216
325,020120,키다리스튜디오,0.43478260869565216
395,122900,아이마켓코리아,0.43478260869565216
504,200880,서연이화,0.43478260869565216
206,079160,CJ CGV,0.43478260869565216
503,003160,디아이,0.43478260869565216
202,057050,현대홈쇼핑,0.43478260869565216
231,079550,LIG넥스원,0.43478260869565216
442,007160,사조산업,0.43478260869565216
501,055490,테이팩스,0.43478260869565216
390,001940,KISCO홀딩스,0.43478260869565216
498,094280,효성ITX,0.43478260869565216
497,000155,두산우,0.43478260869565216
316,126560,현대퓨처넷,0.43478260869565216
560,000860,강남제비스코,0.43478260869565216
315,017960,한국카본,0.43478260869565216
431,306200,세아제강,0.43478260869565216
537,102280,쌍방울,0.43478260869565216
230,000070,삼양홀딩스,0.43478260869565216
539,02826K,삼성물산우B,0.43478260869565216
420,006490,인스코비,0.43478260869565216
303,002240,고려제강,0.43478260869565216
306,024720,한국콜마홀딩스,0.43478260869565216
277,00680K,미래에셋증권2우B,0.43478260869565216
226,001680,대상,0.43478260869565216
495,090350,노루페인트,0.43478260869565216
240,192400,쿠쿠홀딩스,0.43478260869565216
241,102460,이연제약,0.43478260869565216
309,001390,KG케미칼,0.43478260869565216
552,006890,태경케미컬,0.43478260869565216
312,001520,동양,0.43478260869565216
521,012800,대창,0.43478260869565216
557,006380,카프로,0.43478260869565216
217,284740,쿠쿠홈시스,0.43478260869565216
518,002170,삼양통상,0.43478260869565216
528,000970,한국주철관,0.43478260869565216
290,003070,코오롱글로벌,0.43478260869565216
392,017940,E1,0.43478260869565216
427,063160,종근당바이오,0.43478260869565216
368,007340,디티알오토모티브,0.43478260869565216
282,271980,제일약품,0.43478260869565216
481,033530,세종공업,0.43478260869565216
280,068400,SK렌터카,0.43478260869565216
483,001570,금양,0.43478260869565216
369,130660,한전산업,0.43478260869565216
372,079430,현대리바트,0.43478260869565216
595,004060,SG세계물산,0.43478260869565216
478,097955,CJ제일제당 우,0.43478260869565216
183,005300,롯데칠성,0.43478260869565216
465,101530,해태제과식품,0.43478260869565216
597,005740,크라운해태홀딩스,0.43478260869565216
379,084680,이월드,0.43478260869565216
337,033180,KH 필룩스,0.43478260869565216
605,003480,한진중공업홀딩스,0.43478260869565216
266,006405,삼성SDI우,0.43478260869565216
490,001270,부국증권,0.43478260869565216
68,028050,삼성엔지니어링,0.4782608695652174
794,006200,한국전자홀딩스,0.4782608695652174
457,101060,SBS미디어홀딩스,0.4782608695652174
105,047810,한국항공우주,0.4782608695652174
476,004380,삼익THK,0.4782608695652174
233,268280,미원에스씨,0.4782608695652174
238,108670,LX하우시스,0.4782608695652174
474,095570,AJ네트웍스,0.4782608695652174
473,002030,아세아,0.4782608695652174
430,214390,경보제약,0.4782608695652174
805,072130,유엔젤,0.4782608695652174
838,011230,삼화전자,0.4782608695652174
526,308170,센트랄모텍,0.4782608695652174
807,088790,진도,0.4782608695652174
464,007700,F&F홀딩스,0.4782608695652174
279,145990,삼양사,0.4782608695652174
531,244920,에이플러스에셋,0.4782608695652174
727,002140,고려산업,0.4782608695652174
803,000950,전방,0.4782608695652174
239,049770,동원F&B,0.4782608695652174
831,003465,유화증권우,0.4782608695652174
