,Code,Name,Close,Stocks,Marcap,Assets,Liabilities,Equity,Profit,P/E
1427,033830,티비씨,1640.0,100000000.0,164000000000.0,121188950269,6699455152,114489495117,1368221584,1.4324458312302264
1052,018620,우진비앤지,2215.0,28889293.0,63989783995.0,76179798517,31512913382,44666885135,99696961,1.4326000974009938
1199,008500,일정실업,28600.0,1200000.0,34320000000.0,44562308283,20652902653,23909405630,651021991,1.4354183676125118
1595,086960,한컴MDS,20100.0,8848608.0,177857020800.0,181722080288,57824576443,123897503845,3109057095,1.435517385584339
1661,090710,휴림로봇,791.0,125349907.0,99151776437.0,107198113067,38231502789,68966610278,5684253739,1.4376779725337452
901,317830,에스피시스템스,5730.0,8145700.0,46674861000.0,68626880702,36191028483,32435852219,49525588,1.4389898154937084
148,002710,TCC스틸,8170.0,23500000.0,191995000000.0,341138129431,207730759732,133407369699,5901153112,1.4391633718076309
526,107590,미원홀딩스,142500.0,2320000.0,330600000000.0,404213217934,175190823440,229022394494,11572089141,1.4435269560883977
765,009270,신원,2885.0,95568813.0,275716025505.0,446531631414,256444198413,190087433001,344935356,1.4504695084369388
1237,126880,제이엔케이히터,6620.0,23204903.0,153616457860.0,189936673024,84162802870,105773870154,2541213387,1.452310080328386
1356,005420,코스모화학,15300.0,27860157.0,426260402100.0,680505761452,387847175448,292658586004,3724916312,1.4565108371506106
580,200780,비씨월드제약,16750.0,8892384.0,148947432000.0,198431639865,96504075593,101927564272,1590677722,1.4613066942571549
1378,284740,쿠쿠홈시스,40150.0,22437330.0,900858799500.0,795766183246,180352736255,615413446991,46699631668,1.463826966902747
237,008350,남선알미늄,2870.0,110179090.0,316213988300.0,323435273298,107535640417,215899632881,14635711594,1.4646342102595953
175,011040,경동제약,12550.0,30768766.0,386148013300.0,294010810525,31299098423,262711712102,1878368220,1.4698545801797935
1457,032800,판타지오,109.0,646808660.0,70502143940.0,56499485834,8558449093,47941036741,2246036987,1.470601153681463
1241,025620,제이준코스메틱,1110.0,74422604.0,82609090440.0,87751590129,31614306179,56137283950,8188811376,1.4715548139731474
1127,214320,이노션,57700.0,20000000.0,1154000000000.0,1947671165048,1164781688389,782889476659,22537170942,1.4740267105450482
1359,045970,코아시아,8950.0,26314876.0,235518140200.0,343253807110,183627569880,159626237230,25693074,1.4754350179955062
332,010170,대한광통신,2960.0,73741625.0,218275210000.0,271767858798,124251133491,147516725307,108584607,1.4796641502564751
935,073540,에프알텍,3535.0,11400000.0,40299000000.0,54864206069,27670643284,27193562785,243393014,1.4819315997177456
1109,056090,유앤아이,4880.0,9276924.0,45271389120.0,66162915819,35626607863,30536307956,516597269,1.4825429840841235
988,143540,영우디에스피,1995.0,44599895.0,88976790525.0,86249548264,26239482214,60010066050,1241526058,1.4826977602535067
613,005930,삼성전자,70200.0,5969782550.0,419078735010000.0,384777669000000,102453403000000,282324266000000,9634486000000,1.4843879378402423
325,003310,대주산업,2260.0,35392350.0,79986711000.0,86014847926,32227966878,53786881048,507923294,1.4871044656524885
1677,238490,힘스,9680.0,11312236.0,109502444480.0,94338517925,20819960948,73518556977,387990389,1.489453125613679
816,227610,아우딘퓨쳐스,1390.0,22178848.0,30828598720.0,52351882155,31660098321,20691783834,2825385041,1.4898956497575404
1450,049120,파인디앤씨,2125.0,28065269.0,59638696625.0,91222919088,51215335379,40007583709,3011665653,1.4906847926330486
1110,072130,유엔젤,5280.0,13195454.0,69671997120.0,58616856771,11882258227,46734598544,12949270295,1.4908012327185125
230,051490,나라엠앤디,8860.0,14200000.0,125812000000.0,225393779105,141120940952,84272838153,877457146,1.4929128145842714
89,079550,LIG넥스원,47450.0,22000000.0,1043900000000.0,2783834251573,2084709047024,699125204549,22447021092,1.493151717614603
1357,071950,코아스,1195.0,30907210.0,36934115950.0,74321601273,49611209984,24710391289,144048491,1.49467952644042
1073,076080,웰크론한텍,4530.0,20816746.0,94299859380.0,142889581246,80066366902,62823214344,1485032611,1.5010352520907937
1265,044380,주연테크,1200.0,54612089.0,65534506800.0,61216481649,17557383807,43659097842,1374294019,1.5010504119248174
1332,042040,케이피엠테크,1325.0,145677729.0,193022990925.0,168049861376,39675646890,128374214486,489061063,1.5035962766965973
1310,078340,컴투스,125000.0,12866420.0,1608302500000.0,1172036712272,108014164656,1064022547616,10471635402,1.5115304686009603
895,039440,에스티아이,16750.0,15830000.0,265152500000.0,227661877763,52324721986,175337155777,2109975689,1.512243647531447
170,053950,경남제약,6050.0,20049565.0,121299868250.0,130484336799,50434573799,80049763000,3597506968,1.515305776108294
560,000890,보해양조,956.0,138014479.0,131941841924.0,146319591404,59384224610,86935366794,553835510,1.517700411118599
798,013990,아가방컴퍼니,6160.0,32887536.0,202587221760.0,182647352296,49374680446,133272671850,3096815110,1.5200957476714683
1059,053080,원방테크,15600.0,12999807.0,202796989200.0,223461946483,90385098948,133076847535,730467378,1.5239088763856026
399,034020,두산중공업,26500.0,518707291.0,13745743211500.0,29238928358442,20218938990207,9019989368235,202027801605,1.5239201123570414
807,036010,아비코전자,11800.0,13292934.0,156856621200.0,139616101426,36971375177,102644726249,2111028857,1.5281508064962874
419,127120,디엔에이링크,3195.0,16393692.0,52377845940.0,47181402606,12995888524,34185514082,2064620215,1.5321649343743222
1672,069260,휴켐스,26050.0,40878588.0,1064887217400.0,893340939831,198564544216,694776395615,26372759726,1.532704945247005
1191,039290,인포뱅크,10450.0,8693978.0,90852070100.0,79167306623,19893525775,59273780848,1267251688,1.5327530790212027
238,004270,남성,3245.0,36212160.0,117508459200.0,196656787288,120009353674,76647433614,1347808716,1.5331036364737012
1120,008730,율촌화학,21050.0,24800000.0,522040000000.0,657654627070,317199655852,340454971218,1714181148,1.5333598981749852
1139,088260,이리츠코크렙,6020.0,63341590.0,381316371800.0,705401922690,457216399528,248185523162,3464583629,1.5364166569502142
797,260930,씨티케이,14050.0,19341591.0,271749353550.0,209355744161,32809218455,176546525706,2395042406,1.5392506449123768
1288,010640,진양폴리,4130.0,10000000.0,41300000000.0,44980644052,18351180004,26629464048,517392998,1.5509136768789693
953,031860,엔에스엔,1205.0,57693009.0,69520075845.0,77607320035,32788281948,44819038087,2233354053,1.5511282439853316
628,000520,삼일제약,8000.0,13537283.0,108298264000.0,227733156440,158341522748,69391633692,1153280437,1.5606818608809532
558,250000,보라티알,13250.0,6750733.0,89447212250.0,91071481475,33758950588,57312530887,1562646797,1.5606920662142492
404,223250,드림씨아이에스,10400.0,5659054.0,58854161600.0,54134711153,16538145333,37596565820,131791641,1.5654132316705303
1134,258610,이더블유케이,5280.0,17633573.0,93105265440.0,131608481072,72450817854,59157663218,3080678842,1.5738496143247036
831,101390,아이엠,928.0,67189883.0,62352211424.0,75091223180,35565556119,39525667061,339599393,1.5775119323798323
1676,037440,희림,6620.0,13922475.0,92166784500.0,164351914305,105979622150,58372292155,953464712,1.578947495418942
1125,067920,이글루시큐리티,7250.0,10996119.0,79721862750.0,63069752792,12638143094,50431609698,1940578248,1.5807915556810312
1216,049630,재영솔루텍,1095.0,80823116.0,88501312020.0,163577056035,107604388362,55972667673,591819139,1.581152296278548
772,004080,신흥,16050.0,9500000.0,152475000000.0,133078165618,36681339982,96396825636,3715240395,1.5817429567209447
576,082800,비보존 헬스케어,1240.0,169906834.0,210684474160.0,248697097672,115602549115,133094548557,1222006163,1.5829684719939585
492,054180,메디콕스,1060.0,80496729.0,85326532740.0,102191675892,48292550826,53899125066,5521717470,1.5830782528569218
786,066790,씨씨에스,805.0,56005065.0,45084077325.0,33235807763,4829305140,28406502623,1648216151,1.5871041191989825
1538,025770,한국정보통신,9130.0,37444271.0,341866194230.0,358166454000,142799239000,215367215000,4114808000,1.5873641409626809
204,002720,국제약품,5890.0,19276090.0,113536170100.0,145432834643,74119922685,71312911958,127446022,1.5920843362400843
209,204620,글로벌텍스프리,3375.0,48736691.0,164486332125.0,124679073376,21419853491,103259219885,4184855317,1.592945717662682
482,204320,만도,64200.0,46957120.0,3014647104000.0,5506593204867,3614777618542,1891815586325,80430694565,1.5935205977746425
1138,065440,이루온,2150.0,27275020.0,58641293000.0,57616699414,20838373975,36778325439,436549617,1.5944525015762776
825,052860,아이앤씨,3930.0,17862854.0,70201016220.0,59482243872,15495392709,43986851163,2153238570,1.5959545719665045
574,121800,비덴트,16650.0,45673805.0,760468853250.0,622266078533,146373419788,475892658745,40194032228,1.597983997600362
149,089230,THE E&M,783.0,173450191.0,135811499553.0,127182051424,42232598783,84949452641,4410208161,1.5987330739721795
732,050960,수산아이앤티,19600.0,6751000.0,132319600000.0,97071132392,14372279724,82698852668,245369254,1.6000173609566963
719,032680,소프트센,2210.0,35775801.0,79064520210.0,67337482084,17969898082,49367584002,2875889732,1.6015472867134213
1596,054920,한컴위드,7820.0,28217081.0,220657573420.0,215027694894,77372757220,137654937674,2357688711,1.6029760875165278
744,013810,스페코,5870.0,14655470.0,86027608900.0,91871472432,38323715517,53547756915,2331974012,1.606558590989301
506,100030,모바일리더,18550.0,3283714.0,60912894700.0,55926759289,18015747802,37911011487,952745810,1.6067335666020817
351,090410,덕신하우징,2630.0,46084095.0,121201169850.0,143605522237,68251328568,75354193669,1825392051,1.6084197036516232
750,131090,시큐브,1295.0,42000000.0,54390000000.0,37011217250,3196654973,33814562277,492889958,1.6084786061830825
661,043710,서울리거,1375.0,39111384.0,53778153000.0,55176070699,21762822540,33413248159,7002810985,1.6094859363594864
1286,036890,진성티이씨,11200.0,22482268.0,251801401600.0,313297801300,156899837858,156397963442,3341430515,1.6100043508135593
226,187790,나노,2225.0,27067695.0,60225621375.0,73786588995,36413298180,37373290815,10053503285,1.6114615561450125
1064,014190,원익큐브,4115.0,35399906.0,145670613190.0,150751516520,60561445804,90190070716,3235995847,1.6151513357684681
233,089600,나스미디어,34500.0,9604910.0,331369395000.0,423677014569,218523616483,205153398086,6452989082,1.61522742538776
1657,298000,효성화학,255000.0,3190126.0,813482130000.0,2650372784849,2147100745756,503272039093,46825006348,1.6163865003628308
340,003490,대한항공,30100.0,347820825.0,10469406832500.0,26323551315065,19851733784446,6471817530619,116822275843,1.617691905398737
481,038290,마크로젠,29000.0,10715551.0,310750979000.0,274515644276,82517569355,191998074921,1738602860,1.6185109102154402
366,004140,동방,5050.0,39971766.0,201857418300.0,526821049507,402383764557,124437284950,6004642129,1.6221618655623038
906,078520,에이블씨엔씨,7670.0,27033459.0,207346630530.0,232989373877,105169103844,127820270033,26966162739,1.6221733100428304
827,069920,아이에스이커머스,4000.0,25826362.0,103305448000.0,87225314351,23614632091,63610682260,27488543712,1.6240267252244371
92,229640,LS전선아시아,8350.0,30624879.0,255717739650.0,524753220493,367546805235,157206415258,4969083329,1.6266367961531831
138,950180,SNK,18700.0,21061800.0,393855660000.0,270528835983,28467277498,242061558484,700031777,1.627088838337928
1421,214420,토니모리,6580.0,18383721.0,120964884180.0,208289999387,134053368282,74236631105,2146373504,1.62945007578412
431,033130,디지틀조선,3485.0,37115267.0,129346705495.0,86778013178,7411399080,79366614098,786200751,1.6297369739785772
1225,123330,제닉,5190.0,7000000.0,36330000000.0,49850428299,27574756019,22275672280,626449748,1.6309272080923252
1169,277410,인산가,2250.0,31863399.0,71692647750.0,72733364836,28782783488,43950581348,1679290766,1.6312104539036416
564,011390,부산산업,121000.0,1056000.0,127776000000.0,143404865571,65115643240,78289222331,3143721557,1.6321020466875278
701,100700,세운메디칼,4045.0,43800000.0,177171000000.0,116320922818,7830426546,108490496272,2979173948,1.6330554849321448
1150,066980,이엔코퍼레이션,4440.0,38580273.0,171296412120.0,204339110194,99540714234,104798395960,13650770206,1.6345327669459875
1242,036420,제이콘텐트리,62000.0,17640846.0,1093732452000.0,1894459593072,1227041458313,667418134759,32050374970,1.638751473834224
1513,126700,하이비젼시스템,17500.0,14942112.0,261486960000.0,270512469749,111140185291,159372284458,19092269636,1.6407304500232014
1093,203450,유니온커뮤니티,3970.0,14679007.0,58275657790.0,57011728721,21579494813,35432233908,569387456,1.6447074136311326
648,263810,상신전자,4375.0,14244718.0,62320641250.0,65606328921,27781782545,37824546376,426657625,1.6476242868980706
475,277070,린드먼아시아,6320.0,13657000.0,86312240000.0,71024000417,18658698395,52365302022,3038274230,1.648271597168255
1131,088390,이녹스,27800.0,9350844.0,259953463200.0,243532682919,86220691111,157311991808,7486841599,1.6524707380049855
619,003230,삼양식품,80500.0,7533015.0,606407707500.0,611163254926,245480982842,365682272084,10830926422,1.658291237483625
1291,085660,차바이오텍,19700.0,56260532.0,1108332480400.0,1353926235684,686341673597,667584562087,24730927284,1.66021286791764
377,041930,동아화성,14250.0,15800000.0,225150000000.0,256215864825,120973005121,135242859704,3027432258,1.6647828986519195
833,114810,아이원스,8390.0,25503174.0,213971629860.0,219001599579,90694203379,128307396200,6917869603,1.6676484458189014
803,052710,아모텍,30750.0,9743406.0,299609734500.0,422389563321,242880718042,179508845279,5474871132,1.6690527646943207
48,082740,HSD엔진,8600.0,46721246.0,401802715600.0,747581449446,507176162290,240405287156,2971999764,1.671355569394231
1153,123570,이엠넷,6350.0,22276078.0,141453095300.0,114283083505,29668327119,84614756386,18976631070,1.671730810814037
1170,060150,인선이엔티,11750.0,46563612.0,547122441000.0,478819699238,151603418411,327216280827,8565068819,1.6720514016515728
1509,153360,하이골드3호,2345.0,16149790.0,37871257550.0,28468106121,5834729814,22633376307,214691178,1.6732482611658457
1418,091440,텔레필드,3070.0,9175875.0,28169936250.0,46014049706,29210034236,16804015470,219484433,1.676381237585233
690,080470,성창오토텍,10250.0,7300000.0,74825000000.0,119177456652,74848319547,44329137105,304837249,1.6879417215536165
144,011810,STX,4300.0,28621454.0,123072252200.0,612927000000,540103000000,72824000000,7182000000,1.689995773371416
856,018250,애경산업,21800.0,26409935.0,575736583000.0,429523407495,90255386828,339268020667,3154804005,1.696996321280454
1171,033230,인성정보,3060.0,39215380.0,119999062800.0,177817433024,107229325759,70588107265,1159991483,1.6999898063494279
911,072990,에이치시티,15250.0,6995611.0,106683067750.0,87909270457,25160301886,62748968571,2868697009,1.7001565153901914
1148,093230,이아이디,368.0,835583205.0,307494619440.0,300636638693,120330101968,180306536725,23764604549,1.7053991775627346
442,069540,라이트론,3835.0,26061956.0,99947601260.0,70144985315,11584464379,58560520936,649503441,1.7067403032365676
1594,005110,한창,1050.0,66790269.0,70129782450.0,127578657068,86507610557,41071046511,2321293417,1.7075236305755501
1614,064350,현대로템,21500.0,109142293.0,2346559299500.0,4127414559000,2756175403000,1371239156000,14328899000,1.711269175207246
1491,053160,프리엠스,16200.0,6000000.0,97200000000.0,63661602596,6877122873,56784479723,472111250,1.7117353275780756
480,098120,마이크로컨텍솔,7560.0,8312766.0,62844510960.0,45476615200,8796785285,36679829915,599462513,1.7133261278918883
408,187870,디바이스이엔지,27000.0,7036609.0,189988443000.0,159659091953,48854615047,110804476906,0,1.7146278589553292
610,018260,삼성에스디에스,157000.0,77377800.0,12148314600000.0,9918291459973,2834225380370,7084066079603,164760038787,1.7148787805605572
940,083500,에프엔에스테크,12250.0,8385722.0,102725094500.0,88270470636,28399208278,59871262358,453952691,1.7157663034688606
1461,004720,팜젠사이언스,12000.0,14712933.0,176555196000.0,195379945980,92571158676,102808787304,6935785158,1.7173162005883396
1297,066360,체리부로,1535.0,46872374.0,71949094090.0,261471413201,219594092616,41877320585,7245947970,1.7180921101187019
1497,057880,피에이치씨,1065.0,118807375.0,126529854375.0,80088681325,6480280179,73608401146,4016861343,1.7189594177440688
319,006340,대원전선,2040.0,71016967.0,144874612680.0,226776122877,142525916025,84250206852,2531328127,1.7195757505319507
490,133750,메가엠디,4795.0,23407077.0,112236934215.0,111759774142,46724786214,65034987928,3609752132,1.7257931121515253
1137,054210,이랜텍,10500.0,25291210.0,265557705000.0,447484501089,293644097756,153840403333,135458635,1.7261896045941771
591,238200,비피도,10900.0,8180000.0,89162000000.0,54713700220,3129428556,51584271664,179704053,1.7284725968560106
965,061970,엘비세미콘,12600.0,43784592.0,551685859200.0,659716023007,340917121843,318798901164,11637036371,1.7305136786409303
760,031430,신세계인터내셔날,164000.0,7140000.0,1170960000000.0,1135739562733,459192052388,676547510345,19077289361,1.7307875383398843
47,036640,HRS,9640.0,16354800.0,157660272000.0,107401975905,16450466732,90951509173,9338077451,1.7334541607232974
249,092730,네오팜,25900.0,8207361.0,212570649900.0,138736099682,16161210461,122574889221,4134812685,1.7342104182263587
1013,241790,오션브릿지,14300.0,10002634.0,143037666200.0,93438797450,11019409099,82419388351,2371081084,1.7354856552786406
683,014910,성문전자,2555.0,19486857.0,49788919635.0,43353359228,14670111034,28683248194,1279759971,1.7358187363666473
1040,215360,우리산업,23850.0,9132163.0,217802087550.0,258272105369,132869321165,125402784204,2891186905,1.7368201904966374
601,014970,삼륭물산,7310.0,15125000.0,110563750000.0,116593547997,52986950948,63606597049,139598101,1.7382434390386594
320,003220,대원제약,17050.0,21224823.0,361883232150.0,391153962243,183256395578,207897566665,2940273793,1.7406804608402557
33,130500,GH신소재,5370.0,14545052.0,78106929240.0,90792818953,45928476328,44864342625,225251027,1.740957844693261
313,003090,대웅,32550.0,58141980.0,1892521449000.0,1852593462977,767322341151,1085271121826,27590267334,1.7438236500901065
403,203650,드림시큐리티,4400.0,50605754.0,222665317600.0,311351389144,184106824229,127244564915,3374408296,1.7499004200984265
108,010950,S-Oil,100500.0,112582792.0,11314570596000.0,18009989000000,11572073000000,6437916000000,410737000000,1.7574896280100578
486,093520,매커스,7650.0,16163092.0,123647653800.0,147715510045,77381057295,70334452750,10802951152,1.7579955337037865
1443,043200,파루,1095.0,41804315.0,45775724925.0,63797389386,37821769714,25975619672,232949711,1.7622572821368803
784,049960,쎌바이오텍,18800.0,9400000.0,176720000000.0,106311202464,6228950028,100082252436,806653167,1.7657476295610737
167,035250,강원랜드,26650.0,213940500.0,5701514325000.0,3660718858133,434361532412,3226357325721,20907619786,1.7671676598083792
331,131220,대한과학,8530.0,7454490.0,63586799700.0,47516359239,11577664424,35938694815,1308651375,1.7693129933438847
334,001070,대한방직,46300.0,5300000.0,245390000000.0,230799323261,92498034252,138301289009,1494365023,1.7743146268436527
1416,089030,테크윙,20450.0,19388368.0,396492125600.0,489361559984,266573609383,222787950601,12953920662,1.7796838856428725
918,224110,에이텍티앤,26150.0,5340000.0,139641000000.0,105089018341,26748151840,78340866501,1270166056,1.7824796461527206
996,250930,예선테크,2110.0,33000440.0,69630928400.0,73027422700,33986896721,39040525979,13163079,1.7835550790851193
85,011070,LG이노텍,214500.0,23667107.0,5076594451500.0,6549493318159,3705227415941,2844265902218,147287376746,1.7848522698040283
512,118990,모트렉스,5460.0,40788772.0,222706695120.0,437572123584,312851925302,124720198282,11368396782,1.7856505857731764
904,200710,에이디테크놀로지,21150.0,13329832.0,281925946800.0,231253379150,73378614138,157874765012,3748032721,1.7857568736749723
1192,071200,인피니트헬스케어,7160.0,24396458.0,174678639280.0,127923558397,30149990617,97773567780,3288536868,1.7865630072234233
864,129890,앱코,15250.0,9833482.0,149960600500.0,125219234349,41453664273,83765570076,118238529,1.7902415081034087
1565,009180,한솔로지스틱스,4835.0,27477425.0,132853349875.0,199053535307,124980678811,74072856496,16219447957,1.7935497044342308
544,032980,바이온,1170.0,66900777.0,78273909090.0,59771373446,16170128117,43601245329,1771555925,1.7952218680767489
1588,051600,한전KPS,43200.0,45000000.0,1944000000000.0,1385154992641,305647034897,1079507957744,32086461032,1.8008204442166882
877,031330,에스에이엠티,4915.0,99995067.0,491475754305.0,547234709528,274333008025,272901701503,14861813673,1.8009259436573986
445,171010,램테크놀러지,6400.0,11606968.0,74284595200.0,68526957103,27301721265,41225235838,872135661,1.8019204424181128
1574,011700,한신기계,4650.0,32446151.0,150874602150.0,94755127135,11229475632,83525651503,1315349425,1.8063265528025365
547,267790,배럴,9150.0,7885500.0,72152325000.0,55775508132,15831845668,39943662464,1258980620,1.8063522608881617
410,003160,디아이,8620.0,31496785.0,271502286700.0,256806384120,106868454015,149937930105,8939787617,1.8107645377648587
917,071670,에이테크솔루션,13700.0,10000000.0,137000000000.0,186436931614,111263123420,75173808194,953853642,1.822443259046369
822,099190,아이센스,31600.0,13737238.0,434096720800.0,324146136381,86310035230,237836101151,8939334700,1.8251927217911965
1219,040420,정상제이엘에스,7580.0,15677552.0,118835844160.0,102965500141,37869668008,65095832133,3618306024,1.825552270646169
77,000040,KR모터스,997.0,96137368.0,95848955896.0,175866324911,123434535819,52431789092,1393239568,1.8280695272064358
1674,189980,흥국에프엔비,3445.0,38387127.0,132243652515.0,119984297498,47644909663,72339387835,1987636231,1.8281002434888796
169,063080,게임빌,85600.0,6595192.0,564548435200.0,500424095837,192608074398,307816021439,738153743,1.8340450005194961
1453,131760,파인텍,1555.0,42926793.0,66751163115.0,93047997108,56779222805,36268774303,375438777,1.8404582012433386
1343,290510,코리아센터,7330.0,76200637.0,558550669210.0,469495496599,166433712855,303061783744,4033343447,1.8430257431660027
1155,091120,이엠텍,24950.0,15887936.0,396404003200.0,319347607792,104610769624,214736838168,3755719088,1.8459990683567398
1525,222980,한국맥널티,6700.0,10534795.0,70583126500.0,68780076110,30649700594,38130375516,1229089038,1.8510996953172518
262,251270,넷마블,123000.0,85953502.0,10572280746000.0,8014871485795,2308039319483,5706832166312,48144655476,1.8525655631523963
1645,241590,화승엔터프라이즈,17200.0,60570805.0,1041817846000.0,1233422966820,673233647900,560189318920,10225533245,1.859760282485466
1268,000440,중앙에너비스,17800.0,6227130.0,110842914000.0,63927536753,4435526255,59492010498,256345790,1.8631562973271227
603,009620,삼보산업,1870.0,43393098.0,81145093260.0,326107881235,282629397399,43478483836,2233087552,1.8663275740266776
487,067280,멀티캠퍼스,39650.0,5926779.0,234996787350.0,206323593754,80531095957,125792497797,0,1.8681303850825068
420,092070,디엔에프,18800.0,11571858.0,217550930400.0,159547605490,43119870018,116427735472,2006716513,1.868549014700362
1029,155650,와이엠씨,8680.0,19974358.0,173377427440.0,112076632320,19635365679,92441266641,2731882901,1.875541451777369
51,234080,JW생명과학,15250.0,15834554.0,241476948500.0,219496220657,91120461505,128375759152,5186368405,1.8810167129300903
1092,047400,유니온머티리얼,3680.0,42000000.0,154560000000.0,175669241985,93552174083,82117067902,1627821308,1.8821909250882498
1321,105330,케이엔더블유,9850.0,12135382.0,119533512700.0,158918256565,95416135288,63502121277,2716211435,1.8823546410140815
50,950170,JTC,4820.0,35005517.0,168726591940.0,335418068407,245830434846,89587633560,25364238977,1.8833692244700029
1366,033290,코웰패션,8880.0,88500234.0,785882077920.0,527869916328,111269479947,416600436381,20581009614,1.886416838030566
1388,110790,크리스에프앤씨,41850.0,11715480.0,490292838000.0,350498400843,90673525793,259824875050,20019982439,1.8870126961694849
160,052220,iMBC,4615.0,23000000.0,106145000000.0,70580172570,14331535519,56248637051,309993237,1.8870679462643607
1062,074600,원익QnC,24500.0,26288000.0,644056000000.0,761526528541,421055691986,340470836555,17100484568,1.8916627530180798
28,079190,EMW,1750.0,31784197.0,55622344750.0,55392230039,25990918293,29401311746,463877911,1.8918320798243748
382,008970,동양철관,1365.0,118885290.0,162278420850.0,141587465818,55891292762,85696173056,2673697358,1.8936483983241081
1625,017800,현대엘리베이,47000.0,40815191.0,1918313977000.0,2739526614896,1729236262781,1010290352115,3556532732,1.8987749145422315
1414,095610,테스,26650.0,19768226.0,526823222900.0,327582138614,50257795072,277324343542,20752961661,1.8996645450283527
1644,378850,화승알앤에이,5720.0,18993623.0,108643523560.0,410312535220,353153788262,57158746958,2408327500,1.9007331220859476
1024,082210,옵트론텍,8310.0,24383997.0,202631015070.0,299688838397,193095502312,106593336085,2140223613,1.900972635929298
1231,137950,제이씨케미칼,9290.0,22267814.0,206867992060.0,279613610245,170837425340,108776184905,7205211541,1.9017764986027847
406,192650,드림텍,9960.0,65343271.0,650818979160.0,654818010438,312684079133,342133931305,10419231839,1.9022345333524329
943,205100,엑셈,4490.0,35132273.0,157743905770.0,95076949113,12181984198,82894964915,2676010215,1.9029371196640188
708,075580,세진중공업,6400.0,56849456.0,363836518400.0,490022676693,298851754582,191170922111,9527680633,1.903200101680447
753,290520,신도기연,15350.0,8061280.0,123740648000.0,82402188168,17572250931,64829937237,946823313,1.9086960943312197
1665,200670,휴메딕스,26500.0,9971194.0,264236641000.0,202794401439,64441130179,138353271260,3165153876,1.9098691241165815
1074,196700,웹스,5400.0,14364144.0,77566377600.0,69062322099,28449797214,40612524885,619779805,1.9099127133720437
612,009150,삼성전기,164000.0,74693696.0,12249766144000.0,9760162267971,3352456213227,6407706054744,234571251142,1.9117241083383938
1077,044340,위닉스,20350.0,17873425.0,363724198750.0,419964819434,230224606254,189740213180,818866976,1.9169589443063786
1183,051370,인터플렉스,12850.0,23327472.0,299758015200.0,317898721458,162429230643,155469490815,13619546274,1.9280825686674132
417,109740,디에스케이,8330.0,25047844.0,208648540520.0,172382369243,64418695593,107963673650,1207548297,1.9325809641898934
1223,122310,제노레이,9390.0,14553844.0,136660595160.0,90767156784,20056117228,70711039556,3213023546,1.932662792374462
1031,193250,와이제이엠게임즈,2415.0,57183559.0,138098294985.0,82291067211,10863243459,71427823752,1894799,1.9333963675623425
615,068290,삼성출판사,33200.0,10000000.0,332000000000.0,282738446870,111171604336,171566842534,1340014255,1.935105846190568
261,217270,넵튠,25500.0,31753722.0,809719911000.0,491200473473,73643204134,417557269339,109172971597,1.9391828868930958
1373,126600,코프라,11900.0,21115634.0,251276044600.0,162749561024,33498574919,129250986105,7117167600,1.9440938299369734
1620,052260,현대바이오랜드,18550.0,15000000.0,278250000000.0,190241589745,47187999779,143053589966,3325123283,1.9450752691081192
949,101400,엔시트론,1160.0,32295909.0,37463254440.0,35382311057,16141203795,19241107262,478682591,1.9470425443751678
680,086710,선진뷰티사이언스,15700.0,6115650.0,96015705000.0,103520989426,54353503232,49167486194,1183880015,1.9528292461638395
415,214680,디알텍,1515.0,56583437.0,85723907055.0,94216259703,50343147559,43873112144,4135997340,1.953905316168081
1047,066590,우수AMS,4850.0,35618100.0,172747785000.0,254854807638,166871875383,87982932255,496860479,1.9634238206488381
916,357230,에이치피오,14650.0,19938160.0,292094044000.0,165914917335,17537322359,148377594976,5296156979,1.968585917889059
1500,161580,필옵틱스,10100.0,20698505.0,209054900500.0,277105554692,170980421738,106125132954,1136264983,1.969890587469181
1572,042520,한스바이오메드,13200.0,10102981.0,133359349200.0,144672780562,77272184896,67400595666,8594150311,1.9786078725602816
236,001260,남광토건,14700.0,9828901.0,144484844700.0,246483352079,173746199375,72737152704,3106388027,1.986396763260358
763,002800,신신제약,7200.0,15170500.0,109227600000.0,119646692292,64728680031,54918012261,352175980,1.9889212209810427
780,004770,써니전자,3755.0,34845011.0,130843016305.0,67786432447,2053007059,65733425388,285418896,1.9905096308716952
692,148150,세경하이테크,22500.0,11784281.0,265146322500.0,217176078955,84325828266,132850250689,0,1.9958285447326907
2,054620,APS홀딩스,16500.0,20394221.0,336504646500.0,280678269482,112218976542,168459292940,1014064006,1.9975427928446343
829,003560,IHQ,1690.0,146235748.0,247138414120.0,224661957056,100940971057,123720985999,803641261,1.997546431791269
1075,069080,웹젠,26900.0,35310884.0,949862779600.0,578017199737,102574100027,475443099710,18402025465,1.9978474399552244
430,068930,디지털대성,9550.0,29732989.0,283950044950.0,205535944087,63443524474,142092419613,6814600365,1.998347594638479
499,058110,멕아이씨에스,9040.0,16050530.0,145096791200.0,96664105376,24084618355,72579487021,6642520058,1.999143244950436
884,007820,에스엠코어,6860.0,20033946.0,137432869560.0,91312009586,22630883944,68681125642,354497110,2.001028204988487
412,092200,디아이씨,5130.0,38888569.0,199498358970.0,630344524976,530972687523,99371837453,15732694462,2.007594546738224
582,090460,비에이치,18500.0,33692688.0,623314728000.0,567162684576,258391503392,308771181184,4619105656,2.018694638566545
