,Code,Name,Close,Stocks,Marcap,Assets,Liabilities,Equity,Profit,P/E
181,012200,계양전기,4440.0,32600000.0,144744000000.0,302461075270,102684354724,199776720546,3305492950,0.7245288620436217
1434,363280,티와이홀딩스,26050.0,40171615.0,1046470570750.0,2029558808320,585540045204,1444018763116,47682749455,0.7246931947697521
1091,000910,유니온,8690.0,15611619.0,135664969110.0,362324340247,175258213883,187066126364,1661374185,0.7252246665225656
390,109860,동일금속,13750.0,7000000.0,96250000000.0,147879652544,15337065618,132542586926,3676630930,0.7261816917285419
1568,004710,한솔테크닉스,6540.0,32109878.0,209998602120.0,680861411054,395008045928,285853365126,85761405,0.7346375020893515
1623,322000,현대에너지솔루션,21600.0,11200000.0,241920000000.0,547574678022,218735706851,328838971171,2578241146,0.7356792266394693
400,016740,두올,4195.0,33066680.0,138714722600.0,411430104677,222947136648,188482968029,5700151221,0.7359536198446183
978,123040,엠에스오토텍,5830.0,35654087.0,207863327210.0,1170641956098,888803412970,281838543128,26993933577,0.7375262620329279
728,036830,솔브레인홀딩스,37500.0,20964056.0,786152100000.0,1415154152374,350507683485,1064646468889,2620996148,0.7384161061656273
120,001380,SG글로벌,2125.0,44964143.0,95548803875.0,196623299261,67819262545,128804036716,715107817,0.7418152901968091
67,226360,KH E&T,1550.0,60224966.0,93348697300.0,237757202069,111924742154,125832459915,6591268439,0.7418491012816342
1068,008370,원풍,4900.0,12000000.0,58800000000.0,86366590502,12393812863,79252922151,935937619,0.7419284791539774
1215,174880,장원테크,3855.0,19129453.0,73744041315.0,189764912598,90782675257,98982237341,2903684783,0.7450229788294961
372,000640,동아쏘시오홀딩스,108000.0,6347506.0,685530648000.0,1578356233707,659791149615,918565084092,15907776903,0.7463060156239728
341,005880,대한해운,2715.0,319177460.0,866566803900.0,3564532634966,2405322338328,1159210296638,33939503965,0.7475492638507962
1511,013030,하이록코리아,18450.0,13613232.0,251164130400.0,367558803398,31673756361,335885047037,3516185888,0.7477681207175995
306,117580,대성에너지,8720.0,27500000.0,239800000000.0,613304769838,292769166175,320535603663,1317649451,0.7481228208649089
1346,123410,코리아에프티,3795.0,27841064.0,105656837880.0,398269010378,257198043947,141070966431,3440555734,0.7489623170028994
521,007120,미래아이앤지,529.0,129484148.0,68497114292.0,95084244861,3632318129,91451926732,568820282,0.7489958576021136
1280,035000,지투알,6440.0,16567409.0,106694113960.0,433901083302,291565711163,142335372139,3944106306,0.7495966206896629
1523,010040,한국내화,3910.0,41067062.0,160572212420.0,307460265030,93318334034,214141930996,2983930707,0.7498401255333752
1422,051360,토비스,8170.0,16717058.0,136578363860.0,290912825116,109246250096,181666575020,833850550,0.7518078867560741
1299,052300,초록뱀컴퍼니,1720.0,71549643.0,123065385960.0,231268599315,67730352663,163538246652,5679881788,0.7525174598568131
1292,009310,참엔지니어링,1150.0,55528564.0,63857848600.0,796389215580,711565938019,84823277561,2989502713,0.7528340148619832
299,006570,대림통상,3710.0,15225000.0,56484750000.0,160387504204,85502182671,74885321533,129109784,0.7542833340858215
1035,070960,용평리조트,6120.0,48133333.0,294575997960.0,912510076793,522367171474,390142905319,15265099442,0.7550464046479076
878,060540,에스에이티,2595.0,26133306.0,67815929070.0,140272255583,50494079997,89778175586,1085913007,0.7553721004837974
327,012800,대창,2000.0,91140499.0,182280998000.0,745682497207,505034137997,240648359210,9530128768,0.7574578883412783
941,054940,엑사이엔씨,1370.0,33173548.0,45447760760.0,152903536186,93002304282,59901231904,5313015350,0.7587116210370484
624,054540,삼영엠텍,4720.0,13000000.0,61360000000.0,114305387123,33484377408,80821009715,940905877,0.7592085302618024
37,006360,GS건설,41700.0,85581490.0,3568748133000.0,14659049778576,9958454020088,4700595758488,62067301977,0.7592118778892675
777,102280,쌍방울,747.0,262592129.0,196156320363.0,447020768405,189015387385,258005381020,14242007957,0.7602799584547982
1482,093380,풍강,4835.0,9879313.0,47766478355.0,87985340435,25386423457,62598916978,507070995,0.763055986604165
1313,221980,케이디켐,16050.0,4034800.0,64758540000.0,102312572435,17467216658,84845355777,2427210954,0.7632537975349599
298,005750,대림B&Co,7330.0,16672240.0,122207519200.0,332912216848,172945328994,159966887854,1215388047,0.7639550962042685
220,036190,금화피에스시,33950.0,6000000.0,203700000000.0,310467813899,44080422720,266387391179,10762221536,0.7646758320596452
178,009140,경인전자,27400.0,1570797.0,43039837800.0,58887739750,2763078695,56124661055,600684048,0.7668614293781235
68,111870,KH 일렉트론,778.0,108313195.0,84267665710.0,172359192696,62776035288,109583157408,13578623484,0.7689837353039084
1275,119850,지엔씨에너지,5240.0,16448909.0,86192283160.0,160914126455,49140790994,111773335461,510637915,0.7711345716266492
1254,064800,젬백스링크,1535.0,83095755.0,127551983925.0,230030418331,64649725310,165380693021,7807437431,0.7712628457107957
205,204020,그리티,2805.0,20147430.0,56513541150.0,96548910224,23308175808,73240734416,749497135,0.7716135235483682
1472,047050,포스코인터내셔널,20600.0,123375149.0,2541528069400.0,10310196217000,7017959121000,3292237096000,126281051000,0.7719760136619274
954,181710,NHN,77100.0,19565025.0,1508463427500.0,2696888131463,751893714789,1944994416674,15189116409,0.775561829159139
860,052790,액토즈소프트,12050.0,11330638.0,136534187900.0,281217112487,105315033084,175902079403,11594401524,0.776194280155118
182,002140,고려산업,3335.0,24939425.0,83172982375.0,236071587127,128964657899,107106929228,3339973915,0.7765415643459306
739,192440,슈피겐코리아,44700.0,6216363.0,277871426100.0,404687573647,47456328601,357231245046,7368123175,0.7778474866167404
1652,004800,효성,99200.0,21071025.0,2090245680000.0,4663341104518,1976330498822,2687010605696,187434224859,0.7779074915331703
685,004980,성신양회,12550.0,24516073.0,307676716150.0,1106930715756,711970697706,394960018050,343302226,0.7790072465285578
782,037760,쎄니트,1995.0,33832921.0,67496677395.0,175342143545,89024712808,86317430737,2818293638,0.7819588328648842
964,900140,엘브이엠씨홀딩스,3400.0,99455297.0,338148009800.0,665377281250,234427874673,430949406576,1043165495,0.7846582560274763
724,154040,솔루에타,3170.0,13825216.0,43825934720.0,239555275839,183787941231,55767334608,523176447,0.7858710664237668
84,032640,LG유플러스,14150.0,436611361.0,6178050758150.0,18634341000000,10783532000000,7850809000000,210491000000,0.7869317363535401
504,080420,모다이노칩,3725.0,79721622.0,296963041950.0,917688647527,541238219894,376450427633,9470546588,0.7888503243765951
191,009290,광동제약,7670.0,52420851.0,402067927170.0,855104238339,345529983021,509574255318,2499866198,0.7890271593863967
1670,084110,휴온스글로벌,45500.0,12030289.0,547378149500.0,1060831302103,367592283650,693239018453,14146952791,0.7895951251005803
276,054050,농우바이오,11800.0,16030561.0,189160619800.0,303892770738,64565752694,239327018044,488372181,0.7903855625912785
1413,066700,테라젠이텍스,6500.0,32474435.0,211083827500.0,388980121571,122258120905,266722000666,1658058796,0.791400135620337
190,121440,골프존뉴딘홀딩스,9140.0,42836818.0,391528516520.0,831631300500,338573038954,493058261546,20194519004,0.7940816472526995
660,017390,서울가스,165500.0,5000000.0,827500000000.0,1492396408930,450414230979,1041982177951,441900495,0.7941594563807538
1641,060560,홈센타홀딩스,1180.0,127669525.0,150650039500.0,387254481534,197803948306,189450533228,2654160009,0.795194592135012
597,008040,사조동아원,1220.0,141144600.0,172196412000.0,459075614942,242799294389,216276320553,6011448108,0.7961870793793262
1122,008250,이건산업,13650.0,10952635.0,149503467750.0,403127591322,216394421960,186733169362,6212446706,0.8006261997308755
1423,108230,톱텍,8330.0,38023245.0,316733630850.0,446078074802,51516415481,394561659321,29960771693,0.8027481215358481
273,004370,농심,277500.0,6082642.0,1687933155000.0,2794241417094,692376238882,2101865178212,18241206941,0.803064427013287
470,039980,리노스,1305.0,43576286.0,56867053230.0,102088575374,31381758971,70706816403,598602497,0.8042655025773046
707,039310,세중,3745.0,18121667.0,67865642915.0,136963646986,52634409680,84329237306,677384206,0.8047700309293724
272,005250,녹십자홀딩스,29050.0,47028210.0,1366169500500.0,3317776932814,1623123189594,1694653743220,0,0.8061643896080805
1552,002390,한독,23500.0,13763533.0,323443025500.0,908345941942,507557784834,400788157108,2974468827,0.8070174224555295
1032,019210,와이지-원,8220.0,30573819.0,251316792180.0,877439324739,567604750489,309834574250,7923759376,0.8111321752530334
874,042110,에스씨디,1820.0,48329564.0,87959806480.0,160208216088,51772627886,108435588202,2644087268,0.8111710180991821
1638,003010,혜인,6330.0,12712747.0,80471688510.0,183245945175,84266254171,98979691004,1602626392,0.8130121209081967
444,115390,락앤락,10350.0,53007638.0,548629053300.0,785186779808,112570355246,672616424562,3248966326,0.815664074300982
54,096760,JW홀딩스,3785.0,68441182.0,259049873870.0,1052554347497,735344717673,317209629824,1103944476,0.8166519850413455
1387,114120,크루셜텍,1440.0,20961315.0,30184293600.0,56781850009,19848961068,36932888941,3162706528,0.8172741008216057
1227,079370,제우스,19750.0,10384000.0,205084000000.0,514708145640,264274653115,250433492525,12751782549,0.8189160240998
1001,045060,오공,4385.0,16941974.0,74290555990.0,129803782993,39140977230,90662805763,2239019462,0.8194160258419709
1085,192390,윈하이텍,3970.0,10656896.0,42307877120.0,103338713041,51713832761,51624880280,72090490,0.8195249439908241
588,042370,비츠로테크,9120.0,26200025.0,238944228000.0,427392924928,136399846866,290993078062,4979411533,0.8211337176518326
666,021050,서원,2070.0,47474590.0,98272401300.0,268931286497,149570249527,119361036970,4806539419,0.823320606075998
1479,005670,푸드웰,7610.0,10000000.0,76100000000.0,148775265503,56590912777,92184352726,1476426755,0.8255197086016582
1094,011330,유니켐,1390.0,72688462.0,101036962180.0,308511231539,186347510961,122163720578,4703718949,0.8270619272395946
391,032960,동일기연,13850.0,3503285.0,48520497250.0,63775792691,5288836631,58486956060,1867374133,0.8295951870058734
677,007610,선도전기,4370.0,18000000.0,78660000000.0,177209663665,82438948164,94770715501,1304349704,0.8300032302612509
766,138070,신진에스엠,6510.0,8972183.0,58408911330.0,114049295003,43990776407,70058518596,1398977508,0.8337160491049102
1229,090470,제이스텍,6510.0,14597808.0,95031730080.0,149742046042,35946941123,113795104919,841976298,0.8351126364147572
73,052900,KMH하이텍,1580.0,46885499.0,74079088420.0,137638582482,48962777962,88675804520,2345618829,0.8353923465480615
1182,035080,인터파크,6200.0,81189163.0,503372810600.0,1670621887455,1068552542413,602069345042,3954563818,0.8360711515130952
207,014530,극동유화,4270.0,34869420.0,148892423400.0,317125060030,139130347087,177994712943,4939921993,0.8364991349359936
1055,016880,웅진,2410.0,79927080.0,192624262800.0,1065340770394,835559148157,229781622237,26155882661,0.8382927273501648
496,241770,메카로,11700.0,10192640.0,119253888000.0,157703235299,15494687150,142208548149,3300895054,0.8385845264030887
509,012860,모베이스전자,2185.0,65803117.0,143779810645.0,686129965328,514712858464,171417106864,11463521028,0.8387716563147513
311,047040,대우건설,6050.0,415622638.0,2514516959900.0,10316666553838,7322073023715,2994593530123,139020250816,0.8396855648708754
873,097780,에스맥,1140.0,283520250.0,323213085000.0,468053821196,84254188927,383799632269,10654850990,0.8421401633169474
134,285130,SK케미칼,174000.0,11751396.0,2044742904000.0,3691446720613,1266560618697,2424886101916,69343008335,0.8432325552875932
119,016250,SGC이테크건설,69300.0,2024247.0,140280317100.0,613889065417,447697016067,166192049350,17825594256,0.8440856084792001
1026,122990,와이솔,10400.0,28186941.0,293144186400.0,410523384414,64219702954,346303681460,5627624500,0.8464945713661429
1563,069640,한세엠케이,5100.0,12909322.0,65837542200.0,145327893070,67570872332,77757020738,463252340,0.8467086518378536
1019,067170,오텍,11000.0,15391605.0,169307655000.0,718803752842,518999640727,199804112115,4409775674,0.8473682208429857
11,000120,CJ대한통운,144500.0,22812344.0,3296383708000.0,9114972075640,5229372152625,3885599923015,49363416156,0.8483590110435759
225,004540,깨끗한나라,5010.0,37240693.0,186575871930.0,581145923426,361367422114,219778501312,2867611313,0.8489268550663871
215,002990,금호건설,11300.0,36633924.0,413963341200.0,1577028832332,1089710191549,487318640783,52623959258,0.8494715911849047
915,044780,에이치케이,2430.0,18505787.0,44969062410.0,85903256777,33039054421,52864202356,1188194963,0.8506524340832333
635,038500,삼표시멘트,5090.0,107357173.0,546448010570.0,1358774708685,718990881171,639783827514,13066039495,0.854113510016854
1518,004590,한국가구,6990.0,15000000.0,104850000000.0,161711590094,39406135574,122305454520,3544122872,0.8572798360587786
771,187270,신화콘텍,4165.0,10143845.0,42249114425.0,90543496546,41490113280,49053383266,1107774943,0.8612884904573709
1431,019180,티에이치엔,4050.0,18000000.0,72900000000.0,317147915923,232541510513,84606405410,18703386261,0.8616368896270782
30,050120,ES큐브,4985.0,13564086.0,67616968710.0,834168234883,755695984042,78472250841,976204070,0.8616672516123578
581,141000,비아트론,10700.0,12114710.0,129627397000.0,184608135629,34202995657,150405139972,4601306276,0.8618548343768833
706,036630,세종텔레콤,581.0,596000000.0,346276000000.0,527457525889,125706934140,401750591749,10245196555,0.8619178343770589
1405,011280,태림포장,4150.0,70805940.0,293844651000.0,586170200176,245357897304,340812302872,6558577335,0.86218909506433
519,025560,미래산업,13950.0,4452007.0,62105497650.0,118822230427,46802464259,72019766168,6464868460,0.8623396180588387
768,002870,신풍제지,2500.0,34958700.0,87396750000.0,103779601817,2780651616,100998950201,854296461,0.865323350649388
656,006730,서부T&D,8900.0,59258931.0,527404485900.0,1910829856349,1301611564754,609218291595,9922695823,0.865706911916905
1555,053690,한미글로벌,10600.0,10957550.0,116150030000.0,236415080562,102471379219,133943701343,5003945115,0.8671555947417462
198,007690,국도화학,61100.0,9010616.0,550548637600.0,1275818675480,641649747051,634168928429,61343860273,0.8681419302012335
730,004430,송원산업,17400.0,24000000.0,417600000000.0,959841000000,478880000000,480961000000,14973000000,0.8682616677859535
511,009680,모토닉,10900.0,33000000.0,359700000000.0,443109906805,29818752389,413291154416,3982122105,0.8703307490533475
578,002070,비비안,2995.0,29793990.0,89233000050.0,210976473592,108534769280,102441704312,5099000004,0.8710612601507379
832,078860,아이오케이,1580.0,89148548.0,140854705840.0,179797550731,18276067373,161521483358,14842118547,0.8720493578418069
1599,009830,한화솔루션,36850.0,191278497.0,7048612614450.0,17218515334852,9147904293731,8070611041121,222779489597,0.8733678997211287
0,095570,AJ네트웍스,5650.0,46822295.0,264545966750.0,1358211005707,1056271592494,301939413213,14507279034,0.8761557954124354
961,198080,엔피디,3615.0,21535185.0,77849693775.0,200908650114,112090079187,88818570927,2163893515,0.8765024359487238
194,017900,광전자,3140.0,57943763.0,181943415820.0,248575028868,41332959250,207242069618,3591774126,0.8779270355452835
687,045300,성우테크론,5120.0,9586649.0,49083642880.0,79955674812,24053214266,55902460546,1229806353,0.8780229421138082
387,030720,동원수산,9670.0,4653805.0,45002294350.0,102057358496,50828461893,51228896603,3426145539,0.8784552729828781
563,014470,부방,2570.0,60052260.0,154334308200.0,345973738531,170925766060,175047972471,1605076543,0.8816686421521871
1377,192400,쿠쿠홀딩스,20400.0,35562185.0,725468574000.0,981064647272,158871087718,822193559554,40819414523,0.8823574030347932
788,004920,씨아이테크,973.0,39951719.0,38873022587.0,80497992133,36508008518,43989983615,4412798130,0.8836789512634603
96,023150,MH에탄올,10150.0,7378526.0,74892038900.0,447789179936,363133976103,84655203833,5890116556,0.884671414266985
820,122900,아이마켓코리아,10900.0,33428840.0,364374356000.0,1126561156553,715516248029,411044908524,17124142762,0.8864587504767134
642,000390,삼화페인트,9630.0,27203469.0,261969406470.0,606251679158,311359611960,294892067198,1473956528,0.8883569129518337
1355,241710,코스메카코리아,15200.0,10680000.0,162336000000.0,386156576804,203863910853,182292665951,4561915170,0.8905240326214532
1605,101530,해태제과식품,8260.0,29116822.0,240504949720.0,630625764016,361801016446,268824747570,7301093318,0.8946533081273489
989,111770,영원무역,43550.0,44311468.0,1929764431400.0,3246572888193,1091448656703,2155124231490,73429011148,0.8954307149457497
139,064960,SNT모티브,50100.0,14623136.0,732619113600.0,1162110848528,345283403039,816827445489,10168256239,0.8969080527912624
436,187220,디티앤씨,6160.0,11283291.0,69505072560.0,183546890952,106123104584,77423786368,290950948,0.8977224677392828
703,091090,세원이앤씨,1100.0,145510091.0,160061100100.0,318427185026,140312835138,178114349888,3617940731,0.8986423620592499
72,122450,KMH,8410.0,45335964.0,381275457240.0,747737971423,323633415673,424104555750,8007451677,0.8990128780053785
152,032540,TJ미디어,5070.0,13931609.0,70633257630.0,110204080488,31949053726,78255026762,1048902358,0.9026034563226158
435,007340,디티알오토모티브,62800.0,9994005.0,627623514000.0,1050943893313,356410822383,694533070930,20197086327,0.9036625328144473
397,241560,두산밥캣,39550.0,100249166.0,3964854515300.0,8144946656000,3758821770000,4386124886000,92850561000,0.9039538586681273
1240,094970,제이엠티,3330.0,16748240.0,55771639200.0,98575522430,36937603430,61637919000,697808143,0.9048267706766674
392,004890,동일산업,141000.0,2425215.0,341955315000.0,445520280084,68385881960,377134398124,12387447644,0.9067200358837773
971,073110,엘엠에스,9750.0,8895755.0,86733611250.0,211957774785,116306852610,95650922175,3658112605,0.9067723475923718
1446,177830,파버나인,4435.0,14198704.0,62971252240.0,133168682798,63988502549,69180180249,509217437,0.9102499012484179
10,035760,CJ ENM,167800.0,21929154.0,3679712041200.0,6690979834504,2661484310058,4029495524446,53184363884,0.9131942246556806
850,061040,알에프텍,5690.0,32089259.0,182587883710.0,250971968713,51097966909,199874001804,5370409242,0.9135149247126644
1370,015710,코콤,6390.0,17530500.0,112019895000.0,160118893665,37909437576,122209456089,1909193845,0.9166221549862772
1363,120110,코오롱인더,81900.0,27519091.0,2253813552900.0,5292131842449,2833639989801,2458491852648,77660249216,0.9167463990057382
1477,114630,폴라리스우노,5140.0,13573965.0,69770180100.0,110561271134,34627484652,75933786482,851215598,0.9188291975475097
844,001540,안국약품,9990.0,13042420.0,130293775800.0,199067834046,57421582045,141646252001,1740010142,0.9198533244570435
212,053260,금강철강,5690.0,18720000.0,106516800000.0,149278383641,33611301663,115667081978,3111037256,0.9208912179548163
41,078150,HB테크놀러지,2470.0,78990426.0,195106352220.0,273718382303,61860643855,211857738448,6366315676,0.9209309683435916
974,170920,엘티씨,10200.0,8019363.0,81797502600.0,161716875438,72925611734,88791263704,2183017187,0.9212336798436068
1190,115310,인포바인,26300.0,3192883.0,83972822900.0,95236899121,4218755808,91018143313,1674395313,0.9225943294759154
1012,052420,오성첨단소재,2580.0,72167316.0,186191675280.0,290260222372,88603679146,201656543226,672395483,0.9233108546908481
593,005180,빙그레,55900.0,9851241.0,550684371900.0,812278565801,216710121590,595568444211,15404237075,0.9246365841788986
855,117670,알파홀딩스,3425.0,21804082.0,74678980850.0,154360873538,73700298375,80660575163,1981572418,0.9258424044099325
78,044450,KSS해운,11800.0,23185880.0,273593384000.0,1299835591307,1004390344309,295445246998,6738605096,0.9260375205895666
1433,062860,티엘아이,6260.0,9872720.0,61803227200.0,71922647653,5467507508,66455140145,1045878858,0.9299992004403289
1580,046110,한일네트웍스,6810.0,11954227.0,81408285870.0,147841682112,60409870902,87431811210,1874604162,0.9311060212908976
857,161000,애경유화,12700.0,32040000.0,406908000000.0,670491316070,234386335941,436104980129,29197586531,0.933050569336852
300,007720,대명소노시즌,1400.0,100800450.0,141120630000.0,218072069492,66865675223,151206394269,5643110880,0.9332980306966571
287,039560,다산네트웍스,7370.0,36380838.0,268126776060.0,496714754104,209619354515,287095399589,2394641243,0.9339291972070779
1049,046940,우원개발,5290.0,18074350.0,95613311500.0,163819655400,61637255171,102182400229,3033066098,0.9357121313036484
1570,025750,한솔홈데코,1845.0,80565149.0,148642699905.0,306131241064,147454824152,158676416912,2821866621,0.9367661735608476
997,053280,예스24,9500.0,25000000.0,237500000000.0,462229493582,209445047827,252784445755,15048904693,0.9395356557269597
74,058400,KNN,1435.0,132429720.0,190036648200.0,215256239266,13194406321,202061832945,3921936753,0.9404875994158026
770,056700,신화인터텍,3165.0,29135091.0,92212563015.0,179137723591,81154436518,97983287073,57389,0.9411050166779905
383,092780,동양피스톤,7470.0,13168460.0,98368396200.0,348705126862,244276657809,104428469053,2985946647,0.9419691497160189
1319,025880,케이씨피드,3115.0,16715858.0,52069897670.0,104305603236,49091361387,55214241849,1905989133,0.9430519359914574
123,009160,SIMPAC,7010.0,65429516.0,458660907160.0,840923366110,355300931504,485622434606,18962118438,0.9444804738729282
146,071970,STX중공업,5240.0,28365976.0,148637714240.0,447092802835,289734117238,157358685597,10677634283,0.9445790276913303
934,038110,에코플라스틱,3680.0,25669370.0,94463281600.0,643475895612,543498064511,99977831101,1781137842,0.9448422771301263
503,005360,모나미,4505.0,18897307.0,85132368035.0,206058970411,115970565067,90088405344,439610469,0.9449869570887006
1551,030520,한글과컴퓨터,19600.0,25203830.0,493995068000.0,761710028834,239131664431,522578364403,14195751427,0.9453033298926298
695,004490,세방전지,79900.0,14000000.0,1118600000000.0,1628672092267,445909179969,1182762912298,25059171376,0.9457516704059165
1004,039830,오로라,10400.0,10762890.0,111934056000.0,348336706408,230007104749,118329601659,5269574111,0.9459514308395074
1072,065950,웰크론,4080.0,28231302.0,115183712160.0,258939324535,137230696709,121708627826,2341253104,0.9463890458503212
963,048830,엔피케이,2060.0,18723923.0,38571281380.0,75479844628,34724482120,40755362508,735861806,0.9464099692998368
1639,111110,호전실업,12400.0,8000000.0,99200000000.0,332708744544,227912691659,104796052885,2993512567,0.9466005376066889
899,050760,에스폴리텍,3855.0,16334678.0,62970183690.0,114440634532,48202872252,66237762280,990970852,0.9506689465717862
813,067390,아스트,6190.0,25695494.0,159055107860.0,485281814668,318602184805,166679629863,10251923162,0.9542564258795939
1524,025540,한국단자,74900.0,10415000.0,780083500000.0,1089003552802,273534967742,815468585060,14590644359,0.9566076661832454
957,085310,엔케이,1065.0,79983352.0,85182269880.0,125380556158,36339384016,89041172142,706218345,0.9566615963248334
880,080000,에스엔유,3430.0,34322870.0,117727444100.0,187592786371,65131998913,122460787458,381990615,0.9613480898150898
161,079940,가비아,13050.0,13535684.0,176640676200.0,265897460524,82291994832,183605465692,5130020514,0.9620665459726373
709,067770,세진티에스,4955.0,8396593.0,41605118315.0,46866375259,3635262497,43231112762,784235072,0.962388327685397
1545,021650,한국큐빅,4200.0,16350563.0,68672364600.0,135174092439,63974129517,71199962922,2353943148,0.9645000050804943
879,056190,에스에프에이,35250.0,35908760.0,1265783790000.0,1806550753246,497349834548,1309200918698,25578103407,0.9668369246630393
1579,014130,한익스프레스,6190.0,12000000.0,74280000000.0,323078015922,246281015204,76797000718,5884259954,0.9672252731946854
1176,083640,인콘,1855.0,44658769.0,82842016495.0,98485557771,12894206140,85591351631,2399482350,0.9678783535531383
65,035600,KG이니시스,18000.0,27904434.0,502279812000.0,1453601982808,935288538301,518313444507,22773605317,0.9690657599625829
373,170900,동아에스티,73200.0,8444147.0,618111560400.0,991410184674,355077149912,636333034762,6265760162,0.9713648775616134
1111,000220,유유제약,7300.0,17232351.0,125796162300.0,192449373433,62987932569,129461440864,333545078,0.9716882606933875
1583,300720,한일시멘트,20150.0,69261540.0,1395620031000.0,2347455179967,913657989222,1433797190745,42067459168,0.9733733892133216
1293,004650,창해에탄올,14450.0,9190885.0,132808288250.0,194104248811,57754088759,136350160052,3338226690,0.974023706311388
556,007210,벽산,4200.0,68560000.0,287952000000.0,478051540096,183348366950,294703173146,2276123121,0.9770916170534228
464,005300,롯데칠성,139500.0,9278884.0,1294404318000.0,3546357780311,2223707842618,1322649937693,31463488823,0.9786446746882499
1392,036170,클라우드에어,1765.0,56032293.0,98896997145.0,106513649024,5553694987,100959954037,199581339,0.9795665824962245
457,071280,로체시스템즈,5020.0,15296603.0,76788947060.0,120931263223,42835035731,78096227492,2844445643,0.9832606455653199
301,317850,대모,5250.0,8324420.0,43703205000.0,78048272142,33666016436,44382255706,704087770,0.9846999505726294
1462,225590,패션플랫폼,2050.0,26636713.0,54605261650.0,70117290553,14822550789,55294739764,12019252705,0.9875308552505587
1543,161890,한국콜마,43950.0,22881180.0,1005627861000.0,2429177907809,1411239913815,1017937993994,12170708493,0.9879067948473956
224,308100,까스텔바작,12100.0,6596700.0,79820070000.0,125821554066,45088858433,80732695633,0,0.988695712117075
977,009780,엠에스씨,6110.0,17600000.0,107536000000.0,172859372732,64171973087,108687399645,5552084223,0.9894063189591364
572,033560,블루콤,9260.0,17100000.0,158346000000.0,182690029382,22650253667,160039775715,81617068,0.9894165328123411
1611,170030,현대공업,7670.0,15340000.0,117657800000.0,169212603220,50411749386,118800853834,2674472787,0.9903784038825413
854,085810,알티캐스트,2440.0,29685769.0,72433276360.0,91982722287,18856275731,73126446556,3781033252,0.9905209369708786
1506,136480,하림,2795.0,106209702.0,296856117090.0,803662194710,504085455638,299576739072,6603850150,0.9909184471717407
1340,224060,코디엠,237.0,273760088.0,64881140856.0,127199577719,62061558604,65138019115,1654860130,0.9960564005094094
908,003800,에이스침대,47850.0,11090000.0,530656500000.0,604829658891,72448619486,532381039405,20298220717,0.9967607046882673
385,049770,동원F&B,203000.0,3859124.0,783402172000.0,1760791456514,979679086082,781112370432,15238167963,1.002931462430602
1207,226320,잇츠한불,21250.0,21929315.0,465997943750.0,499461613144,35540811687,463920801457,2611581001,1.0044773639950537
826,010780,아이에스동서,44900.0,30892606.0,1387078009400.0,3841697947548,2464171547826,1377526399722,3151059203,1.0069338850274867
312,042660,대우조선해양,24650.0,107290669.0,2644714990850.0,9816076194555,7189674728803,2626401465752,1012241953046,1.0069728582384705
1318,009070,KCTC,7300.0,30000000.0,219000000000.0,470489066209,253155276260,217333789949,6386466102,1.007666594556654
1129,215790,이노인스트루먼트,2110.0,40283149.0,84997444390.0,115494649848,31417831094,84076818754,3506387334,1.0109498152956244
1246,001560,제일연마,8830.0,10000000.0,88300000000.0,100142337149,12943377340,87198959809,1812895486,1.0126267583169766
654,248170,샘표식품,45100.0,4568286.0,206029698600.0,294532320541,91120981012,203411339529,2126555122,1.0128722374920829
1659,081660,휠라홀딩스,37000.0,60752222.0,2247832214000.0,4063870202347,1845604038085,2218266164262,135749903535,1.013328450036489
1463,028670,팬오션,5760.0,534569512.0,3079120389120.0,5494503000000,2457373000000,3037130000000,91097000000,1.0138256805339252
1441,034230,파라다이스,16100.0,90942672.0,1464177019200.0,3304274397251,1861869161148,1442405236103,23454941645,1.0150940821289733
118,005090,SGC에너지,46550.0,14677004.0,683214536200.0,2582517497751,1909725095222,672792402529,15686039770,1.0154908611212368
375,028100,동아지질,17550.0,11500000.0,201825000000.0,348938333189,150734045907,198204287282,4860561162,1.0182675802206465
1495,031980,피에스케이홀딩스,11000.0,21562395.0,237186345000.0,275712091878,42828858702,232883233176,19441752886,1.0184775510255302
1023,057540,옴니시스템,2140.0,46449355.0,99401619700.0,122471315019,24876288315,97595026704,533596843,1.0185111173900212
380,060380,동양에스텍,3385.0,19700000.0,66684500000.0,134918120276,69571593843,65346526433,5181957040,1.0204750526161759
145,077970,STX엔진,11600.0,23008904.0,266903286400.0,781279000000,520407000000,260872000000,1255000000,1.0231197154159895
63,016380,KG동부제철,10750.0,100008897.0,1075095642750.0,2483439411939,1434119637795,1049319774144,59846129513,1.0245643599226242
359,002150,도화엔지니어링,7710.0,33720000.0,259981200000.0,497042678993,244126192892,252916486101,922441848,1.0279329908773869
893,041910,에스텍파마,10000.0,11898263.0,118982630000.0,125504935766,10419170779,115085764987,2423284692,1.033860530131074
1419,078000,텔코웨어,11150.0,9702706.0,108185171900.0,111606353943,7158371237,104447982706,774183180,1.0357803865347925
479,222810,마이더스AI,284.0,145000878.0,41180249352.0,67858871834,28285569383,39573302451,6293542684,1.0406068435402815
885,109610,에스와이,3715.0,46945284.0,174401730060.0,348062994117,181768558900,166294435217,6464103092,1.0487526526814963
1239,033050,제이엠아이,1225.0,32579342.0,39909693950.0,78788246750,40769543776,38018702974,602935835,1.0497384399802696
