Num,Name,Value,Weight,Share
647,에스텍,22.92254,1.75853E-05,1.8
648,진성티이씨,22.8509216,1.75304E-05,1.46
649,삼영이엔씨,22.5531108,1.73019E-05,4.31
650,지노믹트리,22.4381325,1.72137E-05,0.48
651,액트로,22.371872,1.71629E-05,1.53
652,광동제약,22.356901,1.71514E-05,0.64
653,우주일렉트로,22.306284,1.71125E-05,2.67
654,한신공영,22.290428,1.71004E-05,1.3
655,켐트로닉스,22.0857995,1.69434E-05,0.84
656,대신증권우,22.0152576,1.68893E-05,0.95
657,현대상선,21.8705205,1.67782E-05,0.19
658,LS전선아시아,21.8541792,1.67657E-05,0.89
659,유진투자증권,21.851409,1.67636E-05,0.99
660,SK증권,21.73906765,1.66774E-05,0.76
661,녹십자셀,21.720948,1.66635E-05,0.38
662,용평리조트,21.71862,1.66617E-05,0.75
663,한국자산신탁,21.309858,1.63481E-05,0
664,디엔에프,21.275919,1.63221E-05,2.09
665,아이쓰리시스템,21.178833,1.62476E-05,1.36
666,동화기업,21.1222425,1.62042E-05,0.62
667,삼익악기,21.1001798,1.61873E-05,1.26
668,와이엔텍,21.030207,1.61336E-05,1.11
669,빅솔론,20.8787059,1.60174E-05,1.94
670,DB,20.77504,1.59378E-05,1.17
671,코미팜,20.568285,1.57792E-05,0.21
672,KSS해운,20.4978729,1.57252E-05,1.14
673,경방,20.4620288,1.56977E-05,0.8
674,현대차3우B,20.420344,1.56657E-05,1.19
675,제이스텍,20.3203045,1.5589E-05,1.01
676,세아홀딩스,20.057934,1.53877E-05,0.64
677,코오롱,20.0342025,1.53695E-05,0.9
678,서연,19.9504912,1.53053E-05,2.91
679,화승알앤에이,19.9273608,1.52875E-05,1.46
680,인텔리안테크,19.7687655,1.51659E-05,0.73
681,HSD엔진,19.6671507,1.50879E-05,1.34
682,새론오토모티브,19.5944545,1.50321E-05,2.02
683,뷰웍스,19.36557,1.48565E-05,0.61
684,세원정공,19.2127792,1.47393E-05,2.37
685,성우하이텍,19.1305125,1.46762E-05,0.64
686,LG하우시스우,18.872508,1.44783E-05,6.73
687,레이언스,18.123615,1.39038E-05,0.82
688,휴니드,18.0526459,1.38493E-05,1.76
689,미원에스씨,17.678892,1.35626E-05,0.46
690,삼양옵틱스,17.438685,1.33783E-05,1.36
691,대봉엘에스,17.3383686,1.33013E-05,2.28
692,남선알미늄,17.17068,1.31727E-05,0.48
693,아스트,17.1413172,1.31502E-05,0.81
694,휴스틸,17.1335642,1.31442E-05,2.25
695,녹십자랩셀,17.125873,1.31383E-05,0.43
696,국보디자인,17.0829065,1.31054E-05,1.34
697,에이치엘비생명과학,16.9549725,1.30072E-05,0.13
698,에이프로젠 KIC,16.86794075,1.29405E-05,0.4
699,동성제약,16.798251,1.2887E-05,0.4
700,DI동일,16.67991,1.27962E-05,0.93
701,로체시스템즈,16.5298903,1.26811E-05,2
702,벽산,16.45638225,1.26247E-05,1.25
703,엘비세미콘,16.38,1.25661E-05,0.48
704,알에프텍,16.3419596,1.25369E-05,0.95
705,한미사이언스,16.3267455,1.25253E-05,0
706,S&K폴리텍,16.1244237,1.23701E-05,1.63
707,리드코프,15.780602,1.21063E-05,0.84
708,에스피지,15.5847084,1.1956E-05,1.05
709,일진홀딩스,15.3421749,1.17699E-05,0.61
710,CMG제약,15.2566075,1.17043E-05,0.26
711,나이스디앤비,15.17362,1.16406E-05,1.19
712,CJ우,15.16445,1.16336E-05,1.45
713,유니켐,14.9492244,1.14685E-05,1.24
714,오션브릿지,14.926245,1.14509E-05,1.48
715,한국화장품,14.905947,1.14353E-05,0.86
716,대원강업,14.84148015,1.13858E-05,0.71
717,하이트진로홀딩스,14.802084,1.13556E-05,0.48
718,에어부산,14.7569827,1.1321E-05,0.48
719,서원인텍,14.496133,1.11209E-05,1.06
720,알서포트,14.4548922,1.10893E-05,1.02
721,라이온켐텍,14.4150775,1.10587E-05,1.01
722,아시아나IDT,14.403486,1.10498E-05,0.61
723,파미셀,14.3756076,1.10284E-05,0.28
724,동화약품,14.1377199,1.08459E-05,0.61
725,펌텍코리아,14.089616,1.0809E-05,0.62
726,에이스테크,14.0367702,1.07685E-05,0.44
727,계룡건설,13.8657825,1.06373E-05,0.77
728,세틀뱅크,13.654961,1.04756E-05,0.51
729,백광소재,13.6249641,1.04526E-05,1.14
730,원익,13.5451791,1.03914E-05,1.76
731,에치에프알,13.536348,1.03846E-05,0.38
732,라파스,13.532802,1.03819E-05,0.87
733,오이솔루션,13.4924325,1.03509E-05,0
734,GS글로벌,13.3014408,1.02044E-05,0.73
735,참좋은여행,13.166505,1.01009E-05,1.4
736,아이앤씨,13.1140261,1.00606E-05,1.42
737,NH투자증권우,12.9944929,9.96889E-06,0.78
738,화성산업,12.8050975,9.82359E-06,0.88
739,필옵틱스,12.7670785,9.79443E-06,0.67
740,삼성전기우,12.7375,9.77173E-06,0.88
741,유양디앤유,12.7120096,9.75218E-06,0.45
742,현대비앤지스틸,12.6695016,9.71957E-06,0.93
743,유니퀘스트,12.6352478,9.69329E-06,0.7
744,TCC스틸,12.6132928,9.67645E-06,2.08
745,진도,12.57102795,9.64402E-06,2.73
746,세운메디칼,12.506292,9.59436E-06,0.89
747,한국아트라스비엑스,12.189905,9.35164E-06,0.26
748,코스모화학,12.0372444,9.23452E-06,0.75
749,GS우,12.010145,9.21373E-06,1.81
750,금강공업,11.8239821,9.07092E-06,1.27
751,두올,11.8148466,9.06391E-06,1.39
752,KCI,11.7951435,9.04879E-06,0.96
753,삼표시멘트,11.7056424,8.98013E-06,0.29
754,진양홀딩스,11.5215318,8.83889E-06,0.79
755,차바이오텍,11.5061015,8.82705E-06,0.15
756,휴온스글로벌,11.4810445,8.80783E-06,0.3
757,우리종금,11.36219319,8.71665E-06,0.26
758,경동인베스트,11.1690875,8.56851E-06,1.29
759,크라운해태홀딩스,11.077872,8.49853E-06,0.72
760,디바이스이엔지,11.067786,8.49079E-06,1.33
761,모바일리더,11.02275,8.45624E-06,1.62
762,나노메딕스,10.8037952,8.28827E-06,0.4
763,메디톡스,10.630797,8.15555E-06,0
764,CS홀딩스,10.58967,8.124E-06,1.57
765,삼성출판사,10.5230385,8.07288E-06,0.42
766,코세스,10.476,8.0368E-06,0.71
767,유비케어,10.3535824,7.94288E-06,0.35
768,아비코전자,10.350186,7.94028E-06,1.49
769,카프로,10.2559714,7.868E-06,0.82
770,계양전기,10.2408852,7.85642E-06,1.1
771,대한전선,10.16839824,7.80081E-06,0.19
772,캠시스,10.075,7.72916E-06,0.51
773,제일파마홀딩스,10.07165,7.72659E-06,0.37
774,클래시스,10.0206055,7.68743E-06,0.11
775,백광산업,9.986124,7.66098E-06,0.9
776,퍼시스,9.955365,7.63738E-06,0.29
777,진흥기업,9.9050028,7.59875E-06,0.29
778,APS홀딩스,9.873498,7.57458E-06,0.47
779,안트로젠,9.809514,7.52549E-06,0.26
780,네이처셀,9.7979461,7.51662E-06,0.24
781,인지컨트롤스,9.6944265,7.4372E-06,1.29
782,세종메디칼,9.536488,7.31604E-06,1.87
783,KC코트렐,9.5218425,7.3048E-06,1.07
784,에이프로젠제약,9.47200555,7.26657E-06,0.29
785,한국주철관,9.4206735,7.22719E-06,0.4
786,케어젠,9.277155,7.11709E-06,0.11
787,STX,9.2386539,7.08755E-06,0.58
788,케이피에프,9.2356992,7.08528E-06,1.13
789,신일산업,9.2161965,7.07032E-06,0.7
790,SG세계물산,8.96909928,6.88076E-06,0.49
791,한창제지,8.9606286,6.87426E-06,0.49
792,두산우,8.836674,6.77917E-06,0.36
793,이베스트투자증권,8.560496,6.56729E-06,0.28
794,정상제이엘에스,8.5363105,6.54874E-06,0.72
795,일진디스플,8.50489185,6.52464E-06,0.85
796,JW중외제약,8.4878,6.51152E-06,0
797,인크로스,8.4531665,6.48495E-06,0.42
798,비엠티,8.1020322,6.21558E-06,1.47
799,매일홀딩스,8.009042,6.14424E-06,0.55
800,야스,7.9769175,6.11959E-06,0.31
801,KEC,7.91376525,6.07114E-06,0.66
802,미원상사,7.82553,6.00345E-06,0.27
803,일신석재,7.7991276,5.9832E-06,0.42
804,대성홀딩스,7.7374871,5.93591E-06,0.58
805,이녹스첨단소재,7.729145,5.92951E-06,0
806,제이에스티나,7.7113863,5.91589E-06,1.15
807,이수앱지스,7.6977075,5.90539E-06,0.43
808,아남전자,7.647238,5.86668E-06,0.48
809,대한광통신,7.636,5.85805E-06,0.31
810,엘엠에스,7.6195,5.8454E-06,0.49
811,휴온스,7.48656,5.74341E-06,0
812,와이엠씨,7.4855424,5.74263E-06,0.53
813,유아이엘,7.4848104,5.74207E-06,0.66
814,피피아이,7.4635915,5.72579E-06,0.83
815,에스제이그룹,7.351022,5.63943E-06,0.37
816,효성ITX,7.274186,5.58048E-06,0.38
817,대영포장,7.2678582,5.57563E-06,0.6
818,제이준코스메틱,7.2483084,5.56063E-06,0.6
819,유수홀딩스,7.0847082,5.43512E-06,0.41
820,토니모리,7.001082,5.37097E-06,0.38
821,경보제약,6.956985,5.33714E-06,0.35
822,DSC인베스트먼트,6.951,5.33255E-06,1.16
823,인디에프,6.9121287,5.30273E-06,0.49
824,그린케미칼,6.91,5.30109E-06,0.83
825,미래컴퍼니,6.88984,5.28563E-06,0.24
826,아톤,6.880849,5.27873E-06,0.56
827,바이오니아,6.7822594,5.2031E-06,0.45
828,대성에너지,6.7794072,5.20091E-06,0.47
829,부산가스,6.609855,5.07083E-06,0.17
830,이건산업,6.5469445,5.02257E-06,0.8
831,지엠비코리아,6.5392109,5.01664E-06,0.7
832,사조동아원,6.52742475,5.0076E-06,0.46
833,쌍방울,6.5192358,5.00131E-06,0.46
834,한라,6.51438,4.99759E-06,0.56
835,삼영무역,6.491175,4.97979E-06,0
836,보해양조,6.476821,4.96877E-06,0.45
837,KISCO홀딩스,6.401152,4.91072E-06,0.27
838,한솔홈데코,6.346182,4.86855E-06,0.72
839,힘스,6.315568,4.84507E-06,0.41
840,SNK,6.2776,4.81594E-06,0.19
841,제로투세븐,6.27,4.81011E-06,0.3
842,대아티아이,6.2373292,4.78505E-06,0.17
843,대화제약,6.215424,4.76824E-06,0.27
844,현대약품,6.1913263,4.74975E-06,0.37
845,제주은행,6.0524119,4.64318E-06,0.46
846,대성산업,6.04034175,4.63392E-06,0.38
847,텔콘RF제약,6.036606,4.63106E-06,0.15
848,마니커,5.98102768,4.58842E-06,0.47
849,이지바이오,5.9522894,4.56637E-06,0.21
850,화천기계,5.9034192,4.52888E-06,0.97
851,해태제과식품,5.8855896,4.5152E-06,0.28
852,금호석유우,5.798954,4.44874E-06,0.58
853,주성엔지니어링,5.672592,4.3518E-06,0.15
854,부산산업,5.547915,4.25615E-06,0.36
855,샘표,5.54689,4.25537E-06,0.47
856,동국산업,5.4321654,4.16735E-06,0.39
857,디앤씨미디어,5.402821,4.14484E-06,0.23
858,신성이엔지,5.390414,4.13532E-06,0.33
859,삼일제약,5.295338,4.06239E-06,0.39
860,에스티큐브,5.233795,4.01517E-06,0.17
861,옵트론텍,5.18,3.9739E-06,0.31
862,에이디테크놀로지,5.144789,3.94689E-06,0.3
863,조광피혁,5.07039,3.88981E-06,0.2
864,파워로직스,5.024418,3.85455E-06,0.14
865,크린앤사이언스,4.96524,3.80915E-06,0.28
866,인터플렉스,4.933247,3.7846E-06,0.12
867,휴비츠,4.894708,3.75504E-06,0.49
868,대유에이텍,4.86761798,3.73425E-06,0.51
869,알티캐스트,4.824,3.70079E-06,1.13
870,세원셀론텍,4.8114144,3.69114E-06,0.27
871,WISCOM,4.7125092,3.61526E-06,1.16
872,경동제약,4.6728,3.5848E-06,0.22
873,모나리자,4.6239666,3.54733E-06,0.35
874,나무가,4.6127,3.53869E-06,0.28
875,DB금융투자,4.4835945,3.43965E-06,0.25
876,한화갤러리아타임월드,4.454246,3.41713E-06,0.32
877,한창,4.4530991,3.41625E-06,0.47
878,드림어스컴퍼니,4.4457993,3.41065E-06,0.13
879,두산건설,4.38309565,3.36255E-06,0.1
880,사조대림,4.37728,3.35809E-06,0.3
881,뉴파워프라즈마,4.33109215,3.32265E-06,0.25
882,황금에스티,4.3082166,3.3051E-06,0.44
883,씨에스베어링,4.245,3.25661E-06,0.53
884,녹원씨엔아이,4.241655,3.25404E-06,0.5
885,넥스트사이언스,4.2123821,3.23158E-06,0.18
886,SK가스,4.119174,3.16008E-06,0
887,다스코,4.1034072,3.14798E-06,0.38
888,위닉스,4.094539,3.14118E-06,0.09
889,무림페이퍼,4.0945345,3.14117E-06,0.4
890,신원,4.06757925,3.12049E-06,0.26
891,오이솔루션,4.024241,3.08725E-06,0
892,싸이맥스,3.99443,3.06438E-06,0.34
893,보락,3.8880156,2.98274E-06,0.32
894,신라젠,3.8436735,2.94872E-06,0.04
895,SH에너지화학,3.8054262,2.91938E-06,0.34
896,KCTC,3.8054225,2.91938E-06,0.46
897,티웨이홀딩스,3.80112475,2.91608E-06,0.29
898,인스코비,3.773439,2.89484E-06,0.13
899,신성통상,3.7550607,2.88074E-06,0.17
900,남광토건,3.721542,2.85503E-06,0.34
901,나노스,3.6845775,2.82667E-06,0.08
902,금호에이치티,3.6787632,2.82221E-06,0.27
903,엘티씨,3.6744455,2.8189E-06,0.39
904,광전자,3.62158525,2.77834E-06,0.29
905,서부티엔디,3.596145,2.75883E-06,0
906,나스미디어,3.427713,2.62961E-06,0.12
907,덱스터,3.415412,2.62018E-06,0.18
908,NI스틸,3.37688,2.59062E-06,0.53
909,한세엠케이,3.3556383,2.57432E-06,0.58
910,코렌,3.35105625,2.57081E-06,0.42
911,동양물산,3.3179058,2.54537E-06,0.22
912,한국화장품제조,3.273291,2.51115E-06,0.23
913,씨티케이코스메틱스,3.144726,2.41252E-06,0.23
914,CJ씨푸드,3.14401395,2.41197E-06,0.32
915,일동홀딩스,3.120432,2.39388E-06,0.26
916,핸즈코퍼레이션,3.1167144,2.39103E-06,0.21
917,루트로닉,3.0544415,2.34325E-06,0.13
918,정다운,3.036,2.32911E-06,0.58
919,톱텍,2.997,2.29919E-06,0.08
920,한국전자금융,2.843334,2.1813E-06,0.11
921,남성,2.838591,2.17766E-06,0.25
922,동양철관,2.8120872,2.15733E-06,0.23
923,제이더블유홀딩스,2.7968575,2.14564E-06,0
924,한국내화,2.78194875,2.13421E-06,0.3
925,인터로조,2.76766,2.12325E-06,0
926,동양피스톤,2.76713235,2.12284E-06,0.44
927,삼화페인트,2.7192142,2.08608E-06,0.2
928,명문제약,2.71479,2.08269E-06,0.23
929,크라운제과,2.6998092,2.07119E-06,0.25
930,일성신약,2.52868,1.93991E-06,0.12
931,삼화전기,2.511894,1.92703E-06,0.25
932,우진,2.50677,1.9231E-06,0.3
933,화인베스틸,2.504295,1.9212E-06,0.34
934,대구백화점,2.4973508,1.91587E-06,0.39
935,지어소프트,2.421846,1.85795E-06,0.4
936,키다리스튜디오,2.4176106,1.8547E-06,0.35
937,옵티팜,2.4031032,1.84357E-06,0.18
938,광명전기,2.4006576,1.84169E-06,0.24
939,에프에스티,2.325,1.78365E-06,0.15
940,셀트리온제약,2.271386,1.74252E-06,0
941,동방,2.27134185,1.74249E-06,0.44
942,대양금속,2.2600585,1.73383E-06,0.12
943,비트컴퓨터,2.2475385,1.72423E-06,0.31
944,KMH,2.2373268,1.71639E-06,0.18
945,제노레이,2.215,1.69927E-06,0.2
946,퍼스텍,2.1895419,1.67973E-06,0.22
947,조광페인트,2.170355,1.66502E-06,0.31
948,영흥철강,2.1691567,1.6641E-06,0.22
949,쎌바이오텍,2.1601105,1.65716E-06,0.12
950,코오롱플라스틱,2.1319872,1.63558E-06,0.13
951,종근당바이오,2.106595,1.6161E-06,0
952,현대코퍼레이션홀딩스,2.1023635,1.61285E-06,0.19
953,두산퓨얼셀1우,2.09531875,1.60745E-06,0.36
954,흥국화재,2.0827288,1.59779E-06,0.11
955,부국증권,2.080413,1.59602E-06,0.1
956,삼성제약,2.0569763,1.57804E-06,0.08
957,대호에이엘,2.0472918,1.57061E-06,0.27
958,상상인증권,2.0425475,1.56697E-06,0.16
959,수산중공업,2.0277191,1.55559E-06,0.15
960,디아이,2.0260148,1.55428E-06,0.18
961,우성사료,1.9926438,1.52868E-06,0.22
962,대우부품,1.928514,1.47948E-06,0.19
963,LS네트웍스,1.8968565,1.4552E-06,0.1
964,이아이디,1.89529536,1.454E-06,0.15
965,강스템바이오텍,1.8774096,1.44028E-06,0.11
966,두산솔루스1우,1.874329,1.43792E-06,0.36
967,KTcs,1.8609518,1.42765E-06,0.19
968,BYC,1.847065,1.417E-06,0.13
969,우진아이엔에스,1.843968,1.41462E-06,0.29
970,나이스정보통신,1.817556,1.39436E-06,0.06
971,SG충방,1.78263225,1.36757E-06,0.23
972,테이팩스,1.75252,1.34447E-06,0.17
973,조비,1.744353,1.3382E-06,0.22
974,대창,1.737702,1.3331E-06,0.13
975,웅진,1.7308075,1.32781E-06,0.14
976,자이에스앤디,1.7121435,1.31349E-06,0.11
977,대원전선,1.69562255,1.30082E-06,0.21
978,미창석유,1.661842,1.2749E-06,0.12
979,대신증권2우B,1.6566736,1.27094E-06,0.2
980,유엔젤,1.6506776,1.26634E-06,0.24
981,서울가스,1.59556,1.22405E-06,0.05
982,웰바이오텍,1.58349135,1.2148E-06,0.17
983,인피니트헬스케어,1.5787874,1.21119E-06,0.11
984,남영비비안,1.562715,1.19886E-06,0.11
985,부국철강,1.5529439,1.19136E-06,0.15
986,디씨엠,1.545966,1.18601E-06,0.11
987,비티원,1.46745585,1.12578E-06,0.12
988,에스모,1.45315445,1.11481E-06,0.09
989,콤텍시스템,1.41092245,1.08241E-06,0.14
990,인천도시가스,1.406587,1.07908E-06,0.11
991,진양화학,1.349988,1.03566E-06,0.24
992,코오롱머티리얼,1.3482932,1.03436E-06,0.12
993,한전산업,1.344035,1.03109E-06,0.12
994,엔케이물산,1.32558676,1.01694E-06,0.2
995,DSR,1.3182021,1.01128E-06,0.18
996,모나미,1.3141903,1.0082E-06,0.19
997,삼부토건,1.29374046,9.92509E-07,0.13
998,국제약품,1.2647771,9.7029E-07,0.15
999,극동유화,1.2562537,9.63751E-07,0.1
1000,써니전자,1.2474385,9.56988E-07,0.1
1001,윌비스,1.2100803,9.28328E-07,0.14
1002,주연테크,1.16715888,8.95401E-07,0.14
1003,디지털대성,1.154478,8.85672E-07,0.07
1004,골프존뉴딘홀딩스,1.15095515,8.8297E-07,0.08
1005,유니온,1.14466905,8.78147E-07,0.18
1006,유화증권,1.105819,8.48343E-07,0.08
1007,영화금속,1.09617625,8.40945E-07,0.15
1008,KTis,1.095858,8.40701E-07,0.14
1009,한국석유,1.07847,8.27362E-07,0.16
1010,유유제약,1.0731425,8.23275E-07,0.15
1011,디티앤씨,1.0693542,8.20369E-07,0.14
1012,코오롱인더우,1.064136,8.16365E-07,0.18
1013,우리들제약,1.0518781,8.06962E-07,0.14
1014,진원생명과학,1.0461569,8.02572E-07,0.2
1015,DSR제강,1.0368995,7.95471E-07,0.16
1016,에스에이엠티,1.030772,7.9077E-07,0.05
1017,일성건설,1.0185019,7.81357E-07,0.15
1018,에넥스,0.96292125,7.38717E-07,0.14
1019,평화산업,0.9573336,7.34431E-07,0.14
1020,고려개발,0.9554415,7.32979E-07,0.07
1021,삼정펄프,0.9542925,7.32098E-07,0.12
1022,화신,0.908079,6.96644E-07,0.08
1023,태경화학,0.9031575,6.92869E-07,0.15
1024,세아특수강,0.852192,6.5377E-07,0.07
1025,까뮤이앤씨,0.8513445,6.5312E-07,0.15
1026,STX엔진,0.8385504,6.43305E-07,0.05
1027,혜인,0.81428365,6.24688E-07,0.15
1028,문배철강,0.7790592,5.97665E-07,0.15
1029,진양산업,0.7702296,5.90891E-07,0.15
1030,동일산업,0.749805,5.75222E-07,0.05
1031,디아이티,0.7443108,5.71007E-07,0.05
1032,카리스국보,0.72852765,5.58899E-07,0.12
1033,한국특수형강,0.7238993,5.55348E-07,0.14
1034,세우글로벌,0.699883,5.36924E-07,0.12
1035,동양네트웍스,0.69324696,5.31833E-07,0.13
1036,오리엔트바이오,0.68676465,5.2686E-07,0.1
1037,형지엘리트,0.6823055,5.23439E-07,0.15
1038,대한화섬,0.67483,5.17704E-07,0.06
1039,롯데칠성우,0.6137,4.70808E-07,0.11
1040,한국종합기술,0.61202525,4.69523E-07,0.14
1041,덕양산업,0.60824475,4.66623E-07,0.15
1042,동양고속,0.6052225,4.64304E-07,0.08
1043,한솔로지스틱스,0.60084505,4.60946E-07,0.14
1044,우진플라임,0.5955006,4.56846E-07,0.17
1045,대교우B,0.5927584,4.54742E-07,0.07
1046,STX중공업,0.5836883,4.47784E-07,0.07
1047,휴온스글로벌,0.5732965,4.39812E-07,0
1048,흥아해운,0.55802734,4.28098E-07,0.1
1049,크리스에프앤씨,0.545381,4.18396E-07,0.02
1050,호텔신라우,0.53958,4.13946E-07,0.14
1051,미래산업,0.48769903,3.74144E-07,0.04
1052,참엔지니어링,0.4619359,3.5438E-07,0.06
1053,국동,0.46185295,3.54316E-07,0.14
1054,영풍제지,0.4585903,3.51813E-07,0.07
1055,디바이스이엔지,0.442677,3.39605E-07,0
1056,라이온켐텍,0.43245,3.31759E-07,0
1057,에이엔피,0.4301255,3.29976E-07,0.15
1058,대주전자재료,0.430048,3.29917E-07,0.02
1059,코윈테크,0.4237775,3.25106E-07,0
1060,DI동일,0.41496,3.18342E-07,0
1061,성창기업지주,0.4010574,3.07676E-07,0.04
1062,TCC스틸,0.3886608,2.98166E-07,0
1063,한솔PNS,0.32394185,2.48516E-07,0.09
1064,삼아알미늄,0.3112518,2.38781E-07,0.06
1065,한국전자홀딩스,0.27966149,2.14546E-07,0.08
1066,태원물산,0.2790372,2.14067E-07,0.09
1067,씨아이에스,0.2619225,2.00937E-07,0.02
1068,엔케이,0.2611882,2.00374E-07,0.03
1069,유니온머티리얼,0.2511512,1.92674E-07,0.03
1070,피앤이솔루션,0.249116,1.91112E-07,0.02
1071,삼지전자,0.2099856,1.61093E-07,0.01
1072,미래컴퍼니,0.20519,1.57414E-07,0
1073,상신이디피,0.188925,1.44936E-07,0.02
1074,신영증권우,0.174768,1.34075E-07,0
1075,케이비아이동국실업,0.16228268,1.24497E-07,0.03
1076,DRB동일,0.1616924,1.24044E-07,0.02
1077,비상교육,0.1614606,1.23867E-07,0.02
1078,디에이테크놀로지,0.1600749,1.22803E-07,0.02
1079,넥센타이어1우B,0.1496056,1.14772E-07,0.07
1080,한익스프레스,0.1342404,1.02984E-07,0.03
1081,대림B&Co,0.11189,8.58378E-08,0.02
1082,이화산업,0.111755,8.57343E-08,0.03
1083,대보마그네틱,0.109556,8.40473E-08,0.01
1084,성안,0.1062006,8.14731E-08,0.03
1085,금비,0.097002,7.44163E-08,0.02
1086,엘브이엠씨홀딩스,0.0958464,7.35298E-08,0
1087,고려산업,0.0938784,7.202E-08,0.01
1088,MH에탄올,0.089951,6.9007E-08,0.02
1089,이노메트리,0.07191,5.51667E-08,0.01
1090,이노메트리,0.07191,5.51667E-08,0
1091,대림통상,0.0121128,9.29249E-09,0
1092,씨아이테크,0.011908,9.13537E-09,0
1093,MTRON,0,0,0
