,0,1,2,3,4,5,6,7,8,C/M
0,005930,삼성전자,37450.0,91000.0,53431.178395323455,9463.240668042401,82800.0,0.6453040869000417,0.9990436507305069,1.5496570071388702
1,000660,SK하이닉스,47550.0,148500.0,81143.9672801636,16696.98930341378,140500.0,0.5775371336666448,0.9998109344922492,1.7314903955200935
2,005380,현대차,65900.0,267500.0,143343.39008609386,33012.00620983525,234000.0,0.6125785901115122,0.9969852324689731,1.632443601755593
3,005935,삼성전자우,30450.0,81000.0,44985.44745242914,9383.37722739054,73800.0,0.6095589085695006,0.9989325991272469,1.6405305310798886
4,015760,한국전력,16250.0,48750.0,30098.261758691206,7544.724515129854,24750.0,1.2160913841895438,0.2392012239177761,0.8223066234997163
5,035420,NAVER,106856.59192359929,399500.0,183894.92784605993,66137.4366872975,385500.0,0.47702964421805427,0.9988492027018075,2.096305779149632
6,005490,POSCO,138000.0,395000.0,265913.5991820041,56536.642669246015,306000.0,0.8689986901372684,0.7608483050552381,1.1507497207412802
7,028260,삼성물산,75617.362783359,153500.0,118349.55441969719,16662.524670724277,124000.0,0.954431890481429,0.632736947942667,1.0477436996531893
8,012330,현대모비스,129356.00061751335,361996.2497900955,236709.91104989627,32743.100008018584,303500.0,0.7799338090606137,0.9793159607710737,1.2821600863853353
9,055550,신한지주,20731.727818332572,50853.03871516699,38535.494458964145,6342.498712854019,35200.0,1.0947583653114814,0.29948024751611046,0.913443579593456
10,032830,삼성생명,31900.0,137500.0,87837.47443762781,25090.818031709718,78900.0,1.1132759751283625,0.3608435298334456,0.8982498700600257
11,105560,KB금융,26050.0,68980.05078450646,48234.72955720448,8648.617644469161,51200.0,0.94208456166415,0.6341483421850629,1.0614758384677752
12,017670,SK텔레콤,165500.0,289500.0,245069.52965235175,20557.22651301758,256500.0,0.9554367627771998,0.7109054201698457,1.0466417443403233
13,051910,LG화학,230000.0,1028000.0,423660.02044989774,170597.88956806104,891000.0,0.47548823843984034,0.9969226543225057,2.103101442174835
14,090430,아모레퍼시픽,120500.0,361000.0,226277.6073619632,63450.92059264767,227500.0,0.9946268455470909,0.5076852146173589,1.0054021812069165
15,034730,SK,107000.0,355000.0,254613.49693251535,36174.28247003093,248000.0,1.0266673263407877,0.4274683846517746,0.9740253481759914
16,000270,기아차,21500.0,101500.0,39722.08588957055,12018.936693712854,85800.0,0.4629613740043188,0.9999369045336309,2.160007413470894
17,096770,SK이노베이션,57300.0,317500.0,175630.77709611453,38205.68510335057,215500.0,0.8149920050863784,0.8516512446863056,1.227005901602695
18,009540,한국조선해양,66300.0,192756.80895553617,113398.47925224471,18341.97331894015,121500.0,0.933320816890903,0.6706443027664345,1.0714429399862955
