,Code,Name,Min,Max,Mean,Std,Current,M/C,Cdf,C/M,Max/Current
509,143210,핸즈코퍼레이션,5290.0,9580.0,6740.187667560322,852.916386602857,5540.0,1.2166403732058342,0.07969034939554215,0.8219355711211612,1.7292418772563176
463,011150,CJ씨푸드,3410.0,6080.0,4495.1206434316355,512.1776971623741,3780.0,1.1891853554051945,0.08132180650778176,0.8409118018942195,1.6084656084656084
261,024720,한국콜마홀딩스,18540.849285603126,32550.0,26658.746670104003,3243.7256601306176,22200.0,1.2008444445992794,0.08463150366948469,0.8327473258484358,1.4662162162162162
776,030790,비케이탑스,2334.285603952028,15897.670354360385,7650.094008620232,3401.6857165022016,2980.0,2.5671456404765878,0.08489538867144591,0.3895376967449151,5.334788709516908
888,326030,SK바이오팜,91400.0,217000.0,139632.73273273272,30286.748723370256,98500.0,1.4175911952561697,0.08721441001414698,0.7054219886144907,2.203045685279188
186,018250,애경산업,20100.0,29600.0,24421.447721179626,1997.534379527418,21800.0,1.1202498954669553,0.09470242922084121,0.892657972160014,1.3577981651376148
175,003230,삼양식품,80200.0,137000.0,99362.7345844504,14380.115453602419,80500.0,1.234319684278887,0.0948067316059315,0.8101628878941673,1.7018633540372672
841,004105,태양금속우,2660.0,4420.0,3342.0107238605897,368.81946933419675,2860.0,1.1685352181330733,0.09562308047009654,0.8557722390238816,1.5454545454545454
298,009290,광동제약,6270.0,12250.0,8952.8418230563,986.8637022650496,7670.0,1.1672544749747458,0.0968145492061564,0.856711215454227,1.5971316818774446
158,003520,영진약품,4455.0,11650.0,6462.962466487936,1212.8082154259398,4895.0,1.3203191964224588,0.09803384409872712,0.7573926083250196,2.379979570990807
915,323410,카카오뱅크,55300.0,92000.0,70080.0,10263.755548828201,57200.0,1.2251748251748251,0.10475729921615679,0.8162100456621005,1.6083916083916083
912,38380K,LX홀딩스1우,13300.0,27900.0,17148.64864864865,2930.9125127250313,13500.0,1.2702702702702704,0.1065870362050067,0.7872340425531914,2.066666666666667
844,001745,SK네트웍스우,75600.0,321000.0,121764.51612903226,30348.895352078027,84100.0,1.447853937324997,0.10729352033318629,0.6906774048268737,3.816884661117717
917,259960,크래프톤,405515.0627970172,508946.9754248385,477800.3348780871,21721.464167581566,451000.0,1.059424245849417,0.10863535323162232,0.9439089240384788,1.1284855330927683
922,271940,일진하이솔루스,59600.0,91600.0,74690.69767441861,7080.819630842059,66000.0,1.131677237491191,0.1098441106139893,0.8836441759815674,1.387878787878788
331,002100,경농,11444.444444444445,20611.11111111111,14861.706881143877,1458.0723072550177,13100.0,1.1344814413086928,0.11347674195412666,0.8814599900783213,1.573367260390161
573,006980,우성,28600.0,45700.0,33219.80609418282,3140.046393158066,29450.0,1.1280069981046799,0.11496145719070372,0.8865193227349103,1.5517826825127334
202,115390,락앤락,10000.0,16600.0,12304.647628768602,1630.4195211395713,10350.0,1.1888548433592852,0.11529085008413598,0.8411455827309852,1.603864734299517
847,004415,서울식품우,3460.0,7780.0,5095.227882037533,737.9468859832191,4215.0,1.2088322377313245,0.11647257137197253,0.8272446488329511,1.8457888493475683
264,271980,제일약품,27000.0,105500.0,47874.932975871314,12234.792307376347,33300.0,1.4376856749510905,0.11677393276317288,0.6955623314769549,3.1681681681681684
874,016385,KG동부제철우,63700.0,202000.0,120619.5710455764,21770.977223769012,94800.0,1.2723583443626203,0.11781847772627241,0.7859421085503577,2.130801687763713
40,271560,오리온,108500.0,158000.0,126603.21715817695,8959.628109393243,116000.0,1.0914070444670427,0.11831663544134186,0.9162484382610168,1.3620689655172413
155,285130,SK케미칼,78732.94413701998,462106.42973822006,286207.5994370001,95391.24070124586,174000.0,1.6448712611321845,0.1197398467004947,0.6079503141854932,2.655784078955288
39,180640,한진칼,49543.93572993059,87773.06356371945,65704.23718856943,7833.453963770754,56500.0,1.1629068528950341,0.11999917657446729,0.8599141001796655,1.5535055498003443
834,012205,계양전기우,6790.0,10000.0,7900.29490616622,637.2396528482476,7160.0,1.1033931433193045,0.12267433638541747,0.906295282016825,1.3966480446927374
534,163560,동일고무벨트,7109.784172661871,13551.79856115108,9231.76741180782,950.6704011225512,8130.0,1.1355187468398302,0.12324086658856231,0.8806547692700086,1.6668878919005017
197,007570,일양약품,28350.0,97600.0,51868.76675603217,18972.342889363455,29900.0,1.734741363077999,0.12344499230975636,0.5764548083557959,3.2642140468227425
96,004370,농심,273500.0,391500.0,311533.51206434314,29817.244915529613,277500.0,1.1226432867183536,0.12685099404441047,0.8907548923426448,1.4108108108108108
126,009420,한올바이오파마,18700.0,41350.0,27481.099195710456,5855.134969319748,20950.0,1.3117469783155349,0.13232922290310917,0.7623421410767333,1.973747016706444
842,002995,금호건설우,27400.0,53100.0,34852.144772117965,3916.9617656556657,30500.0,1.1426932712169824,0.13326218397808115,0.8751254822171025,1.740983606557377
699,005360,모나미,3170.0,9690.0,5641.139410187668,1029.1392174529408,4505.0,1.2521952075888274,0.13480295178340274,0.7985975301131814,2.150943396226415
528,152550,한국ANKOR유전,1550.0,1785.0,1654.5710455764074,58.751146575227196,1590.0,1.0406107204883066,0.13587090918774464,0.9609741474994127,1.1226415094339623
918,372910,한컴라이프케어,7780.0,13350.0,9639.814814814816,1693.540993638734,7780.0,1.2390507474055032,0.13606269538084653,0.8070694457785035,1.7159383033419022
143,161890,한국콜마,39800.0,61800.0,50072.38605898123,5576.576052939091,43950.0,1.1393034370644193,0.1361294351702637,0.8777292927129626,1.4061433447098977
291,081000,일진다이아,23300.0,67400.0,46240.88471849866,8375.93743879513,37200.0,1.2430345354435124,0.14020744273296248,0.8044828775760456,1.8118279569892473
895,36328K,티와이홀딩스우,21100.0,45500.0,26067.753623188404,3045.233537690949,22800.0,1.1433225273328247,0.1416194962159622,0.8746438350452417,1.9956140350877194
190,005180,빙그레,55000.0,68200.0,59583.10991957105,3438.1257367890476,55900.0,1.0658874761998398,0.14202735890052826,0.9381853360030596,1.220035778175313
305,002150,도화엔지니어링,7250.0,10100.0,8361.528150134049,613.2493856639954,7710.0,1.0845042996282812,0.14402262612837802,0.9220802539397535,1.3099870298313878
506,000215,DL우,37000.0,127559.50809998132,67560.40089099178,26049.925258481933,39900.0,1.6932431301000446,0.14415810068911333,0.5905826412187571,3.1969801528817374
290,000140,하이트진로홀딩스,13550.0,24250.0,16737.2654155496,2250.213257948441,14350.0,1.166359959271749,0.14436624357838712,0.8573682524427358,1.6898954703832754
42,002790,아모레G,43550.0,79600.0,58098.79356568365,8214.601796824274,49400.0,1.176088938576592,0.14481291148259762,0.8502758313587145,1.611336032388664
897,339770,교촌에프앤비,17350.0,31000.0,19622.633744855968,1838.8209418570236,17700.0,1.1086233754155914,0.1478775759133258,0.9020195876937273,1.7514124293785311
65,000210,DL,44947.613853941926,161745.50307684467,101526.1166605517,36017.34511859884,63900.0,1.5888281167535478,0.14808854852787573,0.6293947025832471,2.531228530154064
457,044820,코스맥스비티아이,15050.0,26000.0,18328.016085790885,2091.807324172325,16150.0,1.1348616771387545,0.1488884509052466,0.8811646565784372,1.609907120743034
742,090370,메타랩스,717.5734325911833,1468.9631706253203,1097.5649797504889,102.15037149735363,997.0,1.1008675824979828,0.16243982344947977,0.9083744638305147,1.4733833205870817
846,007575,일양약품우,18650.0,144500.0,58968.64864864865,29906.506362832606,29550.0,1.995554945808753,0.1626346582421705,0.5011137388626113,4.890016920473773
887,145210,다이나믹디자인,286.51724471541166,984.4174968778359,620.9771613922002,134.88602892296868,489.0,1.2698919455873214,0.16392970458462375,0.7874685743734698,2.013123715496597
594,010600,웰바이오텍,1555.7191672976323,3941.7599061060196,2242.4024127697867,581.3519932713094,1675.0,1.3387477091162905,0.16453101008767862,0.7469667310654833,2.3532894961826982
461,004310,현대약품,4615.0,9920.0,6615.174262734585,858.0144208768211,5780.0,1.1444938170821082,0.1651821838438089,0.8737487132516838,1.7162629757785468
785,003680,한성기업,4770.0,19000.0,9354.075067024129,2954.8902904775327,6510.0,1.436877890479897,0.1678998325009302,0.695953362930523,2.9185867895545314
306,002780,진흥기업,1910.0,3965.0,2475.7640750670244,352.46752019434547,2140.0,1.1568991004986096,0.1703938610338862,0.8643796157927792,1.852803738317757
428,063160,종근당바이오,30200.0,102000.0,54106.70241286863,13827.081912110545,41200.0,1.3132694760405008,0.17529733104087653,0.7614583436561655,2.4757281553398056
144,019170,신풍제약,18950.0,198000.0,85548.9218328841,38115.10906943538,50000.0,1.710978436657682,0.17549449123660132,0.5844609017711844,3.96
575,019175,신풍제약우,34950.0,243500.0,106696.7741935484,44427.106357757955,65400.0,1.6314491466903425,0.1763046425681271,0.6129519893578425,3.723241590214067
87,081660,휠라홀딩스,30300.0,59300.0,43245.04021447721,6804.897889067588,37000.0,1.1687848706615462,0.1793808392672932,0.855589446014978,1.6027027027027028
415,214390,경보제약,7820.0,19400.0,12005.281501340483,2305.6009965929084,9910.0,1.2114310293986361,0.18173342738642007,0.8254700232471409,1.9576185671039354
227,001820,삼화콘덴서,48800.0,79500.0,60714.209115281505,6485.052020519298,54900.0,1.1059054483657833,0.1849780738803407,0.9042364349300551,1.4480874316939891
78,000080,하이트진로,30350.0,46500.0,36389.544235924935,3310.639504915276,33450.0,1.087878751447681,0.18729504462690855,0.9192200864933362,1.390134529147982
249,084680,이월드,2052.8431414839547,3320.261406390058,2612.7224355389317,251.03831911353174,2390.0,1.0931893035727747,0.18748428804337652,0.9147546511219857,1.3892307139707354
141,185750,종근당,89077.78127075566,248655.62472371367,145222.9121698882,30345.911868254538,118500.0,1.2255098073408288,0.18926448352585595,0.8159869419322306,2.09835970230982
223,007460,에이프로젠 MED,1512.339872595864,2827.2229072266896,2063.037850606787,313.9353122554829,1790.0,1.1525351120708307,0.1922249518325705,0.8676525248790369,1.579454138115469
281,005500,삼진제약,23450.0,31200.0,26982.975871313673,1532.6898457922712,25650.0,1.051967870226654,0.19223298637401837,0.9505993750403641,1.2163742690058479
920,139990,아주스틸,16850.0,33500.0,22236.274509803923,4861.255788696708,18050.0,1.2319265656401066,0.19457748551108117,0.8117366959128786,1.8559556786703602
123,016380,KG동부제철,7760.0,24050.0,13619.276139410187,3366.1262892303107,10750.0,1.2669094083172268,0.1969968767698156,0.7893224199260235,2.2372093023255815
837,001515,SK증권우,2490.0,9840.0,5134.717741935484,1166.9173403224804,4145.0,1.2387738822522276,0.1981779829968554,0.8072498252723004,2.37394451145959
661,010660,화천기계,2300.0,4170.0,2936.6890080428952,395.2322915885491,2605.0,1.1273278341815336,0.20067139689439717,0.8870534104447296,1.600767754318618
437,011390,부산산업,107500.0,164000.0,131077.74798927613,12120.335851426462,121000.0,1.083287173465092,0.2028528652395752,0.9231162562382395,1.3553719008264462
831,000885,한화우,23000.0,89500.0,45999.86559139785,9322.712678185402,38300.0,1.201040877059996,0.20442319355160515,0.8326111284803894,2.3368146214099217
295,226320,잇츠한불,12000.0,36350.0,25186.86327077748,4796.491669833456,21250.0,1.1852641539189404,0.20588586534234704,0.8436937847935537,1.7105882352941177
662,085310,엔케이,876.0,1555.0,1186.3619302949062,149.45478097924558,1065.0,1.1139548641266726,0.2083868929865243,0.8977024403802826,1.460093896713615
905,378850,화승알앤에이,5230.0,7800.0,6066.172839506173,427.1182299590076,5720.0,1.0605197271863938,0.20883079453467646,0.9429338977531749,1.3636363636363635
322,012610,경인양행,6143.876067136078,9915.75676957539,7272.945523998248,723.2761384697135,6710.0,1.0838965013410207,0.21818805896399862,0.9225973132700197,1.4777580878651848
866,001065,JW중외제약우,25346.349007809065,99054.6972718975,45571.40736984911,15087.739654732353,33950.0,1.342309495430018,0.22057431302355407,0.7449846726143013,2.917664131720103
919,089860,롯데렌탈,35800.0,55500.0,43327.88461538462,5055.315717740405,39450.0,1.0982987228234378,0.22151385763277232,0.9104991012183483,1.4068441064638784
173,057050,현대홈쇼핑,57900.0,94500.0,75830.56300268097,8398.25435998929,69400.0,1.0926594092605326,0.22192671765835648,0.9151982690349587,1.361671469740634
858,014915,성문전자우,7720.0,15850.0,10340.241286863271,1780.1861071339558,8990.0,1.1501936915309534,0.22408087798807358,0.8694187834302589,1.7630700778642936
749,28513K,SK케미칼우,30800.0,232500.0,140564.24731182796,46983.37434593843,105500.0,1.3323625337614025,0.22773953839505678,0.750546472645769,2.203791469194313
856,010145,삼성중공우,50800.0,744000.0,328669.5530726257,105834.14218965912,250500.0,1.3120541040823381,0.23007365457430817,0.7621636919457743,2.970059880239521
604,005110,한창,562.5593530698312,1790.0,1233.7668140365597,251.75806527227886,1050.0,1.1750160133681522,0.23271521269655693,0.8510522313083433,1.7047619047619047
867,002785,진흥기업우B,4815.0,14000.0,6863.297587131367,1595.876191036704,5710.0,1.2019785616692413,0.23494022028555134,0.8319615939000238,2.4518388791593697
924,003280,흥아해운,2009.0787541934249,5718.912295352571,3702.6541424007683,702.9853419666265,3195.0,1.158890185414951,0.23510406938848133,0.8628945283904886,1.7899568999538564
716,013000,세우글로벌,1685.0,6490.0,2728.8008130081303,786.0969749592939,2165.0,1.2604160799113766,0.23662061621359615,0.7933887990942743,2.9976905311778292
307,249420,일동제약,12600.0,23300.0,16271.17962466488,1850.3579143497163,14950.0,1.088373219041129,0.2376095672231065,0.9188024682204262,1.5585284280936456
486,009460,한창제지,1840.0,2985.0,2272.024128686327,220.2750405794151,2115.0,1.0742430868493271,0.23796779344660068,0.930888001274389,1.4113475177304964
826,005257,녹십자홀딩스2우,16700.0,259000.0,101319.32432432432,51191.914120864276,65000.0,1.5587588357588358,0.23901523723633483,0.6415360587278913,3.9846153846153847
330,011280,태림포장,3135.0,7350.0,4735.308310991957,827.6364513172564,4150.0,1.1410381472269777,0.23971966811386658,0.876394888663681,1.7710843373493976
478,248170,샘표식품,30250.0,65600.0,49168.76675603217,5873.24639413363,45100.0,1.0902165577834184,0.24422920307221557,0.9172489565129676,1.4545454545454546
382,101530,해태제과식품,7430.0,10900.0,8797.98927613941,777.0318352570692,8260.0,1.0651318736246258,0.2443542195868761,0.9388508829399845,1.3196125907990315
268,213500,한솔제지,12800.0,18150.0,14773.860589812333,1263.8667846453434,13900.0,1.0628676683318226,0.24465136196089998,0.9408508978069737,1.3057553956834533
333,078520,에이블씨엔씨,7070.0,12300.0,8260.965147453084,878.3853903289403,7670.0,1.0770489110108323,0.25054181185335545,0.9284629414475519,1.6036505867014341
216,012630,HDC,8360.0,15250.0,11160.29490616622,1322.6737212977423,10300.0,1.0835237772976913,0.25771012346142047,0.9229146798181027,1.4805825242718447
239,108670,LX하우시스,52700.0,109500.0,76808.04289544236,14062.676127576955,67700.0,1.1345353455752194,0.25859760846497826,0.8814181099778705,1.617429837518464
140,009410,태영건설,9330.0,42423.605812145055,16424.6431123306,8713.720827981122,10800.0,1.5208002881787592,0.25930397640579134,0.6575485340008412,3.92811164927269
112,031430,신세계인터내셔날,135500.0,236000.0,180099.19571045577,25055.896101694434,164000.0,1.098165827502779,0.2602641597199462,0.9106092859163106,1.4390243902439024
645,005320,국동,1424.4655787804554,3885.1748437927745,2833.582141822277,567.2109742966546,2470.0,1.1471992477013269,0.26076139457306136,0.8716881587951929,1.5729452808877629
654,026940,부국철강,3680.0,8430.0,4934.209115281501,811.5712917110803,4420.0,1.1163369039098419,0.2631719378041749,0.8957869228345088,1.907239819004525
103,006280,녹십자,141500.0,505000.0,307160.85790884716,83465.60763168582,255000.0,1.2045523839562633,0.26600576530493825,0.8301839034310603,1.9803921568627452
63,128940,한미약품,232383.8665962593,418500.0,306520.94097122125,40408.881629937336,281500.0,1.088884337375564,0.2678942500736229,0.9183711856947143,1.4866785079928952
33,011170,롯데케미칼,165000.0,328000.0,247262.7345844504,45320.4021329378,219500.0,1.1264817065350816,0.27007439679680123,0.8877196977089635,1.4943052391799545
325,000020,동화약품,9710.0,30300.0,17137.69436997319,3734.5540740690362,14850.0,1.1540534929274875,0.2700787045433678,0.8665109599584505,2.04040404040404
747,33637L,솔루스첨단소재2우B,23450.0,57200.0,32823.056300268094,4901.4458355754405,29900.0,1.097761080276525,0.27546532991533995,0.9109450298129543,1.9130434782608696
9,028260,삼성물산,98200.0,153500.0,123714.13335679696,12946.280564675943,116000.0,1.06650114962756,0.27563534300063475,0.9376454965371736,1.3232758620689655
833,009835,한화솔루션우,9430.0,89800.0,50303.3423180593,18603.235395411633,39250.0,1.281613817020619,0.27620176132477725,0.7802662445733539,2.2878980891719745
719,000105,유한양행우,46150.0,76500.0,61905.764075067025,4927.221704889687,59000.0,1.049250238560458,0.27768355196476824,0.9530614940550044,1.2966101694915255
234,006120,SK디스커버리,25700.0,81300.0,55079.62466487935,12415.840357955183,47800.0,1.1522934030309488,0.27883108150998565,0.8678345266662448,1.700836820083682
651,012280,영화금속,1281.1011925290813,2955.0,1965.0710071880903,370.8130757250531,1750.0,1.1228977183931945,0.28095783332100877,0.8905530607284032,1.6885714285714286
629,020760,일진디스플,2201.522268905393,5742.030096883843,3761.199803854072,882.1263140176743,3250.0,1.1572922473397145,0.2811230156208703,0.8640859750842671,1.7667784913488747
381,079430,현대리바트,10900.0,22200.0,17198.927613941018,1811.4069348039525,16150.0,1.0649490782626017,0.2812716784736429,0.9390120339194414,1.3746130030959753
241,017810,풀무원,12240.490638879164,22999.998189952283,17680.222208673396,1702.121980305379,16700.0,1.0586959406391254,0.28234731294240956,0.9445582641946363,1.3772454005959451
174,006650,대한유화,106500.0,393500.0,222217.1581769437,71993.80966122531,181000.0,1.227719105949965,0.28348834021955993,0.8145185614149385,2.1740331491712706
76,004170,신세계,200500.0,322000.0,251347.18498659518,31516.90489996999,233500.0,1.0764333404136839,0.28560396898474144,0.9289938934961733,1.3790149892933619
275,281820,케이씨텍,17498.400215209258,32950.0,24867.224226037226,3935.8091259509174,22650.0,1.0978906943062794,0.28659948603830787,0.9108374860867791,1.4547461368653423
817,009415,태영건설우,10650.0,63831.82479330211,16889.328839487447,7332.560944946326,12800.0,1.3194788155849568,0.28852651029159276,0.7578749944209417,4.986861311976727
811,006125,SK디스커버리우,16300.0,75500.0,45427.15053763441,12381.488419028577,38550.0,1.1783956040890897,0.2892975154855039,0.8486114480824196,1.9584954604409857
607,010820,퍼스텍,1834.1457666912324,3755.863479802736,2346.658182945287,265.80971224441475,2200.0,1.066662810429676,0.2905628218894002,0.9375033892830456,1.7072106726376073
232,064960,SNT모티브,34500.0,79200.0,55238.33780160858,9317.38702604492,50100.0,1.1025616327666383,0.2906528807208435,0.906978775862822,1.5808383233532934
