,Code,Name,Min,Max,Mean,Std,Current,M/C,Cdf,C/M,Max/Current
544,027740,마니커,1815.0,3985.000080313357,3385.0000678951137,488.952099806572,1815.0,1.8650138115124593,0.0006614879446889555,0.5361890586692416,2.195592330751161
705,009310,참엔지니어링,1150.0,1780.0,1511.3045077656873,130.71830544354145,1150.0,1.314177832839728,0.0028549364335455894,0.7609320253402541,1.5478260869565217
10,051900,LG생활건강,1171000.0,1770000.0,1530550.6072874493,116666.41900221519,1229000.0,1.2453625771256707,0.004872834996972874,0.8029790025552447,1.4401952807160292
303,293480,하나제약,19900.0,24382.5643762154,22163.13756868363,890.9642687391951,19900.0,1.1137255059640014,0.00554105258501474,0.8978873112315366,1.2252544912671055
849,008355,남선알미우,23300.0,58500.0,40588.663967611334,6864.71870085787,23300.0,1.7420027453910443,0.005893111264069719,0.5740519081532907,2.5107296137339055
108,007310,오뚜기,472500.0,601000.0,545609.3117408907,29087.829473993308,472500.0,1.1547287020971233,0.00597870625716689,0.8660042815112176,1.271957671957672
66,000120,CJ대한통운,142000.0,189500.0,169137.65182186235,9805.283095223012,144500.0,1.170502780774134,0.005990702318523045,0.8543337242980588,1.3114186851211074
126,003000,부광약품,12450.0,32025.2657298732,21063.32938446558,3161.314198724819,13300.0,1.5837089762756074,0.007029966737807282,0.6314291419574385,2.4079147165318195
218,001060,JW중외제약,22450.0,35449.60976189055,29395.76220817717,2697.6891012221304,22800.0,1.2892878161481214,0.007243259547852165,0.7756220042376587,1.5548074456969538
266,008350,남선알미늄,2870.0,5090.0,3991.821862348178,467.42996589438906,2870.0,1.390878697682292,0.008198017709485752,0.7189699588226942,1.7735191637630663
32,011170,롯데케미칼,219500.0,328000.0,275153.8461538461,23282.041811647978,219500.0,1.2535482740494128,0.008414569584974345,0.7977355325691922,1.4943052391799545
856,001745,SK네트웍스우,83500.0,135000.0,111610.12145748988,11514.851614708952,84100.0,1.3271120268429237,0.008444873264119383,0.7535158899726854,1.6052318668252081
534,000520,삼일제약,7770.0,11127.42933718679,9582.188025754685,686.0653909233869,8000.0,1.1977735032193357,0.010550380208858333,0.8348823857868231,1.3909286671483487
230,008490,서흥,46200.0,58400.0,52476.113360323885,2725.7311011685815,46200.0,1.13584660953082,0.0106522816647297,0.8804005678311321,1.2640692640692641
597,020760,일진디스플,3250.0,5742.030096883843,4310.402350060677,470.18394622424415,3250.0,1.326277646172516,0.012057486040386447,0.7539899378428675,1.7667784913488747
231,002320,한진,33200.0,51100.0,42154.166801473824,3983.5818745444803,33200.0,1.2697038193215007,0.012295502183829616,0.7875852500265582,1.5391566265060241
37,086280,현대글로비스,158500.0,227500.0,190253.03643724698,11938.5171592657,163500.0,1.1636271341727644,0.012516240444691825,0.8593818162472734,1.3914373088685015
546,004840,DRB동일,5510.0,8540.0,6974.858299595142,611.5825467969883,5630.0,1.2388735878499364,0.013939642523286588,0.8071848571212974,1.5168738898756662
740,003680,한성기업,6090.0,9930.0,8142.186234817814,752.8024050908462,6510.0,1.2507198517385274,0.015073753998226792,0.7995395600461435,1.5253456221198156
99,009240,한샘,89600.0,146500.0,108346.15384615384,8654.542922404818,89600.0,1.209220467032967,0.015153766398103254,0.8269790557330494,1.6350446428571428
162,005690,파미셀,12050.0,23350.0,16801.012145748988,2178.728695247336,12200.0,1.3771321430941794,0.01735233757479619,0.7261467281949949,1.9139344262295082
355,234080,JW생명과학,14550.0,23050.0,19055.28455284553,1807.640394616752,15250.0,1.249526855924297,0.017640802430193246,0.8003029268708934,1.5114754098360657
51,006280,녹십자,252000.0,505000.0,354026.3157894737,47466.48706292676,255000.0,1.3883384932920537,0.01847860469300454,0.7202854381922248,1.9803921568627452
295,322000,현대에너지솔루션,21600.0,43850.0,32779.14979757085,5360.132158248734,21600.0,1.5175532313690208,0.018506943770208763,0.6589554681372701,2.0300925925925926
476,011150,CJ씨푸드,3610.0,5580.0,4633.744939271255,409.8649437045616,3780.0,1.22585844954266,0.01862602748833345,0.815754869881655,1.4761904761904763
206,170900,동아에스티,72097.61777003645,99696.70584844153,83460.55795773877,4932.231466002979,73200.0,1.14017155679971,0.01874867008230394,0.8770609949320693,1.3619768558530263
6,068270,셀트리온,200500.0,394908.663294743,286228.71981423034,37202.200581688834,209000.0,1.3695154058097145,0.01895076534591948,0.7301852872613421,1.8895151353815454
708,084670,동양고속,20750.0,27800.0,23996.55870445344,1588.6917137623575,20750.0,1.1564606604555876,0.020499392677769908,0.8647073213939245,1.3397590361445784
260,001630,종근당홀딩스,81500.0,137500.0,104536.84210526316,11296.116811887767,81500.0,1.2826606393283824,0.02070708520647894,0.7796294431577887,1.687116564417178
234,018250,애경산업,21800.0,29600.0,25155.263157894737,1648.5003753038636,21800.0,1.1539111540318687,0.020908202688714093,0.8666178470551312,1.3577981651376148
741,033250,체시스,1241.25,1916.25,1604.7722672064776,141.86880608635337,1320.0,1.2157365660655133,0.02235923484712231,0.8225466173451529,1.4517045454545454
509,021050,서원,2005.0,3535.0,2671.3562753036435,300.9562716242555,2070.0,1.2905102779244655,0.022850109951623048,0.7748872807183723,1.7077294685990339
259,003060,에이프로젠제약,999.0,1494.9999962491447,1202.202428471776,102.61178384405349,1000.0,1.202202428471776,0.024387251365616747,0.8318066710871537,1.4949999962491447
117,006260,LS,55800.0,78500.0,68176.11336032388,4048.8425872143125,60200.0,1.1324935774140181,0.024420693143899032,0.8830072151785979,1.303986710963455
675,013000,세우글로벌,2165.0,6490.0,3299.4583333333335,580.3471852194658,2165.0,1.5239992301770593,0.025303782544717622,0.6561683104549989,2.9976905311778292
52,285130,SK케미칼,174000.0,462106.42973822006,307659.6578020756,68476.82157184569,174000.0,1.768158952885492,0.025475256110247816,0.5655600127850956,2.655784078955288
197,071840,롯데하이마트,27150.0,43400.0,35197.36842105263,4159.974685993222,27150.0,1.2964039934089369,0.026527355942939437,0.7713644859813084,1.598526703499079
269,024720,한국콜마홀딩스,21550.0,32550.0,27321.052631578947,2654.9926326324294,22200.0,1.2306780464675202,0.026875442710078773,0.8125602003467539,1.4662162162162162
484,214420,토니모리,6190.0,10650.944931115959,8159.945303967615,824.4980486708465,6580.0,1.2401132680801845,0.027666570072713424,0.8063779541268008,1.6186846399872277
364,004710,한솔테크닉스,6460.0,11650.0,9059.838056680162,1317.0387354130182,6540.0,1.3852963389419208,0.027857362342005497,0.721867207679039,1.7813455657492354
20,018260,삼성에스디에스,150000.0,219500.0,181801.6194331984,13002.623148768447,157000.0,1.1579720983006268,0.028232334647408895,0.8635786660728203,1.3980891719745223
690,030790,비케이탑스,2650.0,15897.670354360385,9135.837495576732,3253.386419885606,2980.0,3.0657172803948765,0.029236678550000447,0.3261879385926924,5.334788709516908
904,950210,프레스티지바이오파마,22400.0,50000.0,30786.216216216217,4466.020473087865,22400.0,1.3743846525096526,0.030205445339741163,0.7275983460481612,2.232142857142857
664,009835,한화솔루션우,39250.0,85900.0,56511.133603238864,9193.585799236947,39250.0,1.4397741045411176,0.030223486051500017,0.6945534003188079,2.1885350318471337
864,004415,서울식품우,4150.0,7780.0,5304.858299595142,580.8203829392933,4215.0,1.25856661912103,0.030299368379745447,0.7945546821338625,1.8457888493475683
263,009290,광동제약,7530.0,11200.0,8991.457489878543,704.7304602183216,7670.0,1.1722891121093277,0.030387785404256795,0.8530318926196253,1.4602346805736637
131,051905,LG생활건강우,598000.0,805000.0,701396.7611336033,34883.14507903943,636000.0,1.1028250961220178,0.030414381302659173,0.9067620999163034,1.2657232704402517
278,002390,한독,23100.0,35400.0,28407.69230769231,2620.4522235980758,23500.0,1.2088379705400982,0.030545120960326567,0.827240725697265,1.5063829787234042
199,081000,일진다이아,36600.0,54300.0,45472.87449392713,4435.336331143677,37200.0,1.2223890992991164,0.031075342514289218,0.818070122331238,1.4596774193548387
210,034310,NICE,16700.0,19700.0,18297.165991902835,722.8500957685272,16950.0,1.079478819581288,0.031182868539004528,0.9263729698632562,1.1622418879056047
459,002720,국제약품,5890.0,10882.182434300732,7964.447933475715,1117.5466111108742,5890.0,1.352198290912685,0.03170883632016068,0.7395365063840127,1.847569173905048
212,226320,잇츠한불,19950.0,31850.0,26337.246963562753,2745.545044837657,21250.0,1.2393998571088354,0.03194765341703908,0.806842113353727,1.4988235294117647
555,163560,동일고무벨트,8020.0,10800.0,9389.31421664288,681.7894563016155,8130.0,1.1548971976190505,0.032368352752821294,0.8658779344703681,1.3284132841328413
668,002140,고려산업,2920.0,4905.0,4062.226720647773,394.9195930492199,3335.0,1.2180589867009814,0.03277744324088816,0.8209783031184907,1.4707646176911544
350,002210,동성제약,8730.0,16600.0,11311.376518218623,1406.8203957685678,8730.0,1.2956903228200027,0.03326016040413781,0.7717893561353085,1.9014891179839633
